name,definition,type,group,examples,hashtags,origin,synonyms
Качаться,"заниматься физкультурой, подвидом тяжелой атлетики — силовой гимнастикой.",несов. перех.,NonNone,"Как правильно качаться, заниматься бодибилдингом и атлетизмом.  • Что ты имеешь ввиду под словами «качаться своим весом»? Качаться без штанги, гантелей и тренажеров?  • Театр — это спортзал, где качаются мышцы души. ",#Общие ,NonNone,NonNone
качебрыжник,качек.,сущ ,(спорт),NonNone,#Общие ,NonNone,NonNone
Качели,"переговоры, обсуждение проблем.","-ей, мн. ",(гопники),Братва что за качели? ,#Гопники ,NonNone,"разборка, терки."
Качели,неприятности.,NonNone,NonNone,У меня могут быть качели. ,#Общие ,NonNone,NonNone
Качестфо,качество.,"-а, ср. ",(каменты),"Качестфо фотки (1) умнажаим на красивасть лица (5), выводим среднее - 2,5, вычитаим из вредности 0,5 = оценка 2. Вод такое математико. Ишу рвботу наюоршика текставю, качиство горантирую. Качиство сильно рулит, эксклюзиффнах! ",#Падонки ,NonNone,качиство
качкан,Лохматая голова.,существительное ,(слэнг),"Ну у тебя и качкан
Качкан разлохмать (голову расчеши). ",#Общие ,NonNone,NonNone
Качман,"человек, занимающийся физкультурой для формирования собственного тела, например культуризм, бодиблдинг, пауэрлифтинг.","-а, м.",NonNone,"Занимаюсь этой тренировкой 2 месяца через день, чувствую себя потрясно и выгляжу как качман!  • Что б было видно, что сам ты тоже нехилый качман.  • Да ну качман перекаченный.  • В интернете продают чудо тренажеры, мол купите говорят, и будете как этот качман на фотографии.  • Лето, пляж и три типажа – дрищ, жирный и качман. ",#Общие ,NonNone,"качок, кач."
Качнуть,Качнуть - это словесное выяснение отношений на окраинах.,Гл. ,(Гопота),"Когда гопота хочет отобрать у лошка мобилу или денежки, перед тем как бить начинают качать (грузить), чтобы жертва знала свое место. ",#Общие ,NonNone,"Грузить, поговорить, побазарить."
Качнуть,Качнуть - это словесное выяснение отношений на окраинах.,Гл. ,(Гопота),"Когда гопота хочет отобрать у лошка мобилу или денежки, перед тем как бить начинают качать (грузить), чтобы жертва знала свое место. ",#Гопники #Геймеры ,NonNone,"Грузить, поговорить, побазарить."
Качок,"человек, занимающийся одним из видов спорта или физкультуры по формированию собственного тела, например культуризм, бодиблдинг, пауэрлифтинг.","-ка, м.",NonNone,"У меня муж не качок, в спортзал вообще не ходит.  •  Если в этом клубе есть качки, то покажи им что такое настоящий присед и становая тяга!   • Фото качков украшают страницы журналов, книг и Интернет-сайтов.  • Перенакаченные качки — от красоты до уродства один шаг. •  Вопрос девушкам: вам нравятся больше качки или всё же спортсмены, обладающие именно спортивной фигурой? ",#Общие ,NonNone,качек
Качумай,"сделай паузу, помолчи, перестать.",глаг. повел. накл. ,(сленг музыкантов),"Бблин, хорош трандеть - качумай! • Качумай, чувак! ",#Музыка ,слэнг музыкантов играющих в оркестре.,прокочумать.
Кашёлка,некрасивая женщина; нарочито грубое обращение к женщине.,"-и, ж. ",(обзывательство),"А ты в пролете старая кашелка!  • Что же делать, если такая вот кашелка синяя прицепится, да еще и руки будет распускать?  • Какая-то глупая кашелка пробовала препираться.  • Да кому она нужна, безграмотная чукоццкая кашелка!  • Он прелестник, она - старая потрепаная кашелка по имени Жанна!  • А ты, кашелка целлюлитная, прешь, как танк!  • Чья-то кашелка гордо рассказывала как она на мужниной машине с мигалкой по магазинам раскатывает.   • Эй ты, кашолка?!! Чо куришь?!! ",#Общие ,NonNone,кашолка
Кашерно,"прилично, гламурно.",NonNone,NonNone,пить воду из унитаза не кашерно. ,#Общие ,NonNone,NonNone
Каширно,"хорошо, отлично, классно.",прил. ,(мол.),Каширный гол - хороший гол. ,#Общие ,NonNone,потрясающе.
Каштанить,"То же, что и гнать.",NonNone,NonNone,"Ты чё на меня каштанишь, а? ",#Общие ,NonNone,NonNone
Кащенизм,"сетевая субкультура, зародившаяся в Фидонете, в эхоконференции SKL (su.kaschenko.local), якобы представлявшей собой локальную конференцию Психиатрической больницы № 1 г.","-а, м. ","(интернет, фидошники)",NonNone,#Падонки #Фидо ,"от названия эхоконференции su.kaschenko.local (Кащенка, Обитель Кащенова).",NonNone
Кащенит,"представитель и активный участник кащенизма, использующий соответствующие стиль общения и модель поведения в интернете.","-а, м. ","(интернет, фидошники, каменты)","Кащенитов не существует (типичный ответ на вопрос ""кто такие кащениты?""). ",#Падонки #Интернет #Фидо ,NonNone,касченит
кащениты,Кащени́ты — группировка сетевых провокаторов (т.н.,"Сущ., мн.ч. ",(интернет),NonNone,#Интернет ,NonNone,NonNone
каэсер,игрок в Counter strike Global Offensive.,сущ ,(геймеры),NonNone,#Геймеры #Общие ,NonNone,"Кс, ксер, даун."
каэсер,Человек играющий в Counter-Strike.,"сущ, относится как к парням, так и к девушкам ",(Геймеры),Он неплохой каэсер. ,#Геймеры ,"Counter-Strike (сокращение-кс, читается как ""каэс""). В английском языке суффикс профессий (или же деятелей)-ер. Кс+ер=ксер.",NonNone
Каэска,компьютерная игра «Counter Strike».,"-и, ж. ","(геймеры, шутеры, Контр-Страйк)",NonNone,#Геймеры #Шутеры #Контр-Страйк ,NonNone,"Каэска, КС, CS, Контра, Кантра, Контеры, Контрстрайк, Контр Страйк, Контр-Страйк."
Каэспэшник,"участник когда-то молодежного движения любителей музыки стиля «бард», подробнее см. здесь.","-а, м. ",(музыка),"Каэспэшники в лесу на фест собрались.  • Каэспэшникам свойственно почти инстинктивное тяготение к сплочению, к группированию с единомышленниками.  • Песня старых каэспэшников.  • Вы тоже каэспэшников не пеpеваpиваpиваете?  • Интересно, а тут есть каэспешники?  • Все поклонники авторской песни молятся на Грушинский фестиваль — старейший и самый авторитетный форум каэспэшников. ",#Музыка #Общие ,От аббревиатуры КСП — Клуб Самодеятельной Песни.,каэспешник
Каюк,"провал, неудача, плохой конец, катастрофа; оценка ситуации как очень плохой.","-а, м. и предикатив",NonNone,"Все, каюк тебе на экзаменах!  • Моей спокойной жизни настал каюк.  • Верите ли Вы, что в 2012 нам всем будет каюк?  • Осенью банкам настанет каюк.  • Почернел суровый юг, скоро будет нам каюк.  • Глюки, глюки и каюк!!!  • Подскажите компу полный каюк или?..  • Масло в воздушном фильтре, это каюк поршневой? ",#Общие ,NonNone,"капец, пипец, звездец, ппц, абздольц, капец, вешалка, трындец, крышка, кранты."
КВ,"«Коты-Воители», серия книг Эрин Хантер.",аббрев. ,(ролевики),"Ты КВ читал? • Это официальный сайт КВ, а не хухры-мухры. ",#Общие #Ролевики ,NonNone,"CW, Коты-Воители, Cats-Warriors."
КВ,"«Коты-Воители» — серия книг автора Эрин Хантер, а также сообщество фанатов этих книг.",аббрев.,NonNone,"Ты читаешь КВ или просто так заглянула?  • Мяф! Какой серьёзный противник: «почесал за ухом задней лапой»  — очень КВшно и атмосферно.  • Но несмотя ни на что, я фанат КВ и «Послание» заняла достойное место на полке КВ, как бы я ни относилась к идее книги.  • Чего ты читаешь - КВ или Конана?  • «Огонь и лёд» — моя любимая книга из кв. ",#Общие ,NonNone,NonNone
КВ,клановые войны.,"сущ., м.р ","(игры, геймеры)","
кв
КВ
КВ
КВ

Квака
Квадовый
квопа
Квага

Кванты
Квадрат
Квартирник
Квач

Кверти
Кваша
КВМ
квасить

",#Геймеры #РПГ ,NonNone,NonNone
кв,Клановая битва.,предложение ,(геймеры),"Го кв я создал, мы сегодня 3 кв затащили. ",#Геймеры ,Множество игр с кланами.,"Clan war, квшка и т.д."
Квага,игра из серии «Quake».,"-и, ж., только ед. ч. ","(геймеры, шутеры, Квейк)",Ты в квагу гамаешь? ,#Геймеры #Шутеры #Квейк ,NonNone,Квака
Квад,"Артефакт или опция, увеличивающие убойную силу оружия.","-а, м. ",(геймеры),"Прыгаешь через телепорт на платформу, там берёшь квад и мочишь сверху ракетами, пока квад не закончится. ",#Геймеры ,"От англ. quad, по-видимому, сокр. quadruple — учетверять.",квадра.
Квадовый,"усиленный, учетверённый — применительно к оружию и к его действию.","-ая, -ое, -ые ",(геймеры),«Водка — это квадовое пиво!» (афоризм). ,#Геймеры ,"от англ. quad, по-видимому, сокр. quadruple — учетверённый.",NonNone
Квадрат,"В играх серии Total War обозначает построение ""Каре"".","сущ., м.р ",(Геймеры),Пикинеры перестроились в квадрат. ,#Геймеры #РПГ ,Построение когда отряд принимает форму квадрата.,NonNone
Квадратный флоу,"такой странный флоу, когда ритм читки и ритм музыки (биты) не совпадают.",NonNone,(рэперы),"Есть ещё выражение «квадратный флоу», это когда слова не влазят в музыкальный размер и исполнитель пытается туда их впихнуть.  • Квадратный флоу, ребята, это не солидно.  • Местами у тебя строки почему-то чуть длиннее ритма, получается этакий квадратный флоу.  • Как флуд на форуме ты читаешь квадратный флоу.  •  Ой, как далеко до мастер класса - квадратный флоу во всех отношениях. ",#Рэперы ,NonNone,NonNone
Квазимода отдыхает!,некрасивый парень.,NonNone,NonNone,"Такой страшный, Квазимода отдыхает, конкретно! ",#Общие ,NonNone,"урод, страшила, пугало ходячее."
Квака,компьютерная игра серии «Quake».,"-и, ж. ","(геймеры, шутеры, Квейк)",NonNone,#Геймеры #Шутеры #Квейк ,NonNone,"Квейк, Квага."
Квакать,играть в «Кваку» — компьютерную игру серии «Quake».,несов. неперх ,"(геймеры, шутеры, Квейк)","Я до одури наигрался в ТР2 - Gold и ТР2, а потом еще немного поквакал. • Учитесь квакать: на страничке Профессиональной Ассоциации Компьютерных Клубов появилась возможность зарегистрироваться на грядущий питерский чемпионат по компьютерным играм. ",#Геймеры #Шутеры #Квейк ,NonNone,NonNone
Квакер,"любитель компьютерных игр серии «Quake», или хотя бы одной из них.","-а, м. ","(геймеры, шутеры, Квейк)","«Квакер квакеру друг, товарищ и ФРАГ!» (квейкерская поговорка, via). ",#Геймеры #Шутеры #Квейк ,"От англ. quaker, словообразование по аналогии с названием адепта религиозного общества квакеров.",(1) квейкер.
Квакушка,"чел, который врет и не замечает что врет.",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Квалитетный,качественный.,"-ая, -ое, -ые",NonNone,"Нож, может, и квалитетный, но цена зашкаливает.  • Продаётся оптом квалитетный сэконд-хенд из Европы.  • Продаю домашный квалитетный самогон собственного производства.  • Квалитетный авторемонт, специалисты по кузовным работам.  • Бесперебойная их работа и сохранность требует комплексного и квалитетного оборудования.  • Щитовые дома являются в необходимой степени квалитетно изготовленными. ",#Общие ,"Англ quality — качество, степень качества, добротность.",NonNone
Кванты,"квантовая теория или квантовая механика — предметы изучения в ВУЗАх, учебные курсы.","-ов, мн. ",(студенты),"Сдам ли я завтра зачет а затем экзамен по квантам?  • Как рады все, кто сдал кванты.  •  Подготовка к зачету по Квантам! Суровый зачет!  • Сдал кванты на 5!  •  Вчера ночью ботала кванты, спать хотелось аж пипец....отрубилась-мне снится, что ботаю кванты. ",#Студенты ,NonNone,NonNone
Квартирник,"домашний концерт, выступление рок-группы у кого-то на флэту , сопровождающееся употребление спиртных напитков.","-а, м. ",(неформалы),NonNone,#Общие #Музыка   #,NonNone,сейшен.
Квартирник,"Небольшой концерт, обычно на квартире, основанный на контакт с публикой.",сущ. м.р. ,"(Музыканты, поэты)",Один хороший музыкант устраивает квартирник. ,#Музыка ,Квартирник - квартира.,Концерт.
Кварц,"кварцевый резонатор, элемент электронной техники.","-а, м. ","(айтишники, железячники)","Выпаять кварц на 14,318 МГц (как правило находится возле синтезатора — 28 ноги планарной микросхемы) и впаять на его место с большей частотой. ",#Айтишники #Железячники ,NonNone,кварец.
квас,танк кв-1с.,сущ ,(геймеры),я вчера на квасе 2 танка уничтожил. ,#Геймеры ,сокращенное название танка.,NonNone
Квасдапил,"ничего особого, кроме обзывательства, не означает.","-а, м., обзывательство",NonNone,"AAAA!! ужос нах... это что за Квасдапил?!  •  Юра!, сам ты квасдапил! • Эх ты, Квасдапил! ",#Общие ,"Из анекдота. Ларёк «Квас». Кружек мало. Дяденька спрашивает мальчика, долго тянущего из кружки квас мелкими глотками: — Мальчик, ты квас допил? — Сам ты, дяденька, КВАСДАПИЛ!",NonNone
Квасить,употpеблять алкогольные напитки.,несов.  неперех. и перех.,NonNone,NonNone,#Общие ,NonNone,"бухать, кирять."
квасить,"пить пиво, водку или вино.",пить пиво ,(пить пиво),NonNone,#Гопники ,NonNone,бухать.
Квач,"тип уборочного чистящего инструмента, нечто вроде щетки или швабры.","-а, м.",NonNone,Квачи относятся к уборочному инвентарю.  • У каждого унитаза по два квача: «чистый» и «использованный» стоят в сухой таре.  • Нанести «Доместос» на поверхность унитаза и обработать с помощью квача.  • Раковины и унитазы следует чистить квачами или щетками.  • Потом прикрепите к шомполу новый пыж или хлопчатобумажный квач и капните на него маслом. ,#Общие ,NonNone,NonNone
Кваша,лицо.,ж.,NonNone,"Что, сквасил квашу? ",#Общие ,.,NonNone
Квейк,Сленг геймеров — любителей игр линейки «Quake».,категория ,"(геймеры, шутеры • показать все статьи категории «Квейк»)","Сюжет первой игры серии «Квейк» весьма похож на сюжет легендарной игры «Дум», созданной той же компанией — «id Software». ",#Геймеры #Шутеры #Квейк ,NonNone,Контр-Страйк
Квейкер,"геймер, увлечённый играми серии «Quake», или некоторыми из них.","сущ., м. р. ","(геймеры, шутеры, Квейк)",«Попал квейкер в Ад...» — самое популярное начало квейкерских анекдотов. ,#Геймеры #Шутеры #Квейк ,NonNone,квакер.
Квелый,"Вялый, усталый.",прил.,NonNone,Чего квелый такой? ,#Общие ,NonNone,NonNone
Квента,"анкета, которую должен заполнить человек перед вступлением в игру.","-ы, ж. ",(ролевики),"На время написания квенты забываем, кто мы в реальности и на время стаем своим собственным персонажем.  • Если написать описание в конце квенты, то у мастера уже может сложиться свое мнение о внешности персонажа.  • Локальная квента должна вписываться в формат того мероприятия, для которого она создается.  • Сочиненная квента прирастает «по жизни» и уже воспринимается как твоя подлинная биография. ",#Ролевики ,"От эльфийского kven —  говорить, рассказывать.",анкета.
Кверти,"тип раскладки клавиатуры, то же, что йцукен и qwerty.",нескл. ,(айтишники),"Хорошие ли телефоны с кверти клавой?  • Гигагерцовый проц, сенсорный экран вместе с кверти-клавиатурой показался мне хорошим выбором.  • Рассмотрим, например, телефон с кверти клавиатурой NokiaC3.  • Недавно озадачился покупкой Кверти телефона.  • Потихоньку задумываюсь над приобретением кверти-моноблока (смартфона). ",#Айтишники ,NonNone,"йцукен, qwerty."
Квест,"игровая задача, постановка задачи; игровая цель; одна из ветвей сюжета игры.","-а, м. ","(геймеры, РПГ)","Реально убийственно длинный квест, проходил его очень долго. • Квесты требующие от Вашего чара 41 и выше лвл. ",#Геймеры #РПГ ,NonNone,NonNone
Квест,"игровая задача, цель игры для персонажа, команды.","-а, м. ",(ролевики),NonNone,#Ролевики ,"Англ. quest — поиски, искомый предмет.",NonNone
Квест,"вид (жанр) компьютерных игр, имеющих сложные разветвлённые сюжеты, действия игрока влияют на развилки сюжетных линий и могут приводить к различным исходам игры.","-а, м. ",(геймеры),Я вообще люблю квесты думалки! Стратегии тоже ничего но быстро надоедают. • Игр не любимых много (квака 2 и 3 и все квесты). ,#Геймеры ,NonNone,"адвенчура, бродилка."
Квикланч,"быстрый запуск, одна из панелей управления компьютером.","-а, м. ",(айтишники),"Автоорганизующийся список используемых программ — штука удобная и частично заменил мне квикланч. •  У меня калькулятор в квикланче.  • Чтобы не тянуться мышой к квикланчу... •  Винда не активирована, квикланч не настроен, мессенджер в трэе. ",#Айтишники ,"Транксрипц. англ. Quick Launch, означающего ровно то же самое.","квиклонч, куиклонч"
Квилтинг,"вид рукоделия, изготовление сложных (стёганых, многослойных, лоскутных) изделий из ткани.","-а, м.",NonNone,"Квилтинг – это искусство создания необычайно красивых орнаментов и целых картин путем сшивания и выстегивания различных материалов.  • Квилтинг это почти то же самое, что и пэчворк, только более сложный.  •  И теперь мир квилтинга состоит из квилтинга традиционного и арт-квилтинга.  • Со временем квилтинг приобрел также и декоративное значение.  • Итальянский квилтинг — квилтинг с использованием толстой нитки - пряжи или шнурка. ",#Общие ,"Англ. quiltinq — стежка, стегать.",NonNone
квин,Королева.,сущ,NonNone,NonNone,#Общие ,с англ.- queen.,NonNone
квир,"Понятие ""квир"" ""свидетельствовало о незафиксированности сексуальной идентичности: быть квир значит отрицать как нормативную гетеросексуальность, так и гомосексуальность"".","сущ., м.р ",(разговор),NonNone,#Общие ,NonNone,NonNone
Квиты,"люди, которые были что-то должны друг другу, но вернули долг, рассчитались.",NonNone,NonNone,"Мы с тобой квиты.  • Я истинно думал, что мы по сему делу совсем квиты, включая те долги.  •  А с этого дня Мы – квиты со всеми, Мы – квиты!  • Сегодня, мы с тобой квиты. Два взаимно раненных сердца.  • Мы с тобою квиты, квиты, квиты. За спиной друзей весёлых свиты. ",#Общие ,NonNone,NonNone
КВМ,"В сериале ""Ранетки"" была пара  ВМ(Виктор Михалыч) и ЛК(Лена Кулемина)= КВМ.",NonNone,(Серяломаны),Моя любимая пара в Ранетках - КВМ!!! ,#СлэнгФанатов #Общие ,NonNone,NonNone
квопа,герой доти.,quinn  of pain ,(дота 2),квопа гангай бот. ,#Геймеры ,не знаю.,мидер.
квота,Доля или часть чего-либо допускаемого в рамках возможных соглашений и договоров.,NonNone,NonNone,квота в иммиграционной политике. ,#Общие #Интернет #Айтишники ,(лат. quota).,"доля, норма."
Квотинг,"цитирование коммента собеседника при дискуссиях на форумах, в блогах  и других формах интернет-общения.","-а, м. ",(интернет),"Бат также уже давно умеет квотить в таком стиле, а вот квотинг тандерберда в ХТМЛе (с полосками синими) виден только в самом тендерберде.  • Нельзя ли увеличить глубину квотинга до двух? Получается что отвечаю на ответ на свой вопрос и непонятно в чем спор.  • Если вы квотируете чью-то речь и правите ее...  • В ЛС квотинг с указанием имени автора по прежнему не работает.  • Когда квотинг предваряется инициалами автора текста. ",#Интернет ,"Англ. quoting, означающее ровно то же самое.",NonNone
КВшник,"Человек который читает книгу автора Эрин Хантер  ""Коты-Воители"".","сущ., м.р.",NonNone,"Мы КВшники, и скоро, мы захватим этот мир! ",#Общие ,"Произошло от сокращённого названия книги ""Коты-Воители"".",NonNone
Квэнта,"предистория персонажа до начала действия игры, часть описания роли на ролевых играх (РИ) живого действия.","-ы, ж. ",(ролевики),"(1) Мне досталась квэнта Маглора  •  Написал хорошую квэнту.  • Если полученная квэнта показалась вам слишком сложной и длинной, вы всегда можете воспользоваться универсальным резервным вариантом.  • Я совершенно отвык от обычной рутины подготовки персонажа: как то написание квэнты, предварительные сыгровки, командные сборы. • Основой квэнты является глубокая эмоциональная убежденность в ее подлинности.(2) Ты слышал квэнту о том, как я препода профессором грузил?  • Слышь, тут такая квэнта, мне из Питера прислали приглашение на конвент. ",#Ролевики ,От эльфийского quenta — история.,NonNone
КГ/АМ,Выражение крайне низкой оценки креатиффа  и клеймение его аффтара.,предикатив ,(каменты),NonNone,#Падонки ,"1. Креатифф говно аффтар мудак  2. Креатифф гениален, аффтар молодец. 3. Креатифф гениален, аффтар мудак.",КГАМ.
КГАМ,"отрицательный отзыв о комменте: «Креатив Говно, Аффтар Мудак».",аббрев. ,(каменты),"Кгам и нисмешно! •  Против Первонаха с его КГАМ-ом особо не пропрешь. • КГАМ, или, выражаясь по-русски, автору лучше не позориться. ",#Падонки ,NonNone,NonNone
кд,Кд ( кулдаун) - время перезарядки магических и др.,"сущ., м.р ",(геймеры),У меня 3 секунды кд на стрелу. ,#Геймеры ,От англ. Cooldown.,NonNone
кд,Перезарядка.,сущ. ,(геймеры),У меня кд. Я на кд. ,#Геймеры #РПГ ,Вот.,NonNone
кд,как дела.,NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
кд,"Время, которое должно пройти в компьютерной игре после применения способности до того, как ее можно будет применить снова.","сущ, мужской род ",(Геймеры),NonNone,#Геймеры ,От английского слова - cooldown.,NonNone
Кебарда,компьютерная клавиатура.,"-ы, ж. ",(айтишники),"10 минут и кебарда как новая! Ничего не залипает!  • Пока клацал па кнопкам, наступил на кнопочку «Power» на кебарде — дикий эффект, РС сознание потеряло.  • Как было нацарапано кебардой по экрану выше...  • Насчёт кулаков я уже писал, но ты похоже герой кебарду топтать.  •  В проводе от кейбарды запутался.  • Купил себе силиконовую накладку на кейбарду.  • Включая контекстное меню, возможность работать одной кейбардой. ",#Айтишники ,"Англ. keyboard, означающее ровно то же самое.","кейбарда, кеборда, кейборда"
Кебенематизировался,ушел не попрощавшись.,глагол,NonNone,NonNone,#Общие ,NonNone,исчез.
Кегли,"люди, переходящие дорогу перед автотранспортом.","-ей, мн. ",(автолюбители),"Быстрее, кегли! • Но на встречной был Мерс 124, который едва успевает втиснуться между лежащей на асфальте кеглей и тормозящим грузовиком.  • Пешеход, активно, противостоящий неуважительному отношению неадекватных водятлов к кеглям.  • Все пешеходы - кегли, однозначно! Постоянно так и норовят перебежать там, где нельзя. ",#Автолюбители ,Типа как в боулинге.,пешеходы-нарушители.
Кегли,ноги.,мн. ч.,NonNone,"Все кегли стоптал, пока дошёл... ",#Общие ,NonNone,NonNone
Кеглы,ноги.,м. мн. числ.,NonNone,NonNone,#Общие ,NonNone,карявые ноги.
Кегля,неудачник.,NonNone,NonNone,Ну ты и кегля!... ,#Общие ,"От игровой кегли, из-за склонности к «падениям». Или, возможно, от одноимённого нелепого персонажа рассказа Дж. К. Джерома «Трогательная история».","лапоть, лузер."
Кедали,изменить месторасположение.,глагол,NonNone,"кедали, а то мне в 9 дома нужно быть. ",#Общие ,NonNone,"пойдем, стартанули."
Кедр,"человек, молодой человек, парень.","-а, м.",NonNone,"Ха, смотри какой кедр пошел! • Да, кстати, чем тебя этот кедр-то достал?  • Из всего вагона только я да еще один кедр разглядывали их с откровенным интересом. • Как этот кедр меня задолбал! Помогите его в онлайне прикончить! • Сдавал один кедр геодезию... • Собрался там народ с моей старой работы, включая одного кедра, который ушел еще раньше меня,. ",#Общие ,NonNone,NonNone
Кеды,популярное междумордие для никсов.,"-ед, мн. ",(айтишники),Одному человеку линукс настраивал и увидел в кедах эту проблему.  • Я помню ещё Alt Linux 2.4 master в нём по дефаулту кеды были хорошо налажены и просто глаза радовали! • Проблемы монтирования носителей с русскими метками в кедах. ,#Айтишники ,От официального названия интерфейса KDE K Desktop Environment.,NonNone
кеек,"Забавная ситуация, если ты аутист.",кек ,(Позорные паблики Вконтакте),ХАХАХААХ НУ ТЫ И КЕК)))))))))). ,#Общие ,"Турецкий кекс ""TOP KEK"" или как считают девочки которым меньше 12 лет - отзеркаленное имя Shrekа.",Я люблю минет.
кежл,см Кежуал.,NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Кежуал,"обычный, не навороченый, простой, не трубующий особой подготовки.",прил ,(интернет),NonNone,#Общие #Интернет ,NonNone,NonNone
кежуалы,"человек, модно одевающийся (по стилю).","сущ., м.р",NonNone,NonNone,#Общие ,От англ. casual - стиль одежды с упором на удобство.,модник.
кежуальная,"повседневная, простая, обычная.",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Кежуально,На моде.,Кежуально,NonNone,NonNone,#Общие #Интернет ,NonNone,NonNone
кежуальные,Кэжуал (англ.,прил. ,"(одежда, предметы обихода)",NonNone,#Общие ,NonNone,"простой,повседневный."
кежуальный,"смотри Кежуал

Кезуальные игры - игры в которые можно играть без особой подготовки, в которые можно играть и долго и не долго, между делом и в перерыве между делами, которые не напрягают мозги но развлекают.",прил,NonNone,NonNone,#Геймеры ,NonNone,NonNone
Кез,"Ирокез, причёска панков.","Сущ., м.р ",(Панки),Вовка сбрил свой кез. ,#Общие ,NonNone,NonNone
кезать,Какать.,Гл.с.р ,(Какать),Птица накезала на машину. ,#Общие ,Нет.,"Срать ,какать."
кей-поперы,"Люди которые любят корейскую музыку, Кей-поп пишется как K-pop.","сущ., м.р",NonNone,NonNone,#Музыка #СлэнгФанатов ,NonNone,"кей-попер, K-pop."
Кейген,"один из видов краков, программа, которая запускается при инсталляции взламываемой программы и выдает пользователю данные для пиратской регистрации, например серийник.",NonNone,"(айтишники, кракеры)","Универсальный кейген для всех игр Reflexive • Спасибо за ответ но как применять этот самый кейген я так и не знаю! • Патчи, кейгены и кряки.  •  Не забываем, про человечка который написал кейген бесплатно и понадеялся на нашу доброту. ",#Айтишники ,"Сокр. от англ. key — ключ + generator — генератор, генератор ключа.",NonNone
кейс,"небольшой чемодан, плоская прямоугольная ёмкость с ручкой для переноски и хранения предметов.","сущ., м. р. ","(торговля, туризм)",Оставил кейс с документами в машине. ,#Общие ,NonNone,"чемодан, кофр."
кейс,Кейс с оружием из CS GO - коробка с оружием.,"сущ., м.р ",(геймеры игроки cs go payday 2),NonNone,#Геймеры ,NonNone,NonNone
Кек,Человек который сделал что то смешное или глупое.,"сущ, м.р ",(Жизнь),"Мужчина: ""Я сегодня подскользнулся!""
Девушка: ""Ну ты кек"". ",#Общие ,NonNone,"Смешной, глупый, наивный, дурак."
Кек,"Зеркальное отражение шрека, появилось в 2009 г.","Сущ, м. р., единственное число",NonNone,NonNone,#Общие #Интернет ,"4chan, Matvey Kostyuchenko.","Кекнутый, кекеееееееек, крек, кек(вид конопли)."
кек,"Кекекек это что-то типо смеха по китайски, русские превратили это в кек (что в русской раскладке значит лул) иcпользуется для показания смеха.
P.s.",неопр. ,(студенты),"МАМА Я ГРАНДМАСТЕР.
-кек. ",#Общие ,От кит. Khekhekhe.,"лул,кек."
Кек,"Что-то вроде ""лол"".",Междометие ,(Молодежь),NonNone,#Общие #Интернет ,"""Лул"" в английской раскладке клавиатуры.","Лол, лул, лал, хаха."
Кек,"Смешной, кекнутый.",существительное мужского рода ,(подроствки),NonNone,#Общие #Интернет ,NonNone,КЕКНУТЦЫЙ.
Кек,нация.,почти мат ,(посетители 4chanа и 0chana),"кек-как нация, есть кто против, есть кто за них. ",#Общие ,кек-это зеркальное отражение шрека.,"смешно, глупо,весело."
Кек,"Аналог слова ""лол"".","сущ., м. р. ",(4чаннеры),NonNone,#Общие ,"Образовался на борде 4chan /s4s/, происходит от названия турецкого кекса Topkek.",Топкек.
Кек,Всё очень хорошо.,предикатив ,(Разговорная),"- Я нашёл на дороге айфон 5s!
- И что ты сделал?
- Позвонил другу владельца и передал телефон.
- Что, ангелок тип?
- Нет, просто у меня уже айфон 6, а так дали ещё 2 тысячи.
- Кек.
------------------------------------------

Школа:
- Ну что, готовимся к тесту по параграфу!
- Марья Ивановна, но вы нам задавали только прочитать!
- Я всё записала в журнал! Там написано: ""Выучить!""
- Кек.... ",#Общие #Интернет ,NonNone,"lol, упс, неожиданно."
Кек,"БОГ, ЛЮБОВЬ, ЖИЗНЬ.","сущ., м.р ",(Великие люди илитка),NonNone,#Общие ,NonNone,NonNone
кек,Тоже самое что и лол.,NonNone,NonNone,"
Кек
Кек
Кек
Кек

кек
кек
Кек
кекнулся

Кек
Кек
кек
Кекс

кека
Кек
Кек
Кекъ

",#Общие ,NonNone,"лол , ахах."
