name,definition,type,group,examples,hashtags,story,synonims
Дезы,"шведская рок группа «Deathstars», музыка и стиль этой группы — разновидность индастриал-метал.","-ов, мн ",(музыка),"У дезов вышел новый альбом.  • Дезов гоняю.  • Не приемлю различных «экстремальных стилей вокала» и всяких металкоров, дезов, блеков и.т.д.  • Слушаю дезов и выполняю скаченные уроки.  • Голосовал за Дезов, но слушаю всё что связанно с Металлом.  • Не будет же поклонник каких н-ть стилей типа тру блека, ну или даж каких-нть мелодичных дезов вдруг на киберпанк пересаживаться.  • Всех ваших блеков, думов, дезов и прочей мракобесии не существовало бы если бы не Блек Саббат. ",#Музыка ,NonNone,NonNone
Деинсталлировать,удалять программу с своего компьютера или мобилы.,гл. ,"(игры, геймеры)",Как меня достала эта прога - вчера деинсталировал ее нафиг. ,#Айтишники #Интернет ,NonNone,NonNone
Дейтинг,знакомство и\или сватовство.,"-а, м.",NonNone,"(1) При живом бойфренде дейтинг по интернету. •  Типа если им процесс дейтинга нравится — то с ними чет не так?  • Ты ходишь на дейтинг?  • Самый длительный был дейтинг это 6 мес. (2) Вы никогда не пробовали знакомиться через дейтинг-сайты, но много об этом слышали, а Ваша подруга недавно уехала с мужем за границу.  • Сайт дейтинга: очень много анкет, которые ищут свою половинку.  • Российский рынок онлайн-дейтинга оценивается примерно в $20 млн. ",#Общие ,NonNone,NonNone
Дека,составная (запасная) часть скейтборда: доска без подвесок и крепежных элементов.,"-и, ж. ",(скейтеры),"Мне надо купить новую деку.  • Деки, подвески, колеса, а также скейтборды в сборе. • Дека скейта изготавливается из таких пород дерева как клен и береза.  • От качества клея зависит то,  насколько быстро дека начнет расслаиваться.  • Благодаря толстой резиновой прокладке между декой  и платформой скейт мягко приземляется. ",#Общие ,"Англ. deck — палуба, настил, платформа.",NonNone
Деклассировать,Тотальная доминация одного противника над другим.,Декласс ,(Спорт),Этот боксер был полностью деклассирован в прошлом бою. ,#Геймеры ,От англ.,Деклассировка.
делитант,см. Дилетант.,"сущ., м.р",NonNone,NonNone,#Общие ,NonNone,NonNone
делишес,"ну ооочень вкусно, просто деликатес.",наречие ,"(интернет, социальные сети)",NonNone,#Общие ,NonNone,NonNone
Делопут,мошенник.,"-а, м.",NonNone,"Делопут - это такой человек, который все чего-то мутит, жучит, не договаривает, шутит, обещает.  •  Я тебе говорила, что этот Шамиль – делопут.  • Пьянствовал, как все делопуты.  •  В путь, делопуты духа!  •  В Лондоне знакомились с материалами на задержанного Скотленд-Ярдом российского делопута.  • Наши делопуты - тупая гопота, пару раз общался.  •  Я тебе говорила, что этот Шамиль — делопут.  • И не депутат он а делопут! ",#Общие ,NonNone,NonNone
Дельнуть,"стереть, удалить какую-л.",сов. перех. ,(айтишники),"Если вы хотите дельнуть из компа следы пребывания на «одноклассниках»...  • Нужно ведь как-то потом дельнуть прогу из списка киляемых.  • Дельнуть сначала из реестра, а потом после перезагрузки, дельнуть и файлик.  • Там скорее всего будет какой то неопознанный юзер — его можно дельнуть.  • Завтра не могу, пойду зуб дельну. ",#Айтишники ,"Англ. delete, означающее ровно то же самое.",кильнуть.
Делю,немного.,нареч.,NonNone,Короче она делю тупая. ,#Общие ,NonNone,чуть-чуть.
Дем,"Да, согласие в чем либо, положительный ответ.",NonNone,(Абсолютно все люди),"-ты уверена? 
-дем. ",#Общие ,NonNone,Да.
Демаг,"Урон, см. дамаг.",NonNone,(геймеры),«Хороший демаг и точность в сочетании с неплохим шансом крита делают мечника богом среди варов...» • Нужно  задемажить этого хая. ,#Геймеры ,от англ. damage.,ДД
Демаркетинг,"Мероприятия, направленные на сокращение спроса за счет, например, повышения цены на товар или услугу, минимизации рекламы и мероприятий по стимулированию сбыта; применяется обычно для престижных и дорогих товаров и услуг, объем производства которых невелик.","сущ., м.р ",(продажа),NonNone,#Общие #маркетинг ,NonNone,NonNone
Дембель,"демобилизация, увольнение со срочной военной службы.","-я, м. ",(армия),"(1) Самым ожидаемым событием каждого солдата, несомненно, является дембель.  • Поздравления и стихи на дембель.  • Вот и дембель мой пришел, возвращаюсь я домой.  • За день до дембеля пятеро сослуживцев-земляков, уйдя в самоволку, знакомятся с девушками.(2) Уходят поезда увозят дембелей.  • Казарма, на кровати лежит дембель, курит, скучает.  • Посвящается всем дембелям, которые несли тяжелую службу на благо Отечества. ",#Общие ,NonNone,NonNone
Демка,неполная (ознакомительная) версия программы или игры.,"-и, ж. удар. на 1-й слог. ",(айтишники),NonNone,#Айтишники ,Сокр. от «демонстрационная версия».,NonNone
Демократизатор,резиновая милицейская дубинка.,"-а, м.",NonNone,"Он меня демократизатором по хребту оттянул.  • Сержант, принесите демократизатор.  • Дубинкой это называют на Западе, в России это называют «демократизатором».  • Телескопический демократизатор.  •  Интересно тот ли это демократизатор, или это их сейчас делают из мягкой резины и без закладных элементов.  • В настоящее время проходят испытания лазерного демократизатора.  • Водомётный демократизатор.  • Те, кто в погонах и с «демократизаторами». ",#Общие ,"Очевидно, совпадение процесса демократизации и появления на вооружении ментов сего нехитрого приспособления.",NonNone
Демотиватор,"
жанр баннера (интернет-плаката), выполненный по определенному канону - картинка в толстой черной рамке с коротким текстом в нижней части рамки.","-а, м. ",(интернет),"Некоторые из вас, возможно сталкивались на просторах сети с циничными демотиваторами, пошлыми демотиваторами и злыми демотиваторами.  • Демотиваторы появились как пародия на мотивационные постеры или мотиваторы — популярный в США вид наглядной агитации.  • Хитрое буржуйское слово «демотиватор» обозначает прикольную картинку с не менее прикольным и остроумным названием.  • Хочется развлечь вас вот этим демотиватором, на мой взгляд очень милый он вышел и далеко не демотивирующий. ",#Интернет ,"Мотиваторами, от англ motivation  —  мотивация  —  называли жанр пропагандистских плакатов, хотя у них не было изобразительного стандарта (канона). Демотиваторы  — demotivation появились как ответ интернет-фольклора на тупую пропаганду.",NonNone
Демпинг,"Продажа товара по ценам, значительно ниже среднего рыночного уровня, так называемым `бросовым`, иногда ниже себестоимости.","сущ., м.р ","(продажа, маркетинг)",NonNone,#Общие #маркетинг ,NonNone,NonNone
Демшиза,активисты уличных митингов и демонстраций за демократию; активные сторонники демократии.,"-ы, ж. ",(обзывательство),"Во всем виновата демшиза, окружившая Ельцина после августа 1991г.  • Что русскому хорошо, то демшизе смерть.  •  Демшиза версии 2.0., с айфоном вместо головы и телеканалом «Дождь» вместо совести.  •  Тусующиеся на улицах ельциноиды и демшиза растаскивает «гуманитарную помощь» коробками.  • Может демшиза считает Путина синонимом страны. Но я так не считаю. ",#Общие ,Сложносокращенное от демократия + шизофрения.,NonNone
денай,добивание союзных юнитов или строений.,"сущ., м.р ","(игры, геймеры)",NonNone,#Геймеры #РПГ ,NonNone,NonNone
Денглиш,"сленг, жаргон, искаженный язык, обильно использующий англицизмы.","-а, м.",NonNone,"Меня не интресовал шпетский или денглиш.  • Это «денглиш»  —  прямое заимствование английских слов.  • Укоренилось такое языковое явление как спэнглиш и денглиш.  • Оно не английское, оно денглиш в худшем проявлении.  • Для того, чтобы перевести этот страшный денглиш, дайте больше контекста. ",#Общие ,От denglisch  —  «deutsch» — немецкий + «englisch» — английский.,denglisch
Денджен,см. дэнжен.,"-а, м. ",(ролевики),"
денсер
Денглиш
Денджен
Денсы

Денди
Денежный залог
Денжен
денюха

Деньги
денсер
день дирекшионера
денай

Дежавю
Держатель формы вопроса
Деф
Деградировать

",#Ролевики ,NonNone,NonNone
Денди,"Про игрок Dota2, состоящий в команде Нави.","сущ., м.р. ",(Игроки Dota2),У мкня скилл в 4-е раза выше чем у Денди. ,#Геймеры #РПГ ,NonNone,Профессионал.
Денежный залог,апелляция сопровождается денежной суммой.,NonNone,"(ИИ, термин)",NonNone,#Термины ,NonNone,NonNone
Денжен,см. дэнжен.,"-а, м. ",(ролевики),NonNone,#Ролевики ,NonNone,NonNone
денсер,человек который танцует.,"сущ., м.р. ",(патимейкерытусовщики),та я прям денсер. ,#Общие ,NonNone,NonNone
денсер,Танцор.,NonNone,NonNone,Этот денсер хорошо двигается. ,#Общие ,"От английского "" dancer "", что в переводе значит ""танцор"".",NonNone
Денсы,"игровые деньги в компьютерной онлайновой игре «Пара Па: Город Танцев» (в игре 4 варианта оплаты вещей: очки, монеты, чеки и денсы).","-ов, мн. ","(геймеры, РПГ)","Теперь за каждый танец начисляют денсы.  • Время через каторое снова сработают денсы тоесть 60 сек прошло и автаматически снова денсы идут. • Чеки можно приобрести, продав денсы или драгоценые камни на аукционе.  • Третья строка исключительно под сонги/денсы.  • Денсы можно получить на соревнованиях, чеки можно обменять на аукционе за монеты, а монеты это надо вложить реал.  • Ну есть люди которые за денсы камни продают, то есть денсы выставляют примерно на три чека, другой человек их покупает. ",#Геймеры #РПГ ,NonNone,NonNone
день дирекшионера,"День, когда было придумано название семьи One Direction.","сущ,прил,м.р ",(дирекшионеры),NonNone,#СлэнгФанатов ,От англ.DIRECTIONER DAY.,день дириков.
Деньги,"металлические монеты или бумажные купюры, моделирующие экономику в игре.","-ег, только мн. ч. ",(ролевики),NonNone,#Ролевики ,NonNone,NonNone
денюха,"Форма, употребляемая подростками.","Существительное, ж. р. ","(Подростки, молодёжь)",NonNone,#Общие ,NonNone,NonNone
Депардировать,"переехать жить в Россию, получить российское гражданство.",сов. неперех.,NonNone,Депардировать в Россию. Как это случилось?  • Депардирован или как Жерар Депардье стал русским?  • И французы депардировали его в Россию.  • В русском языке появился новый глагол - депардировать.  • Депардирован. Владимир Путин подписал указ о предоставлении Жерару Депардье российского гражданства. ,#Общие ,NonNone,NonNone
Депендс,"зависит от обстоятельств, может быть так или этак.",NonNone,NonNone,"Ребенок, конечно, другое дело, но и тут, как говориться, депендс.  • Четких рамок в рекрутинге нет, все депендс и депендс. • Ит депендс от цели общения. • Это смотря в каком случае, депендс, понимаешь. ",#Общие ,"От англ. it depend, означающего ровно то же самое («это  зависит от...»).","депенд, ит депенд"
Депешный,"хороший, качественный.","-ая, -ое, -ые",NonNone,"Neo, спасибо за отличный депешный юмор!  • Таинственный депешный егерь?  • 
Депешный опыт гимназии и ее педагогического коллектива над методической темой.  • Хорошая подпись, депешная (и песня классная, кстати!  • Ну как обычно, депешистной девушке всё депешное.  • Лого не я разрабатывал, а дэпэшные дизайнеры.  • ы тряпка.. и гаваришь с дэпэшными панятиями.  • У тя с вкусом не впорятке у тебя понятия дэпэшные, мы тя порвём. ",#Общие ,Происхождение совершенно неясно. Помогите установить!!!,дэпэшный
Депозит,Добровольный взнос участника(игрока) на счет букмекерской конторы.,NonNone,(Азартные игры),"У меня осталось немного фишек,внесу как я их на депозит,ведь мне понравилось играть в этом месте. ",#Азартныеигры ,NonNone,deposit
Депресняк,депрессия.,"-а, м. ",(хиппи),"Весной депресняк из-за того что зима противная не хочет уходить, холодно слякотно. Депресняк преследовал меня весь день. ",#Хиппи ,NonNone,"депресуха, депра."
депрессия,человек.,сущ ,(геймеры),Я наблюдал всё это в глубоком дауне и хотел лишь отдохнуть. Милионы мирикантсефф сразу же апустились в глубокий даун! ,#Геймеры #РПГ ,spectator.,зритель.
Дербанить,"портить ломать, разбирать на кусочки.",несов. перех.,NonNone,"Всю тачку раздербанили, как поедем? ",#Общие ,NonNone,NonNone
Дерво,дерево.,"-а, ср. ",(ролевики),Дерво гладко отполировано и покрыто лаком. А давайте срубим нафиг дерво удачи а!!! ,#Ролевики ,NonNone,NonNone
Дёрганый,"так говорят о человеке нервном, слишком порывистом, суетливом.","-ая, -ое, -ые",NonNone,"(1) Он был очень странный мужик, нервный, дерганый.  • Почему он такой дёрганый, неусидчивый — заставить заниматься невозможно?  • А мне не нравится этот образ Холмса — уж сильно он дерганый и молодой.  •  приехал на работу весь дерганый.  • дерганый трясется постоянно на месте стоять не может - как будто подпрыгивает.(2) Если кадров меньше, то глаз фиксирует смену кадров и видео получается дерганым.  • Дерганый троллейбусный маршрут.  • Вполне логическое завершение дёрганого танца в тесной комнате.  • Дёрганый водила.  • Ничто нас так не бесит, как какой-нибудь дерганый наркоман, ленивый...   • Если антенна очень слабая прием дерганый и неустойчивый. ",#Общие ,NonNone,NonNone
Деребас,Деревенщина.,NonNone,(жаргон),NonNone,#Общие ,NonNone,NonNone
дерево,бейсбольная бита.,NonNone,NonNone,"Качели качелями, но согласись, немного прет, когда с авто лезет с деревом незнакомый народ. ",#Общие ,NonNone,NonNone
Деревянный,"неуклюжий человек, предмет или устройство, не выполняющее своих функций.","-ое, оё.",NonNone,Ну ты деревянный! ,#Общие ,NonNone,NonNone
дередере,Девушка (реже юноша) с двойственным характером.,"сущ.,ж.р. ",(Анимешники),NonNone,#Аниме #Общие ,Окутано тайной.,Цундере (но не совсем).
Держатель формы вопроса,"человек, в обязанности которого входит запоминание точной формулировки вопроса.",NonNone,"(ИИ, термин)",NonNone,#Термины ,NonNone,незабудка.
дерзкая,"вызывающе смелый, выказывающий пренебрежение к возможному сопротивлению, противодействию опасности, бесстрашный
ведущий себя нахально и грубо, резкий
самонадеянный, надменный, непочтительный.","Прилагательное качественное, тип склонения по классификации А. Зализняка",NonNone,"Слышь,ты че такая дерзкая,а? ",#Общие ,NonNone,"смелый, отважный непочтительный, грубый."
дерзкий,1.,NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
"дерзко, дерзкий","круто,подходящий, приятно.",нареч. ,(социум),"как дела?-все дерзко!
О, да она дерзкая! ",#Общие ,NonNone,NonNone
Дерибан,процесс деления или распределения общевосстребованных либо просто ценных вещей в кругу избранных либо среди «своих».,"-а, м.",NonNone,Дерибан прошел незаметно. ,#Общие ,NonNone,дележ.
Дерибанить,делить что-нибудь между собой.,несов. перех.,NonNone,Давай подерибаним эту хавку. ,#Общие ,NonNone,NonNone
Дерибас,"неудача, ошибка, трудное положение, сложная ситуация.","-а, м.",NonNone,"Полный дерибас с твоими ёлками! • Черешня и клубника — терпимые, — докладывал Артамонов, — а вот редиска — полный дерибас! • Но это дерибас получается! •  Давно знаю что это дерибас... деньги еще за нее платить. • Ночью админ сказал, что это дерибас скрипта, сегодня исправят. • Эта музыка — не рок, а дерибас полнейший! • Пипец, вот это дерибас! ",#Общие ,NonNone,NonNone
дермецо,Дерьмо в ласковом слонге.,"сущ.,ср. р. ",(диалоги),что за дермецо с:. ,#Общие ,NonNone,какашка.
Дерьмосос,"машина, выкачивающая всякую хрень из канализации.",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Дерябнулся,"упал, ударился.",сов. неперех.,NonNone,"Поехал на поезде сверху,но неудачно... слетел и дерябнулся.  • Варежку разинул и дерябнулся.  • Потом замер в воздухе и дерябнулся на крышу.  • Яновский с крыши дерябнулся, рёбра сломал.  •  Встал и почесал, а там ямка, вот и дерябнулся.  • В полутемном купе я дерябнулся лбом о выступ.  • А в прошлом годе, снова полез и опять дерябнулся, и снова жив-здоров! ",#Общие ,NonNone,NonNone
Дерябнуть,выпить.,несов. неперех.,NonNone,Давайте дерябнем! ,#Общие ,NonNone,"жахнуть, накатить."
Десматч,"режим сетевой игры «все против всех», каждый играет сам за себя, пытаяся убить как можно больше соперников.","-а, м. ",(геймеры),"Суть мода в целом заключается в обычном десматче, убивая других, игроки зарабатывают экспу, которую затем можно использовать для повышения своего уровня.  • Режим мультиплеера сосредоточен вокруг военных аспектов игры, включая такие моды, как стандартный десматч, командный десматч и их всевозможные вариации.  • 
Пробуйте различные варианты сетевой игры, начиная от классического десматча и заканчивая режимом «Эволюция». ",#Геймеры ,Англ. deathmatch — смертельный матч.,"дезматч, дефматч, деадматч"
Дестиэль,"Слово, обозначающее отношения двух персонажей сериала ""Сверхъестественное"" Дина Винчестера и ангела Кастиэля(Кастиила).","сущ., м. р. ","(фанфики, арты)","Читатель хотел прочитать очередной фанфик, но наткнувшись на Дестиэль сразу же закрыл. ",#СлэнгФанатов ,"производное от фамилии Дина - Винчестер, и имени Кастиэля(Кастиила).",NonNone
Дестрой,"разрушение как процесс и результат разрушения - беспорядок, хаос, разрушенный объект.","-я, м.",NonNone,"(1) Сегодня идём к нему на вписку и наведём у него дестрой. • Кто устроил дестрой в книгохранилище?  •  Простой файловый дестрой на DELPHI.  •  Дестрой, конечно, полный.  • Дайте белый лист, я засру жизнь по новой или дестрой мозга.  • Я что-то не вижу тут ящиков водки и прочих признаков дестроя и разложения.(2) Дестрой дестроем, я понимаю, и чтобы залезть туда, надо было подестроить, но книги-то зачем раскидывать по полу, рушить стеллажи и потом по книгам ногами ходить?  • Интересы: сталкерство, заброшки, эбэндон, индастри, дестрой.  • Он участвовал в тотальном дестрое окружающих больницу домов.  • Отрываюсь с другами, занимаюсь дестроем, люблю жить.  • Вы, занимались дестроем, громко хабарили и попались на глаза «местным», увешанные хабаром, либо, снесли несколько гермодверей, пару замков, решёток и бетонную забутовку, для того, чтобы попасть в это место.(3) Дестрой только подчёркивает абсолютную техногенность объекта.  • Шрифт District в стиле дестрой, трэш.  • Посоветуйте, плиз, каких кричей лучше положить в деку, основанную на дестрое.  • Мы основоположники нового стиля: хомячковый дестрой-кибер-панк.  • Я так и не понял, Тываеды это Рок или все таки Дестрой???  • Дестроем можно заниматься в десятках сайд-проектов, а на номерных альбомах продолжать скрещивать поп-музыку с нестандартными настройками гитар и странноватыми риффами. ",#Общие ,NonNone,NonNone
дестры,"дестр = дестроер (2 профессия орка воина, который в тяжелой броне и с двуручным мечом).","сущ., м.р ",(игры),NonNone,#Геймеры #РПГ ,NonNone,NonNone
Десу,"частица, придающая фразе оттенок вежливости, нередко с иронией.",частица ,(аниме),"Извините я погорячился, десу  • Мужики, кто последний за пивом, десу?  •  Процедура не из приятных десу.  • Но кавайность это да, кавайность это кавайно, десу!  • Если я хочу работать в виндах —  я работаю в виндах, десу.  • Тут из телефона выпадает штекер наушников и на весь тролл разливается музон а-ля ня няко ня десу.  • Я старый виртуал, и не знаю слов любви десу.  • У меня жизнь была тяжелая, а вы тут ходите и десу  распеваете. ",#Аниме ,"В японском языке слово (в письменной речи специальный знак 。) употребляемый в конце фразы, придаёт фразе оттенок вежливости, примерно соответствует -с в русском языке до XX века (ждите-с, непременно-с и т.п.) Другая версия です.",дэсу
Десюльник,"монета достоинством 10 чего-то (рублей, копеек, центов и т.п.), чаще используется коллекционерами монет — нумизматами.","-а, м.",NonNone,"В основном «десюльники», есть копейки, 2 коп. и 5 коп. • Ура, мне вчера попались 2 десятикопеечные монетки с штампом от копейки 2008 из четырех десюльников 2008. • Крепко сжимая в руке свой честно отжатый из материнского кошелька маленький никелевый десюльник. • Хотя для исполнения мечты десюльника не хватило!  • Да я и сам бы за десюльник с ней поковырялся. ",#Общие ,NonNone,NonNone
Десятая жертва,вид ИИ.,NonNone,(ИИ),"
Десюльник
Десятая жертва
Десматч
дестры

Дестрой
Десу
Дестиэль
Десятая жертва

Децал
Детский лепет
Децл 
Дежурная команда

Деткор
Демка
дередере
Дебильник

",#ЧГКшники ,NonNone,NonNone
Десятая жертва,"командная игра, автором которой является Михаил Перлин.",NonNone,"(ИИ, термин)",NonNone,#Термины ,NonNone,NonNone
Детектед,"указание на что-л, обнаружение чего-л, константация чего-л.",частица и местоимение ,"(инет, каменты, тролли, флудеры)",Быдло-амёба детектед.  • Тролль детектед.   • Гламурное кисо и ТП в одном лице детектед!  • Пафосное высказывание детектед.  • Быдло детектед.  • Гопнег детектед.  • Мразь детектед.  • Скримикс в каментах детектед.  • Неадекват детектед. ,#Интернет ,"Англ. detected — обнаруженный, замеченный. Принадлежит Капитану Очевидности (не путать с битардом, прикидывающимся Кэпом!). Его детектор никогда не фейлит, и применяет он его только по делу.",NonNone
Дети кенгуру,"молодежная команда, тренируемая более опытным игроком, как правило, не отличаются ни умом, ни сообразительностью (по признаниям тренеров).",NonNone,(ИИ),NonNone,#ЧГКшники ,NonNone,NonNone
Дети кенгуру,"команда, члены которой молодые люди, а тренер из старшего поколения.",NonNone,(ИИ),NonNone,#ЧГКшники ,NonNone,NonNone
Детка,"обозначает особу женского пола, особо привлекательную для мужчин.","-и, ж.",NonNone,"Эй, детка, иди к нам!  • Чувак, смотри какая детка тусит!  • Детка ростом 170-180 с здоровенными буферами здоровенным задом и с белыми волосами.  • Детка, я тебя хочу!  • Так дай огня, люби меня, детка! ",#Общие ,NonNone,NonNone
Деткор,"Дэткор — направление экстремального метала, представляющее собой слияние дэт-метала с металкором .",NonNone,"(люди , слушающие очень  тяжелую музыку)",Bring Me the Horizon в альбоме Sempiternal  перешли с Deathcore на   Metalcore . ,#Музыка ,От англ. deathcore - смесь death - metal и metalcore.,NonNone
Детородный,"используемый в процессе рождения детей, как правило говорят про мужской половой член как детородный орган.",прил,NonNone,NonNone,#Общие ,NonNone,NonNone
Детский брейн,пренебрежительное название совсем простого вопроса.,NonNone,"(ИИ, сленг)",NonNone,#Сленг ,NonNone,NonNone
Детский брейн,пренебрежительное название совсем простого вопроса.,NonNone,"(ИИ, сленг)",NonNone,#Сленг ,NonNone,NonNone
Детский вопрос,"вопрос, на который ответили все участники состязания.",NonNone,(ИИ),NonNone,#ЧГКшники ,NonNone,NonNone
Детский лепет,"чушь, ерунда, об информации, не заслуживающей внимания.",NonNone,NonNone,"Ваши слова — это детский лепет в силу недостатка воображения.  • То, что вы говорите о тех событиях, извините за резкость, детский лепет.  • Водородная технология — это детский лепет! ",#Общие ,NonNone,NonNone
Деф,"защита, см. дифенс.","-а, м. ",(геймеры),Где был деф? ,#Геймеры ,NonNone,"защита, дифенс, дефенс."
дефай,от англ defence - защита.,гл. ,(игры),NonNone,#Геймеры ,NonNone,NonNone
дефать,"Уходить, отступатть.",деф ,(игры),"Сносят МИД, у них лвл больше, нужно дефать . ",#Геймеры #РПГ ,NonNone,"уход, сбежать."
Дефейс,"взлом сайта с подменой главной страницы на подставную, созданную взломщиками.","-а, м. ","(айтишники, хакеры)","По словам экспертов, этот дефейс был осуществлен с целью отвлечь внимание от более серьезного проникновения в сети организаций и заражения двумя видами троянов.  • Сегодня я расскажу о том, как делаются дефэйсы различных сайтов, через ошибки в популярных скриптах.  • После проведения атаки дефейс автоматически заносится в архив.  • При открытии сайта проекта пользователям выдавалась страница с информацией злоумышленников о совершённом дефейсе.  • Внимание! Только что был произведен дефейс вашего сайта! Этот сайт продефейсил (взломал) хакер HamRadio! ",#Айтишники #Хакеры ,"От англ.  deface — портить; повреждать, искажать.",дефэйс
Дефер,Защитник.,сущ. м. р. ,(геймеры),"«Дефер живет и развивается за счет собственных ресурсов, строит оборонительную армию.». ",#Геймеры ,от деф.,"дифенс, качать деф"
дефить,Защищать что либо.,глагол ,(геймеры),Играем от дефа. ,#Геймеры ,от Англ. defense- защита.,NonNone
дефицит,девсвенница.,"сущ., м.р ",(молодёжный сленг 80-х),NonNone,#Общие ,NonNone,NonNone
Дефко,девушка.,"-ки, ж., иногда нескл. ",(каменты),NonNone,#Падонки ,NonNone,NonNone
дефлорация,Процесс лишения девственности.,дефлорация ,(интим),NonNone,#Общие ,NonNone,сорвать целку.
Дефматч,"режим игры, при котором игровой задачей является простое убийство противников — других игроков или монстров.","сущ., м. р. ","(геймеры, шутеры)",NonNone,#Геймеры #Шутеры ,"от англ. DeathMatch —«смертельный матч» или «матч по смерти» (в смысле, «по смерти», как по виду спорта). Термин придуман Джоном Ромеро для игры «Doom».","дезматч, дедматч, деадматч, детматч, deathmatch"
Дефолт,"значение по умолчанию,  значение или вариант, используемый в настройках программы, если пользователь не выберет другое.","-а, м. ",(айтишники),"По дефолту 40 стоит, увеличивайте. • И еще, у меня по дефолту стояли галочки RTS и DTS, я их снял. ",#Айтишники ,"Англ default,  означающее ровно то же самое.",NonNone
Дефолт,"Обычно, как всегда, по стандарту.",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Дефолтный,"значение, присваиваемое параметрам программы автоматически («по умолчанию») в том случае, когда пользователь не задал им одно из допустимых значений.","-ые, -ое, -ая ",(айтишники),Меняй дизайн на дефолтный.  • Дефолтные и часто встречающиеся логин и пассворд.  • Аська пока установлена на дефолтные установки.  • Изменить дефолтную директорию. ,#Айтишники ,"Англ. default, означающее ровно то же самое.",NonNone
Деформинг,"характерный для аниме и манги (в основном - комедийной направленности) стиль рисования, при котором черты лица и пропорции тела персонажа искажаются самым неимоверным образом.","-а, м. ",(аниме),NonNone,#Аниме ,От англ. deforming — деформирование.,"deforming, super-deformed, SD."
Дефузить,разминирование бомбы в игре.,сущ ,(Геймеры),Вова идёт на B дефузить бомбу. ,#Геймеры #РПГ ,NonNone,NonNone
дефф,ЗАЩИТНЫЕ ВОЙСКА.,"сущ., м.р ",(ИГРЫ),КИНЬТЕ ДЕФA НА МОЙ БАСТИОН. ,#Геймеры ,NonNone,NonNone
Дефьюзить,обезвреживать.,NonNone,(игры шутеры),ребят дефьюзим бомбу. ,#Геймеры #РПГ ,NonNone,NonNone
дефьюзнуть плэнт,разминировать бомбу.,словосочетание ,"(игры, геймеры)",NonNone,#Геймеры #РПГ ,NonNone,NonNone
Деха,"То же самое что и децал, децл, децил.",в знач. наречие.,NonNone,Нужно поспать деху. ,#Селеблити-Звезды ,NonNone,"немного, мало, чуть-чуть."
Дехиаризм,"Псевдорелигия, созданная В середине 2013 года почитателями Дехиара.","сущ., м.р. ",(агностики),"Наша вера - дехиаризм., Его вкусы были весьма специфичны, о чем говорит и его религия - дехиаризм. ",#Общие ,От имени Дехиара - основого героя дехиаристического эпоса.,NonNone
Дехиарист,"Человек, сделавший много для религии дехиаризм, дехиаристический святой.","сущ., м.р. ",(атеисты),"Вперёд, бравые дехиаристы! • Я дехиарист, а не атеист. ",#Общие ,Дехиаристический сленг.,"Во втором значении - бро, прихожанин."
