name,definition,type,group,examples,hashtags,story,synonims
дианон,Раскрытие анонимности юзера; после дианона происходит травля объекта ИРЛ.,сущ ,(интернет),NonNone,#Интернет ,"пошло с двачей, перекатилось на другие борды.",NonNone
Дибилан,поп-певец Дима Билан.,NonNone,(музыка),Во ДиБиан даёт! ,#Музыка ,Произошло из-за его анти-фанатов.,"Иблан, Баклан, Болван и т.п."
Дибилиссимо,"глупый, тупой человек.",нескл. ,(обзывательство),Ну ты и дибилиссимо!  • Я слабохарактерный дибилиссимо.  • Вы два дибилиссимо.  • Вопрос текущего системного момента России - вывернуть из многовекового пике в дибилиссимо и круглиссимо.  • Ну у меня прям слов нет - какой он дибилиссимо!  • Просто какое-то полниссимо дибилиссимо. ,#Общие ,Производное от дебил.,идиот.
дибилоед,дурак непонимающий человек.,сущ м р ,(крутые чуваки),ну ты вапще дибилоед о боже какой дурак. ,#Общие ,NonNone,дибил долбоящер.
Дибилоид,"в большинстве случаев не означает ничего, кроме того, что говорящий хочет обидеть слушающего.","-а, м., обзывательство",NonNone,"Соблюдаю все правила, и тут дибилойд на авто врезается в меня с второстепенной дороги в задние колесо.  • Этот тупой дебилоид, озабоченный дегенерат, тупорылый кретин с маленьким мозгом.  • Можно кричать «Ура!» и прыгать, как дибилоид, на одной ноге, выдувая носом пузыри. ",#Общие ,От медицинского термина дебил — больной с функциональной недоразвитостью или тяжелым травматическим повреждением мозга.,"дибилойд, дебилоид, дебил, дэбил"
Дибильный,"о человеке — не означает ничего особенного, кроме, собственно, обзывательтва.","-ая, -ое, -ые, обзывательство",NonNone,"(1) Он такой дибильный! •  А ты - дибильный идиот. • Если с детства ты дибильный,/ Поступай на Холодильный!(2) Дибильный софт от логитех. • Открути дибильный шестигранный винт, что держит крепление газоотводной трубки.  • Питальник от старого компа, дибильный. ",#Общие ,От медицинского термина дебильный — обладающий функциональной недоразвитостью или травматическим повреждением мозга.,долбанутый.
Дивайс,см. девайс.,"-а, м. ","(интернет, каменты)",Прикупил себе на выходных новый дивайс под названием iRiver iFP-899. Кованная клетка для верного пса и другие бондажные дивайсы. ,#Падонки ,NonNone,NonNone
Диван,Один из трёх божеств  Дехиаризма.,"сущ., м. р. ",(Дехиаристы),"Как говорил Диван: ""Если слепой поведет слепого, то в яму свалятся оба"". ",#Общие ,NonNone,NonNone
Диваха,девушка (привлекательная).,"-е, ж.",NonNone,"О, какие дивахи то! ",#Общие ,NonNone,NonNone
дивергент,"""Поехавший"".",сущ. ,(сленг),NonNone,#Социальныесети ,NonNone,"""раскольников""."
Диверсификация,1.,"сущ., ж. р.",NonNone,NonNone,#Общие #маркетинг ,NonNone,NonNone
Дивидюк,"привод DVD-дисков, DVD плеер, проигрыватель DVD дисков.","-а, м. ",(айтишники),"Как с магнитофонной ленты мы перешли на сидюки, дивидюки, а затем и на блюрейки.  • Папа купил дивидюк и бегает, и радуется!  • Сетевой HDD медиа-плеер —  главный повод выкинуть дивидюк.  • Кажется отключил дивидюк в Биосе.  • Не смотреть с флешки фильмы через дивидюк. ",#Айтишники ,NonNone,дидюк.
Дивные,"участники ролевого движения, отношение к которым далеко не однозначное даже среди ролевиков, их считают заигравшимися, неадекватными реалиям окружающего мира.",NonNone,(ролевики),NonNone,#Ролевики ,NonNone,NonNone
Дивный,Эльф — персонаж мира книг Толкиена.,м. ,(ролевики),NonNone,#Ролевики ,NonNone,NonNone
Дивный дизайн,"технология создания блочного дизайна сайтов на CSS (Cascading Style Sheets — каскадные таблицы стилей), в отличие от другой технологии  — табличного дизайна.",NonNone,(прогеры),"Дивный дизайн отличается от табличного тем, что в данном случае используются слои (блоки), которые располагаются на странице в определённом порядке.  • Дивный дизайн считается более современным структурированием страниц.  • Если честно, то для меня дивный дизайн очень труден для понимания.  •  Табличный либо блочный (дивный) дизайн, в котором величина всякой ячейки или задана в пикселях...  • Требуется построить «дивный» дизайн состоящий из трёх рабочих областей. ",#Прогеры ,"Название получила от базового в этой технологии тэга (типо команды) DIV, от англ. divergere  — различить, отличить, разделить (один блок от другого).","Уточнение: от англ. division — раздел (а то, что вы написали, не английский, а латынь, хотя слово действительно восходит к латыни)
© w3schools"
диган сизый,Сто рублей.,сущ ,(разговорное),Есть диган сизый до получки? ,#Общие ,Омск.,"сизый, сотен, стольник и т.д."
Диггер,путешественник по туннелям и другим подземным сооружениям и полостям цивилизационного происхождения.,"-а, м. ",(неформалы),Диггеры опять крысу-мутанта из метро в класс принесли. ,#Общие ,NonNone,троглодит.
Дигенират,тупица.,"-а, м.",NonNone,Ну ты и дигенерат... ,#Общие ,NonNone,дурак.
ДИГЕР,ДИГЕР ЕТО ЧЕЛОВЕК КОТОРЫЙ ПЕРЕБЕРАЮТСА ПОД ЗЕМЛЕЙ.,NonNone,(РУФЕРЫ ИСКАТЕЛИ ПРИКЛЮЧЕНИЙ),ХЕЙ ДРУГ ПОШЛИ СТАНЕМ ДИГЕРАМИ. ,#Общие ,NonNone,NonNone
Дигл,Дигл Значит набить Desert Egle - 10 000 убийств.,"сущ., м.р ","(игры, геймеры)",NonNone,#Геймеры #РПГ ,NonNone,NonNone
Дигр,нелепо смешной человек.,"-а, м. ",(дигры),"Вася, ты порвал самую толстую струну на гитаре. Ну ты Дигр... ",#Общие ,NonNone,NonNone
дигра,D.,"сущ., ж.р. ",(анимешники),"Правда ли,что слезами фанатов дигры можно воскресить мертвого? ",#Аниме ,Сокращение и транслитерация названия.,NonNone
дигроид,Дигроид - это робот у которого два гроида.,"сущ., м.р",NonNone,NonNone,#Общие ,NonNone,NonNone
дигрот,"деградирующий человек, не слишком умный.","сущ., м.р ","(интернет, социальные сети)",NonNone,#Общие ,NonNone,NonNone
Диджей,"исполнитель на дисках,  ведущий дискотеки.","-ея, м. ",(муз.),Диджей-гастролер способен один отыграть за пультом всю ночь. • Диджей должен чувствовать настроение публики и заряжать ее положительными эмоциями. ,#Музыка ,"Англ. назв. букв алфавита  DJ — ди джей, аббрев. disc jockey —  диск-жокей.","ди-джей, ди джей,  DJ, ДиДжей, диджэй, диджэ"
дидиеб,"дибил
дебил
не нормальный.",хз ,(Соц.сети),NonNone,#Общие ,NonNone,NonNone
Дидюк,дивиди-плеер — устройство для проигрывания DVD дисков.,"-а, м. ",(айтишники),"Дидюк у меня маленький и легкий. Только заинтересовался прошивками дидюков, как жизнь пошла колесом, просто времени не хватает. У меня на некоторых дидюках стоит  лейбл пропорций экрана 21:9. В древние времена был у меня винт аж на 42 метра, размером с дидюк. ",#Айтишники ,NonNone,"дивидишник, дивидюшник, дивидюк."
Диез,"Знак, повышающий звук.","Сущ.,м.р. ",(Музыканты),"""Иди нахер со своим дубль диезом!!!"". ",#Общие ,NonNone,NonNone
Диз,дизайн.,"-а, м. ",(айтишники),Принимаю заказы на диз для вашего днева. • Мну  поменял дизик. Как вам? ,#Айтишники ,NonNone,дизик
Диза,дезинформация.,"-ы, ж.",NonNone,"На форуме прошла новая диза, что сегодня выгнали Мая.  • Хочу послушать эту дизу.  • Вся эта новость с игрой полная диза.  •  Их полстраны и они разносят эту дизу.  • И просто люди которые обожают нести в люд эту дизу.  • Грязная деза в грязной информационной войне. ",#Общие ,NonNone,деза
дизайнер,художник-пендос.,"сущ.,м.р ",(дизайн),Дизайнер пидор. ,#Локальные ,"От англ. design-конструкция,план,построение.",NonNone
Дизастер,стихийное бедствие.,"-а, м.",NonNone,"Русские туристы за границей — это, в большинстве своем смерч, ураган, дизастер.  • Полный дизастер со связью 3G.  • Если в личной жизни дизастер - выкинь что-нибудь в мусоропровод.  • Тайфун помнился как дизастер с сильным сильным ветром.  • Это полный дизастер какой-то! ",#Общие ,"Англ. disaster,означающее примерно то же самое.",NonNone
дизбаланс,это когда одна команда выигрывает количеством или скилом другую.,"сущ., м.р ","(игры, геймеры)",NonNone,#Геймеры #РПГ ,NonNone,NonNone
Дизелит,"карбюраторный двигатель издаёт звук, похожий на звук дизельного двигателя.",несов. неперех. ,(автолюбители),"Слегка дизелит на низких оборотах.  • Дизелит, движка троит и работает как дизель.  • Дизелит 5А-FE при прогреве и на холостых почуть.  •  А он «дизелит» всегда когда глушишь, или только после поездки?  • У меня если на белый сектор залезет, то тоже дизелит. ",#Автолюбители ,NonNone,NonNone
Дизель,"вопрос, текст ответа на который к-л образом включен в текст вопроса.","-я, м. ",(ИИ),NonNone,#ЧГКшники ,От классического примера: «Кто изобрел дизель?».,NonNone
Дизельный Гавнюрь,"Автомобиль с дизельным двигателем, припаркованный в непосредственной близости от окон учебных комнат и нещадно чадящий...",Словосочетание ,(Студенты),Опять этот дизельный гавнюрь дымит.... ,#Общие #Студенты ,NonNone,Старый автомобиль.
дизер,"Это дизайнер, слово используется часто в разговорной лексике между творческими людьми.",NonNone,(дизайнеры),Наш Дизер успел до дедлайна нарисовать всех персонажей. ,#Айтишники ,dizer.,NonNone
Дизик,"дизайн, чаще всего в смысле интернет-сайта.","-а, м. ",(интернет),"Новый дизик очень милый - кстати, а как у тебя получилось расположить фотографии?  • Дизик поменяла.  •  Сделайте мне дизик... пожалусто.  • Скоро мы сменим дизик сайта.  •  Успехов вам в построении и дизике ваши сайтов!  •  Последнее время идут регулярные но эпизодические работы над дизиком сайта.  • Сменила дизик, добавила раздел «картинки с юмором». ",#Интернет ,NonNone,NonNone
дизлайк,Не нравится.,"сущ., м.р. ",(интеренет),NonNone,#Айтишники #Интернет ,NonNone,"плохо, не нравится."
Дизморалить,"Своими действиями, словами, подавлять мотивацию человека.",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Дизморалить,"Грустить, быть в депрессии.",гл ,(все),"-Почему он такой грустный?
-Да дизморалит пацан. ",#Общие ,NonNone,"Забиться в себя, закрыться в себе, печалиться."
ДИЗО,дисциплинарный изолятор.,"сущ., м.р ",(тюрьма),NonNone,#Тюремныйслэнг ,NonNone,NonNone
Дикий,о какой либо вещи или явлении необычного вида.,"-ое, -ая, -оё",NonNone,Скоро у мя дикая мобила будет. • Дикая музыка - это антитеза музыки «домашней». • Мой дикий прикид показался ей вульгарным. • Абсолютно необязательно иметь такой дикий комп! •  Классный такой мягкий пиджачок из шелка же и просто дикие шузы от Лагерфельда. ,#Общие ,NonNone,NonNone
Дикошарый,"диковатый, агрессивный.","-ая, -ое, -ые",NonNone,"Леди, где мой дикошарый муж?  • Представляется дикошарый рассеянный дядька в мятых брюках.  • 
Если б не дикошарый причесон, то симпатичным можно было б назвать. Муж увидел мой дикошарый взгляд и всё понял.  •  А под вечер как дикошарый к компу бегом-бегом.  • Кот наполовину сиамский, дикошарый, на гостей кидается.  • Там вообще народ какой то дикошарый, не только барабашки.  • Правда ребенок из-за этого дикошарый был - орал все время, спал всео по 20 минут.  • Перед ними выступал дикошарый дядька с микрофоном. ",#Общие ,NonNone,NonNone
Диксы,"российская рок-группа «Otto Dix», популярная в субкультуре готов.",NonNone,"(музыка, готы)","Наконец-то диксы выступают в Москве!  •  Только не говорите мне что к нам приехали диксы, а то я в обморок грохнусь!  • Диксы  — лучшие! Слушая их песни я забываю всё!  • Диксы — это скучнейшие тексты, не несущие никакой литературной основы.  • не стоит тебе забывать что Диксы это отечественная группа.  • У кого еще какие мнения по поводу влияния музыки Диксов на «готхов»? ",#Музыка ,NonNone,NonNone
Дилагея,Дилагея-Пелагея и Дима Билан.,сущ. ж.р. ,"(Дима Билан,Пелагея)","Дилагейца настолько офанатели от этой пары, что фанфики взорвали их головы.
Дилагейцы болеют от этой пары. ",#Аниме #Общие ,NonNone,NonNone
Диланатор,Фанаты Dylan Dauzat.,сущ.м.р ,(Фанаты),Мы диланаторы. ,#СлэнгФанатов ,От имени Dylan.,NonNone
дилд,"секс игрушка для взрослых, продается в специальных магазинах.","сущ., м.р",NonNone,NonNone,#Общие ,NonNone,NonNone
дилдаев,Не человек.,"сущ.,с.р. ",(4chan),Такой же как. ,#Общие ,Дилдо и дать.,Еблан.
Дилетант,"тот, кто занимается каким то делом без специальной профессиональной подготовки, достаточных знаний.","сущ., м.р",NonNone,NonNone,#Общие ,NonNone,NonNone
дилзы,"Дела,сделка.",сущ. мн. ч ,(слэнг),NonNone,#Общие #Интернет ,"От англ. deal-дело,сделка.",NonNone
Дилмас,"Пейринг между актерами Дилана О,Брайеном и Томасом Сэнстером.","сущ., м.р. ",(пейринг),"
Дилагея
дилдаев
дилд
Дилмас

Дилетант
дилзы
Диланатор
дифричос

Динамик
Дизик
дирикшионеры
Дипер

Динамик
Диспетчер
Диван
Дизморалить

",#СлэнгФанатов ,"Книга/фильм ""Бегущий в лабиринте"".",Ньюмас.
диманессы,Ответочка Дмитрию Ларину на#коляхейтер  от Николая Соболева.,"сущ., м. р. ",(блоггеры),Дима не ссы хейтер тебя проучит. ,#Социальныесети #Селеблити-Звезды ,Дима не ссы- сленг. Дима не бойся.,NonNone
димп,допризывная и медицинская подготовка.,сокр. ,(школа),NonNone,#Общие ,NonNone,предмет в школе.
Динамик,игрок или фан команды «Динамо».,"-а, м. ",(футбольные фанаты),"С другом (он «динамик»), и вместе — как это ни приколько — за коняшек болеть. • Он динамик до мозга и костей!  •  Если у него на юпике ромб с буквой «Д» это не значит еще что он динамик.  • Я не динамик, я почитатель таланта Яшина. • В основном мясо. Редкий динамик (зато какой!), пару эксклюзивных коней. ",#Общие ,NonNone,NonNone
Динамик,"динамический айпи, цифровой адрес компьютера подключенного к интернету.","-а, м. ","(айтишники, интернет)","Первый раз вижу, чтоб кто-то со своего ипа, будь он динамик или статик занимался хаксорством.  • Узнал сегодня что у меня сменился айпи, теперь он динамик.  • Знающие подскажите: динамик айпи лучше статика? ",#Айтишники #Интернет ,NonNone,NonNone
Динамить,"задерживать, оттягивать.",несов. перех. и неперех.,NonNone,"Если динамить работу — тебя будут динамить продажи.  • Те, что в ресторане, - клиенты, а те, которые ждут доставки, — их можно динамить. • «Премикс» помогает динамить бюджет на 16,5 млн. • Сколько можно динамить уже?!  • Почти в каждой девушке, если дать ей волю, проявляется стремление динамить.  • Люблю динамить парней, продолжаю динамить, пока меня не продинамят. • Но как только я нахожу достойного мужчину - он начинает динамить меня. ",#Общие ,NonNone,NonNone
Динамо,"развести на деньги, явно или не явно намекнув на к-л вознаграждение сексуального характера, но не предоставив его.",сущ. описывает процесс,NonNone,Эта девочка типичная динамщица. ,#Общие ,"динамить -- раскручивать, раскручивать на деньги.",использовать.
Динамщица,"Существо женского рода, которое пообещало что-либо, но этого не выполнила.","сущ., ж.р ",(Парни),NonNone,#Общие ,NonNone,"Врунья, Лгунья."
Динара,Крутая чика на районе.,Жиз. ,(Мемосики в вк),NonNone,#Гопники ,NonNone,NonNone
дио,"Дио Брандо - белобрысый качок, один из главных героев анимы ""Невероятные приключения ДжоДжо"", враг ЖоЖо.","Дио, имя собственное ","(Анимешники, дауны, геи)","""Но это был я! Дио!""
Фраза из первой серии анимы, очень популярна. ",#Аниме #СлэнгФанатов ,Япошки.,its a trap!
диот,"сокращение слова ""идиот"".",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Дипер,"депрессия, хандра, унылое настроение.","-а, м.",NonNone,"У меня дипер был в то время - только и думала о суициде.  •  Ей просто надо было похудеть, а то у нее дипер начался.  • Даже без таких визуализаций, мне бы хватило, чтобы вогнать себя в дипер.  • Дипер — это самое страшное,что случалось со мной.  • Да вообще скучный праздник у меня дипер! ",#Общие ,NonNone,"депресняк, депресуха."
Дипломант,"один из победителей конкурса, занявший не первые места, получивший приз в виде диплома - такой документ о достоинствах.","-а, м.",NonNone,Дипломант международного конкурса пианистов. •  Награждение Лауреатов и Дипломантов Конкурса «Сделано в Петербурге» в текущем году проводилось... •   Является дипломантом международных выставок.  • Дипломант джазовой студии. ,#Общие ,NonNone,NonNone
Дипломник,"учащийся высшего или среднего специального учебного заведения, работающий или закончивший работу над дипломным исследованием, проектом и т.п.","-а, м ",(студенты),NonNone,#Студенты ,NonNone,NonNone
Дипуха,Один из жанров электронной музыки.,"сущ., ж. р. ",(музыка),В клубе играет очень классная дипуха. ,#Музыка #Общие ,От англ. deep - глубокий.,Дип-хаус.
Директрисса,директор школы.,"-ы, ж. ",(школьники),У нас физику будет вести директрисса... ,#Студенты ,От англ. direct — «направлять».,NonNone
Дирекшионер,"Фанат англо-ирландского бой-бэнда One Direction, в состав которого входят пятеро парней: Лиам Пейн,Зейн Малик,Найл Хоран, Луи Томлинсон и Гарри Стайлс.","сущ., м.р. ",(фанаты),"Дирекшионеры-самый сильный фан дом · Дирекшионеры-одна большая дружная семья · Нельзя оскорблять Дирекшионеров, а то ни вас найдут, и больше вас никто не найдет. ",#Музыка ,NonNone,NonNone
Дирекшионер,"Фанат группы One Direction/1D.
Так же можно его называть ""Дирик"", но многим не нравиться.",NonNone,NonNone,"Мы Дирекшионеры!
Дирекшионер однажды!
Дирекшионер навсегда! ",#Музыка #СлэнгФанатов ,Фанаты One Direction называются - Дирекшионеры.,NonNone
дирекшионеры,Участник семьи One Direction.,дирекшионер ,(Фанаты),NonNone,#Интернет ,NonNone,NonNone
Диреокшинер,Любители/фанаты группы One Direction.,"м.р., хотя так говорят и о ж.р ",(разная),NonNone,#СлэнгФанатов #Музыка ,Появилось после появления группы.,дирик
дирики,"Сумашедшие фанаты 1D, которые бомбят Тви.","сущ., м.р",NonNone,NonNone,#Музыка #СлэнгФанатов ,NonNone,дирекшионер.
дирикшионер,Так называют поклонника группы 1Direction.,"сущ., м.р. ",(музыкальные группы),NonNone,#Музыка #СлэнгФанатов ,NonNone,NonNone
дирикшионеры,Это огромный фэндом по всему миру в котором состоят фанаты британско-ирландской группы One Direction.,"Сущ, м.ч. ",(Фэндом),"Дирекшионеры взламывая камеры и разрывают вево. Это просто сумашетшие люди, в природе не таво что не могли бы дирекшионеры. ",#Музыка #СлэнгФанатов ,От англ. слова direction что означает напровление.,NonNone
дирикшионеры,Поклонники музыкального бэнда One Direction.,NonNone,(Любители группы One direction),"""Дирикшионеры ждут концерта One direction"". ",#Музыка #СлэнгФанатов ,От названия вышеупомянутой музыкальной группы.,Дирики.
дириркшионеры,"Фанат, несравненной и самой лучшей группы One Direction.",NonNone,NonNone,NonNone,#Музыка #СлэнгФанатов ,NonNone,NonNone
Дирь,"Человек неприятный окружающим, злой, наглый.",Сущ. М.р.,NonNone,"Поссмотри-ка на него, вот дирь какой, докопался до нас. ",#Общие ,NonNone,"Противный, вредный, любит поиздеваться."
Дисc,"это когда один рэпер рифмует про другого, что-то типа наезда что-ли, высказывает ему свое недовольство, высмеивает его.","-а, м. ",(рэперы),"А как ты относишься к дисам в хип-хопе. В частности к русским дисам друг на друга —  выяснениям отношений в рэпе.  • Я ни одного его личного диса не слышал. Дисы эти самые зарождаюца посеместно — в рэпе, не только, да и в жизни вабще. Так что от этого человеческого качестве не уйти - ну в рэпе это дис называеца.  • Диз на Бандероса!!! ",#Рэперы ,"От америк. жарг. dis — грубить, оскорблять, англ. disrespect — неуважение.","дис, диз"
диса,"Человек, который напиздел.",существительное м.р. ,(Забайкальская краевая гимназия интернат),Диса начал дисить. ,#Общие ,От шкальника из 9 б.,"пиздабол, врун."
дисбаланс,Используется когда игрокам не нравится что в команде противника более сильные игроки и/или у противника преимущество в игре/на карте в игре.,"сущ., м. р. ","(Игра, Геймеры)","Дисбалансная карта, мы проиграем, у противника золота больше. ",#Общие #Геймеры ,"От англ. disbalance - нарушение равновесия, баланса.",NonNone
Дисбат,дисциплинарный батальон.,"сущ., м.р ",(тюрьма),NonNone,#Тюремныйслэнг ,NonNone,NonNone
дисерф,человек ведущий себя очень странно и смешно.,"прил,м.р. ",(молодежь),ты че дисерф чели?? ,#Общие #Интернет ,NonNone,"гуф,наркоман,кек."
Диси,популярный брэнд спортивной обуви  —  фирма «DC».,нескл.,NonNone,"Ты тока и знаешь что стил да сваи кеды ну и ешо феллен диси. •  Недавно купил диси тоже чёрные, самое то на зиму.  •  Достойная реклама башмаков ДиСи.  • Байкер, в ДиСи последней модели, в балахоне зиро, в штанишках этнис. ",#Общие ,NonNone,NonNone
Дисить,"исполнять  дисс —  рэп с содержанием наезда на другого рэпера, высмеивания, пародирования и тп.",несов. перех. и неперех. ,(рэперы),"Хорош дисить друг на друга без реальной причины. • Ну вот, с кем мне тебе дисить? • Ты можешь меня дисить, но ответа всё равно не получишь. • Обязательное условие: раскрытие темы и дисить, дисить. • Судью дисить? • Сколько раз меня пытались дисить левые лаймеры. • У меня выступление 30 или 40 минут и я все время буду дисить Стима. ",#Рэперы ,"От америк. жарг. dis — грубить, оскорблять.",диссить
Дискарь,дискотека.,"-я, м",NonNone,Тусануться на дискаре. ,#Общие ,NonNone,диска.
Дискаунт,особый формат торговли.,"сущ., м.р ",(продажа),NonNone,#Общие #маркетинг ,англ. Discount − магазин низких цен.,NonNone
Дискач,дискотека.,"-а, м.",NonNone,"Ты глянь, дискач стартят.  • На дискач пошли.  • На дискач собрались?  • А пойдемте на дискач!  • Ты меня обворожила на дискач попсовый пригласила.  • О друзьях забывал на дискачах зажигал. ",#Общие ,NonNone,дискарь
Дискашн,"дискуссия, спор, полемика.","-а, м.",NonNone,"Дискашн вы, конечно, развели знатный, но позвольте вернуться к теме.  • Дискашн на анархическую тему.  • С одним пачьетным товарищем из форума завязалась дискашн.  • Что можно делать в Интернете? Четыре вещи, самые главные: почта, дискашн группы, работа на расстоянии, передача файлов.  • Наиболее эффективными являются занятия с носителем языка в виде спикинг клубов либо дискашн клубов. ",#Общие ,NonNone,NonNone
Дисквал,дисквалификация.,"-а, м. ",(ИИ),NonNone,#ЧГКшники ,NonNone,NonNone
дисклеймер,письменный отказ от ответственности за возможные последствия в результате действий человека/организации заявившего данный отказ.,"сущ., м.р. ","(пресса, книгоиздательство, кинематограф, реклама)","Дисклеймер: Внимание в фильме присутствует ненормативная лексика!

Дисклеймер: Все герои являются вымышленными, любое совпадение случайно. ",#Общие #Интернет ,От англ. disclaim -  отказываться (от права); не претендовать.,NonNone
Дискмен,переносной портативный аудиоплеер — проигрыватель CD/DVD дисков.,"-а, м.",NonNone,"Молодежь все равно слушает MP3, тащась от жмаканого формата, не снимая дискмен с пояса и лопухи  с ушей, рискуя при этом оглохнуть. ",#Общие ,NonNone,дискман
Дисковёрт,устройство на компьютере для чтения дисков.,"-а, м. ",(айтишники),"Грузимся с вин98 загрузочной дискетки с поддержкой CD дисковёрта.  • Бутявку в дисковерт не вткнуть - Админа надо ждать.  • После чего приходит одмин, молча и хмуро, нажимает кнопку на дисковёрте.  • При попытке воспроизведения на компьютере - дисковёрт выдаёт ошибку. ",#Айтишники ,NonNone,NonNone
дисконектит,рвется связь с сервером.,гл. ,"(игры, геймеры)",NonNone,#Общие #Интернет #Геймеры ,NonNone,NonNone
Дисконнект,"временное отключение, перерыв связи интернета или мобилы.","-а, м. ","(айтишники, интернет)","(1) С февраля начались проблемы с дисконнектами, каждые 5-10 минут обрывается связь на 30-40 секунд.  • Дисконекты, и падения интернета из за возможно повреждёного кабеля.  • Сегодня дисконекты продолжаются, качество связи отвратительное.(2) У Пети реальный дисконект.  • Между руководством Беларуси и России получился полный дисконект. • Дисконект случился между вкладчикам и банками.  • Перманентный с жизнью Дисконект. / Что даст этот путь?  • Тёща - помеха на линии с последующим дисконектом —  разводом.  • Поговорили с психологом и про дисконнект, и про то, что мне было непонятно, почему мы вдруг отшвыриваем инструменты, которые были созданы совместно (метафоры и концепты). ",#Айтишники #Интернет #Общие ,"Англ. disconnect - разъединять, разделять, разобщать.",дисконект
дискорд,Сервис для онлайн общения рассчитанный на геймеров.,"сущ, м. р. ",(геймеры),Пошли в дискорд закатимся. ,#Геймеры ,discordapp.,NonNone
Дискординизм,"поклонение Эрис aka Дискордии [диссонанс, раздор, противоречие]; широко распространено среди хакеров.",NonNone,(хакеры),NonNone,#Хакеры ,NonNone,NonNone
дислайк,"Что-либо, что оценивается отрицательно, говорится, когда кому-то какой-то пост или комментарий не нравится.","сущ., м. р. ","(социальные сети, Интернет)",Дислайк тебе за твои высказывания. ,#Общие #Интернет ,"от англ. dislike -- ""не нравится"", антоним к ""like"".",NonNone
дисомчатинг,очередная попытка сайта знакомств устроить себе вирусную рекламу придумав какое то слово и отсылая всех искать его в гугле.,"сущ., м.р",NonNone,Кто из парней умеет делать дисомчатинг. ,#Общие ,NonNone,NonNone
Диспенсер,Распространенный вид POS-материалов.,"сущ., м.р ",(продажа),NonNone,#Общие #маркетинг ,NonNone,NonNone
Диспетчер,cпециализация игровая.,"-а, м. ","(ИИ, термин)",NonNone,#Термины ,NonNone,NonNone
Дисс,"рэп, обращающийся с унизительными словами в адрес другого рэпера.","-а, м. ",(рэперы),"Диссом очень часто пользуются некоторые рэперы.  • Часто диссы идут парами, то есть — «дисс — ответный дисс», или цепочками диссов.  • На практике конфликты выражаются в специально записанных песнях (традиционно называемых диссами) и интервью, реже — в драках и перестрелках.  • Дисс на DZA текст песни.  • Диджей врубает пластинку Скорпион начинает читать диссы • Диссы короткие, но правдивы, на рэперов, Которые не умеют читать. ",#Рэперы ,От англ. disrespect — неуважение.,NonNone
Диссер,диссертация.,"-а, м. ",(студенты),"Как заставить себя писать диссер.  • Диссер пересёк важную отметку – 40 тыс. слов.  • Всё-таки, я не соглашусь с тем, что диссер – это долгий диплом.  • Искуствовед пишет диссер по истории русского театра.  • Это не готовый дисер, который я хочу выдать за свой, это дисер уже защищенный с фамилией автора и всеми остальными реквизитами. ",#Студенты ,NonNone,дисер
диссить,Высказывать человеку своё мнение о нём.,высказывание недовольства ,(рэперы),Хорош диссить друг на друга без реальной причины. ,#Рэперы #Музыка ,NonNone,высмеивать.
Дисторт реалити,"новое направление акционизма , ориентированное на «искажение действительности».",NonNone,(флэшмоб),NonNone,#Флэшмоб ,Англ. distort realit — искажения реальности.,NonNone
Дистрибутив,"установочный комплект программного обеспечения, предназначенный для распространения.","-а, м. ",(айтишники),"Дистрибутив нужен для установки на компьютер работоспособной версии операционной системы.  • Специализированный Linux-дистрибутив.  • В состав этого дистрибутива входят лёгкий и быстрый текстовый редактор Abiword и программа редактирования электронных таблиц.  • Лучшим дистрибутивом Linux является тот дистрибутив, который любит ваш знакомый гуру. ",#Айтишники ,Англ.  • distribute — распространять.,NonNone
Дистрибьютор,"Независимая посредническая фирма, осуществляющая оптовую закупку определенных товаров у крупных промышленных фирм-производителей и сбыт товаров на региональных рынках различным торговцам и предприятиям.","сущ., м.р ",(продажа),NonNone,#Общие #маркетинг ,NonNone,NonNone
