name,definition,type,group,examples,hashtags,origin,synonyms
На легком,На лёгком = легко без каких либо препятствий.,NonNone,(Панки),"Снять фильм в походе? - На лёгком!
Как в лицее? - На лёгком! ",#Общие ,Смайл - лицей 1553.,NonNone
На мази,"хорошо, в порядке, употребляется при описании благоприятного положения дел.",в знач нареч.,NonNone,"Успокойтесь, граждане - всё на мази.  • Все будет на мази!  • У Саркози все на мази.  • Пока всё в первый раз,  пока у нас есть джаз, / Пока всё на мази. Вези, вези, вези. / Серебряный баркас. •  Тут-то я и поняла, что все у них на мази.  • Дело на мази.   • Все будет намази!  • Если у Вас всё намази - мне достаточно будет гарантии.  • Tсли у твоего товарища все намази так обращайся к нему. ",#Общие ,NonNone,намази
На пастой,"постоянно, обычно, регулярно.",в знач нареч.,NonNone,"Я на пастой хочу на стриптиз. • Теперь буду на пастой писать.  • Блок и слем и шаг двойной, будем делать на пастой!  • Телефон на пастой глючит.  •  Этот ру, банит всех на пастой, вроде как получил модерку надо ведь кого нить за что нить побанить.  • Госпаде, я не верю в тебя, ну если ты есть скажи почему я на пастой такая потеряная а? ",#Общие ,NonNone,"напостой, напастой"
на поджоге,Сидеть на измене.,словосочетание ,(гопники),NonNone,#Общие #Гопники ,NonNone,NonNone
На подсосе,нехватка денег или чего либо.,NonNone,NonNone,NonNone,#Общие ,"произошло от водителей мотоцикла в моменты нехватки бензина, т.е. когда в бензобаке не было бензина, а он был только в карбюраторе.",NonNone
На постой,постоянно что либо делать.,в знач. наречия,NonNone,Он на постой сидит в баре. ,#Общие ,NonNone,"постоянно, часто , всегда."
На приколе,"бездействует, не работает, не используется.",NonNone,NonNone,"Лесовозы стоят на приколе, часть водителей ушла в отпуск, остальные теряют в зарплате.  • Почему луна-парк «на приколе»? Позволит ли госнадзор запустить заезжие аттракционы?  • Интерьер советской подводной лодки «Скорпион», которая находится на приколе в Лонг-Бич в Калифорнии и является музеем.  • Корабль уже год на приколе. ",#Общие ,NonNone,NonNone
на фоксе,"готовый, собранный.",NonNone,(быдло),"-ты на фоксе?
-я уже на весь на фоксе. ",#Общие ,зона.,NonNone
На фокстроте,"в приподнятом настроении, с вызывающим, заносчивым видом.",NonNone,NonNone,"Возвращаюсь я назад с букетом, весь такой на фокстроте.  • А ты Василёк такой весь на фокстроте.  • Вся такая на фокстроте и в жемчугах.  • Заяц весь на фокстроте по лесу ходит.  • Ё-мое, ты постоянно на фокстроте.  • Мужик, ты чо, на фокстроте? ",#Общие ,NonNone,NonNone
На цветах,в одежде с атрибутикой своего футбольного клуба.,NonNone,(футбольные фанаты),Все пацаны были на цветах. ,#Общие ,NonNone,NonNone
На цирлах,"буквально — на цыпочках, образно — ходить по струнке, выслуживаться.",NonNone,(гопники),"У меня пацан на цирлах бегает, как актив перед хозяином.  •  Урки все на цирлах ходят предо мною.  • На цирлах теперь перед ней ходить надо!  • У входа в отель на цирлах швейцар и прислуга.  • Почему перед иностранцами мы ходим на цирлах, а своих бьем наотмашь?  • Бабушки и дедушки перед любимым чадом чуть ли не на «цирлах» стоят.  • Вообще, ходи на цирлах, подальше от катрана, шныров и козырных — тебе сейчас самое время лепить темнуху. ",#Гопники ,NonNone,NonNone
Нааскать,"добыть денег, продуктов, чего-л, аская.",сов. перех. ,(хиппи),"Познакомилась в офигенно романтической обстановке, он у меня на пиво аскал, ну я и отдала ему то, что я сама нааскала. ",#Хиппи ,NonNone,NonNone
Набигхитить,обмануть.,NonNone,(Кейпоперы),NonNone,#СлэнгФанатов ,"От названия лэйбла Big Hit, который моного раз обманывал фанатов.",NonNone
Набка,набережная.,"-и, ж.",NonNone,"Жили нормально, гуляли, по набке, по Иртышской.  • Вспоминала када гуляла с подругами на набке.  • Всё лето ловил с набки, морозилка вся забита щукой.  • Сворачиваю с набки на мост.   • Набка от Володарского к Вантовому почти всегда пустая.  • Ну да новая набка двухкилометровая в центре это интересно. ",#Общие ,NonNone,NonNone
Наблатыкаться,"научиться, путем упражнений достигнуть к-л навыка.",сов. неперех. ,(гопники),"Серый, где ты так наблатыкался по-чухонски ботать, чувак? ",#Общие   #,NonNone,"придрочиться, намастрячиться, поднатореть."
Наброд,Приезжие люди.,NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Наброс,компромат.,"-а, м. ",(каменты),"(1) Наброс Лесина про стукачей. (2) Если в городе выходит на улицы молодежь, причем в таких количествах, значит не наброс, значит реально есть проблема.  •  Интересно, наброс или реально? (3) Наброс на русских и монархию. •  Почему вы отвечаете набросом на наброс? ",#Падонки ,"По нек. версиям произошло от кальки англ. shit hits the fan, букв. — говно бросили на вентилятор.",NonNone
Навар,прибыль от коммерческой сделки.,"-а, м",NonNone,"Для того чтобы получить навар, нужно зарегистрировать на подставное лицо акционерное общество.  • Однако мой навар оказался не слишком велик.  • Тебе отдам за полцены, не нужен мне навар.  • Умеешь продать то, чего нет и получить навар?  • Процент(1-5%) ущерба от хищений уже «забит» в цену и «навар» получен.  • Взвинтить курс до сумасшедших значений и распродав свои доллары, получить офигенный навар. ",#Общие ,NonNone,NonNone
Наварить,получить прибыль от коммерческой сделки.,несов. неперех. и перех.,NonNone,"Посредники, которые неумело пытаются наварить на перепродаже чужих услуг.  • Так местные бизнесмены на этом бабла решили наварить.   • Мне кажется, что агентствам лишь бы что продать, и наварить деньги себе.  • Можно денег наварить на перепродаже.  • Цена будет привлекательной в принципе, но Вам же надо ещё и наварить на ней. ",#Общие ,NonNone,навар
Навел,"ушел, сбежал.",глагол,NonNone,Я оттуда по шурику навел!! ,#Общие ,NonNone,соскочил.
Навёрнутый,имеющий много дополнительных функций.,"-ая, -ые, -ое",NonNone,"Продам Siemens CX65, идеальное состояние, полная комплектация , навёрнутый (установлены различные патчи, изменено меню, куча игр, мелодий и т.д.).  • Акцент 1,6 автомат, корейской сборки, офигительно красивого тёмно-зелёного цвета и навёрнутый по самое некуда. ",#Общие ,NonNone,навороченный.
Навернутый,"чрезмерно сложный,  труднодоступный для понимания и пользования.","-ая, -ое",NonNone,NonNone,#Общие ,NonNone,NonNone
навернуть,употреблять что-либо в пищу.,гл.,NonNone,- наверни говна. ,#Общие ,NonNone,NonNone
На,употребляется для связки между словами.,междомет.,NonNone,"Ну ты че там на? Пошли выпьем, на! ",#Общие ,"очевидно, от бранного «на ...».","типа, эта,  блин, в натуре."
На блатных педалях,"наглый, страх потерявший человек, выступающий не по делу.",NonNone,NonNone,"Ты че, мальчик, на блатных педалях? ",#Общие ,NonNone,NonNone
на блоке,"Место, где торгуют шмалью, либо другими наркотиками.",словосочетание ,(Наркоторговцы),NonNone,#Наркоманы ,NonNone,на квартале.
на верочку,штоб точно.,NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
На галстуке,на буксире.,NonNone,(автолюбители),"Потащили мы машину на галстуке в ближайший автосервис.  • Было похожее у знакомого механика: привели на галстуке машину....  • Холодно далеко на галстуке ехать.  • Машина с АКПП, заводить на галстуке, понятно, нельзя.  • Имеет эвакуатор (или хотябы машину, способную на галстуке притащить к себе тот же фургон).  • Владел я ей 4 месяца, проехал 13000 км. за которые 2 раза на галстуке ездил в автосервис. ",#Автолюбители ,NonNone,NonNone
На говне,с оружием.,NonNone,(футбольные фанаты),На говне ходите? •  В этот раз на стадион без говна.  •  На такую толпу без говна ходить опасно.  •  На говне стыд и позор ийти а против говна переть это честь и отвага и унижение врага. ,#Общие ,NonNone,"вооруженный, при кастете."
На голяке,"в бедности, без денег или необходимых вещей.","-а, м",NonNone,"Осужденные, приготовившие баулы, правдами и неправдами собравшие запас чая и курева, не поедут на этап, прочифирят и прокурят свои запасы и останутся на голяке.  • Вы отбросите врага, оставив его на голяке.  • Пил как то недельку когда не было других препаратов, на голяке короче.  • Я, когда с кичи откинулся, чисто на голяке был!  • Потом вообще приехал домой на голяке. В том в чом уехал. Без машины и без ничего. ",#Общие ,NonNone,NonNone
На дизике,"Человек, который не может сдержать смех.",NonNone,(На дизике),"Слушай, бро, ты что, на дизике? ; 
У него крыша поехала. Наверное он на дизике.; 
Не, ну ты точно на дизике! ",#Общие ,NonNone,NonNone
На донышке,"Фраза Дианы Шурыгиной на  программе ""Пусть говорят"".","Сущ.,м.р. ",(Мемология),"Там на донышке было,на донышке я же сказала. ",#Социальныесети ,"От слово дно,фразы Дианы Шурыгиной.","Дно,Шурыгина."
На дурняк,"получить что-то незаслуженно, без труда или по чьей-то глупости, небрежности, простодушию.",в знач. нареч.,NonNone,"Слава на дурняк.  • Но «на дурняк» деньги больше не дадим.  • На дурняк и уксус сладкий.  • Ну думаю ладно, на дурняк поиграемся они со мной, а я с ними.  • Деньги на дурняк.  • Но если ты захотел «халявы, на дурняк», можешь даже не начинать!  • Кормят на дурняк, одевают задаром, ещё и суточные платят нехилые.  • Не надо спихивать, что мы «на дурняк» хотим прожить. ",#Общие ,NonNone,"нашару, на халяву."
на изи,"легко, с лёгкостью, на раз-два.",наречие,NonNone,Да я сделаю это на изи! ,#Общие ,"от англ. easy - ""легко"".",NonNone
На измене,"в состоянии беспокойства, неудовольствия, страха, растерянности, дискомфорта.",NonNone,NonNone,"Я нынче на измене, господа, / И мысли лезут в голову дурные (Игорь Пикулин). • Есть люди - научившиеся использовать людей на постоянной измене или состояния эпизодической измены у своих собеседников.  • С момента ввода этих купюр в обращение прошло семь лет и государство «сидит на измене» —  фальшивомонетчики тоже не дремлют. • Народ, я на измене. • Хреновые вести с полей, я на измене.   • Инкубационный период краснухи составляет 21 день, так что ещё две с половиной недели сидеть нам всем на измене. ",#Общие ,NonNone,NonNone
На икс,посылание куда подальше; выражение негативных эмоций по отношению к к-л или чему-л.,NonNone,NonNone,"Иди ты на икс!  • Четвертовать таких ублюдков на икс!  • Ну и на икс такой парень нужен?  •  Уникальные изобретения пылятся в ящиках, потому что тут они на икс никому не нужны.  • Послать их на икс!  • Все, кто согласен на беспредел - работают, остальные идут на икс.  • Пошли вы все на икс! ",#Общие ,эвфемизм матерного выражения.,"на йух, в Бобруйск."
На керосине,"О каком-либо механизме, электронном приспособлении, которое плохо выполняет свои функции, дает сбои при работе.",NonNone,(общее),Этот ноут не иначе как на керосине  - пять минут Винду грузит. ,#Общие ,NonNone,на дровах.
На клапан давит,хочется в туалет.,NonNone,NonNone,"Почему в храмах нет туалета? Куда ломиться когда на клапан давит?  • Иду домой. Чувствую на клапан давит. Ну думаю, успею. •  Задница уже плоской стала, а на клапан давит так, что аж пар из ушей!  • И на клапан давит, аж жопу сводит.  • В чем кроется подвох я осознал, когда понял, что на клапан давит, а поблизости туалетов нет. ",#Общие ,NonNone,NonNone
На КОРОНЫ,поднятие Х и максимальное удерживание в ходе прохождения миссии.,словосочетание ,"(игры, геймеры)",NonNone,#Геймеры #РПГ ,NonNone,NonNone
На крайняк,"в крайнем случае, в худшем случае, о предлагаемом выходе из сложного положения.",NonNone,NonNone,"Как можно добраться из Юрмалы до Рои? Ну, или на крайняк из Риги?  • Посоветуйте пожалуйста хороший триллер, на крайняк - фантастику.  • На крайняк ищите хорошего токаря и цех гальваники.  • Ну на крайняк эту ветку почитай.  • На крайняк можно без подъемника. ",#Общие ,NonNone,NonNone
На легком,На лёгком = легко без каких либо препятствий.,NonNone,(Панки),"Снять фильм в походе? - На лёгком!
Как в лицее? - На лёгком! ",#Общие ,Смайл - лицей 1553.,NonNone
На мази,"хорошо, в порядке, употребляется при описании благоприятного положения дел.",в знач нареч.,NonNone,"Успокойтесь, граждане - всё на мази.  • Все будет на мази!  • У Саркози все на мази.  • Пока всё в первый раз,  пока у нас есть джаз, / Пока всё на мази. Вези, вези, вези. / Серебряный баркас. •  Тут-то я и поняла, что все у них на мази.  • Дело на мази.   • Все будет намази!  • Если у Вас всё намази - мне достаточно будет гарантии.  • Tсли у твоего товарища все намази так обращайся к нему. ",#Общие ,NonNone,намази
На пастой,"постоянно, обычно, регулярно.",в знач нареч.,NonNone,"Я на пастой хочу на стриптиз. • Теперь буду на пастой писать.  • Блок и слем и шаг двойной, будем делать на пастой!  • Телефон на пастой глючит.  •  Этот ру, банит всех на пастой, вроде как получил модерку надо ведь кого нить за что нить побанить.  • Госпаде, я не верю в тебя, ну если ты есть скажи почему я на пастой такая потеряная а? ",#Общие ,NonNone,"напостой, напастой"
на поджоге,Сидеть на измене.,словосочетание ,(гопники),NonNone,#Общие #Гопники ,NonNone,NonNone
На подсосе,нехватка денег или чего либо.,NonNone,NonNone,NonNone,#Общие ,"произошло от водителей мотоцикла в моменты нехватки бензина, т.е. когда в бензобаке не было бензина, а он был только в карбюраторе.",NonNone
На постой,постоянно что либо делать.,в знач. наречия,NonNone,Он на постой сидит в баре. ,#Общие ,NonNone,"постоянно, часто , всегда."
На приколе,"бездействует, не работает, не используется.",NonNone,NonNone,"Лесовозы стоят на приколе, часть водителей ушла в отпуск, остальные теряют в зарплате.  • Почему луна-парк «на приколе»? Позволит ли госнадзор запустить заезжие аттракционы?  • Интерьер советской подводной лодки «Скорпион», которая находится на приколе в Лонг-Бич в Калифорнии и является музеем.  • Корабль уже год на приколе. ",#Общие ,NonNone,NonNone
на фоксе,"готовый, собранный.",NonNone,(быдло),"-ты на фоксе?
-я уже на весь на фоксе. ",#Общие ,зона.,NonNone
На фокстроте,"в приподнятом настроении, с вызывающим, заносчивым видом.",NonNone,NonNone,"Возвращаюсь я назад с букетом, весь такой на фокстроте.  • А ты Василёк такой весь на фокстроте.  • Вся такая на фокстроте и в жемчугах.  • Заяц весь на фокстроте по лесу ходит.  • Ё-мое, ты постоянно на фокстроте.  • Мужик, ты чо, на фокстроте? ",#Общие ,NonNone,NonNone
На цветах,в одежде с атрибутикой своего футбольного клуба.,NonNone,(футбольные фанаты),Все пацаны были на цветах. ,#Общие ,NonNone,NonNone
На цирлах,"буквально — на цыпочках, образно — ходить по струнке, выслуживаться.",NonNone,(гопники),"У меня пацан на цирлах бегает, как актив перед хозяином.  •  Урки все на цирлах ходят предо мною.  • На цирлах теперь перед ней ходить надо!  • У входа в отель на цирлах швейцар и прислуга.  • Почему перед иностранцами мы ходим на цирлах, а своих бьем наотмашь?  • Бабушки и дедушки перед любимым чадом чуть ли не на «цирлах» стоят.  • Вообще, ходи на цирлах, подальше от катрана, шныров и козырных — тебе сейчас самое время лепить темнуху. ",#Гопники ,NonNone,NonNone
Нааскать,"добыть денег, продуктов, чего-л, аская.",сов. перех. ,(хиппи),"Познакомилась в офигенно романтической обстановке, он у меня на пиво аскал, ну я и отдала ему то, что я сама нааскала. ",#Хиппи ,NonNone,NonNone
Набигхитить,обмануть.,NonNone,(Кейпоперы),NonNone,#СлэнгФанатов ,"От названия лэйбла Big Hit, который моного раз обманывал фанатов.",NonNone
Набка,набережная.,"-и, ж.",NonNone,"Жили нормально, гуляли, по набке, по Иртышской.  • Вспоминала када гуляла с подругами на набке.  • Всё лето ловил с набки, морозилка вся забита щукой.  • Сворачиваю с набки на мост.   • Набка от Володарского к Вантовому почти всегда пустая.  • Ну да новая набка двухкилометровая в центре это интересно. ",#Общие ,NonNone,NonNone
Наблатыкаться,"научиться, путем упражнений достигнуть к-л навыка.",сов. неперех. ,(гопники),"Серый, где ты так наблатыкался по-чухонски ботать, чувак? ",#Общие   #,NonNone,"придрочиться, намастрячиться, поднатореть."
Наброд,Приезжие люди.,NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Наброс,компромат.,"-а, м. ",(каменты),"(1) Наброс Лесина про стукачей. (2) Если в городе выходит на улицы молодежь, причем в таких количествах, значит не наброс, значит реально есть проблема.  •  Интересно, наброс или реально? (3) Наброс на русских и монархию. •  Почему вы отвечаете набросом на наброс? ",#Падонки ,"По нек. версиям произошло от кальки англ. shit hits the fan, букв. — говно бросили на вентилятор.",NonNone
Навар,прибыль от коммерческой сделки.,"-а, м",NonNone,"Для того чтобы получить навар, нужно зарегистрировать на подставное лицо акционерное общество.  • Однако мой навар оказался не слишком велик.  • Тебе отдам за полцены, не нужен мне навар.  • Умеешь продать то, чего нет и получить навар?  • Процент(1-5%) ущерба от хищений уже «забит» в цену и «навар» получен.  • Взвинтить курс до сумасшедших значений и распродав свои доллары, получить офигенный навар. ",#Общие ,NonNone,NonNone
Наварить,получить прибыль от коммерческой сделки.,несов. неперех. и перех.,NonNone,"Посредники, которые неумело пытаются наварить на перепродаже чужих услуг.  • Так местные бизнесмены на этом бабла решили наварить.   • Мне кажется, что агентствам лишь бы что продать, и наварить деньги себе.  • Можно денег наварить на перепродаже.  • Цена будет привлекательной в принципе, но Вам же надо ещё и наварить на ней. ",#Общие ,NonNone,навар
Навел,"ушел, сбежал.",глагол,NonNone,Я оттуда по шурику навел!! ,#Общие ,NonNone,соскочил.
Навёрнутый,имеющий много дополнительных функций.,"-ая, -ые, -ое",NonNone,"Продам Siemens CX65, идеальное состояние, полная комплектация , навёрнутый (установлены различные патчи, изменено меню, куча игр, мелодий и т.д.).  • Акцент 1,6 автомат, корейской сборки, офигительно красивого тёмно-зелёного цвета и навёрнутый по самое некуда. ",#Общие ,NonNone,навороченный.
Навернутый,"чрезмерно сложный,  труднодоступный для понимания и пользования.","-ая, -ое",NonNone,NonNone,#Общие ,NonNone,NonNone
навернуть,употреблять что-либо в пищу.,гл.,NonNone,- наверни говна. ,#Общие ,NonNone,NonNone
Навешивать плавки,обманывать.,NonNone,NonNone,"
навернуть
Наварить
Навороченный
Наводка

навозник
Навялить
нави
Наворот

Навозодавки
Навешивать плавки
Навзничь 
Навар

Навялился
Навёрнутый
Навел
Навяливать

",#Общие ,NonNone,вешать лапшу на уши.
Навзничь,"Пример: ""Убери это отсюда навзничь!""  ""Иди ты навзничь""и т.",Наречие ,(Молодёж),NonNone,#Общие ,NonNone,NonNone
нави,Киберспортивная организация.,сущ. ,(геймеры),Нави наконец-то победили. ,#Общие ,NonNone,NonNone
Наводка,подсказка в вопросе.,"-и, ж. ","(ИИ, термин)",NonNone,#Термины ,NonNone,NonNone
навозник,"человек который который из села, колхозник, грязнуля, вонючька.",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Навозодавки,ботинки.,мн. ч.,NonNone,NonNone,#Общие ,NonNone,говнодавы.
Наворот,"дополнительная функция или приспособление, часто с оттенком «избыточное», «излишнее».","-а, м.",NonNone,"Новый модный наворот, качество отвратительное, не нужно совершенно, а денег стоит. • Куча наворотов навигации по тексту и удобству чтения.  • Рабочему инструменту навороты не нужны.  •  Я когда перечень всех наворотов читал, так потихоньку со стула съезжал. ",#Общие ,NonNone,"примочка, фича."
Навороченный,"сложный, переусложненный, имеющий много дополнительных функций и/или внешних украшений (про предмет бытовой техники, компьютерную программу, автомобиль и т.п.).","-ая, -ое, -ые",NonNone,"Продам навороченный компьютер в отличном состоянии.  • Это мой первый сайт, поэтому он не слишком навороченный.  • Хочется как-то выделить свою машину в потоке других и сделать её навороченной. ",#Общие ,NonNone,навёрнутый.
Навяливать,"навязывать свои убеждения, мнения, ответственность, ненужные услуги и т.п.",несов. перех.,NonNone,"Мне надо навяливать данные услуги без моего ведома и без моей просьбы.  • Вы мне навяливаете своё представление о красоте.  • Навялено рекламой.  • Что ты мне навяливаешь тут, сцука?  • Есть такие люди, которые хотят кому-то навяливать свое мнение • Кроули и Ла Вей, являются идеологами современного сатанизма, именно они навялили мнение, что сатана и дьявол  —  разные товарищи.  • И вот при такой политике партии это предприятие нам навяливает своего ставленика на пост. ",#Общие ,NonNone,впаривать.
Навялился,"Приготовился, попытался.",несов. перех.,NonNone,"Навялился ко мне в гости , хоть и не был приглашен. • Он чуть не навялился пить кофе к этой самой подруге. • Я Лаврику в друзья не навяливаюсь и его тоже не зову. ",#Общие ,NonNone,"(1) навострился, нацелился (2) приклеился, приписался, сел на хвост."
Навялить,Украсть.,сов. перех. ,(гопники),"1. Чуваки, у меня в лабазе сення лопатник навялили, нах!. 2. Гляньте, какие я се портки навялил! 3. Степаныч, кто те по репе-то так навялил? ",#Общие #Гопники   #,NonNone,"стащить, надыбать.."
нагги,"Долгий, слишком долгий.",NonNone,(Жизнь),Игрок с самым высоким % побед в клане EQ. ,#Геймеры ,_NAGGI_.,Лень.
Нагибатор,"человек, превосходящий в игре всех.","сущ, м.р. ",(геймеры),Да он Нагибатор. ,#Геймеры #Общие ,от сленгового нагибать.,Атец.
Нагибатор,Тот кто нагнет и вы%бет.,NonNone,NonNone,Мистер Чон Чонгук нагнет всех хенов. ,#Музыка #СлэнгФанатов ,NonNone,"Чонгук, Чон Чонгук, Мистер Чон."
нагибать,"побеждать, ставить в позу подчинения, ставить в позу при которой тот кого нагнули не может сопротивляться.",гл.,NonNone,NonNone,#Общие #Гопники ,NonNone,NonNone
Наглёж,"наглость, нахальство.","-а, м.",NonNone,"Задолбал наглёж учителей!!!  • Что за наглёж пошёл, совсем совесть потеряли... •  Забаньте его за такой наглёж!  • Грабеж - сплошной наглеж!  • Наглеж и беспредел!!!  • Беспрецедентный наглеж российских барыг. ",#Общие ,NonNone,NonNone
