name,definition,type,group,examples,hashtags,origin,synonyms
ЧГКБР (ЧГК-БР),"интеллектуальные игры, см. ИИ.",NonNone,NonNone,NonNone,#Сленг ,Первоначальное происхождение от названий телепередач: ЧГК — «Что? Где? Когда?»; БР — «Брейн-Ринг».,NonNone
чд,Что делаешь.,NonNone,(молодёжный сленг),Привет чд. ,#Общие ,NonNone,NonNone
чд?,что делаешь?.,сокр.,NonNone,Чд сегодня? ,#Общие ,NonNone,NonNone
Чд?,Что делаешь?.,Вопросительное предложение ,(Периписка),NonNone,#Общие ,NonNone,NonNone
Чё,"что, указывает на нечто, чем идёт речь.",1 местоим. сущ. и союзн. сл. 2 междометие ,(гопники),"Я крутой! Чёёё!!!  • Ну че за пацана сказать можно? Четкий?  • Алоэ, че из питера есть кто нет? че за б?  • А телки че?  • Я бы честно отдал, ну чё вы пацаны?  • Не, ну а чё, это жизнь, чё.  •  Пацаны вы чё не по фене базарите? Быкуйте на всех!  • Я бы честно отдал, ну че вы пацаны.  •  «Реальные пацаны»  — не ну так то че лютый сериальчик, по теме, за жизнь много че, ну в общем автору + агромный.  • Если у тебя какие то предъявы есть, пиши мне в аську, я тебе всё растолкую че к чему.  • Не ну а че, я желаю не только пацанам, но желаю и «девахам» правильной «движухи». ",#Гопники ,NonNone,"чо, чёё, чёёё"
чё,что? уточнение только что услышанной фразы.,предикатив,NonNone,ты чё? ,#Общие ,NonNone,NonNone
чё,Что?.,что? ,(чё надо?),Чё такое малишня. ,#Общие ,Нет.,нету.
Чё,"Озночает слово ""Что"".",NonNone,NonNone,NonNone,#Общие #Интернет ,NonNone,NonNone
Чё каво,"указывает на что-л о чем идёт речь или спрашивает об этом, в знач.",1 местоим. сущ. и союзн. сл. 2 междометие ,(гопники),"(1) Че каво по взносам?  • Чё каво дешево?  • Че каво софт однако.  • Чё каво хотел внатуре!?  • А чё у каво в багажнике лежит?  • А вот тут учены сами не знают че каво.(2) Че-каво, мы пацаны с района.  • Чё каво семки есть?!  • Че-каво? Или как стать чисто реальным пацаном?  • Мож чё каво в Контакте группу замутим? ",#Гопники ,Искаж. от «Что? Кого?».,"чё кого, чё-кого, чё-каво"
чё как,"чё как-как дела,жизнь...",словосочетание ,(лучшие друзья),"Саша:чё как?
Мишка:норм. ",#Общие ,NonNone,NonNone
Че попух?!,"Обнаглел,  борзый стал.",NonNone,(Везде),Че попух! Сказал Джек. ,#Общие ,NonNone,NonNone
Чеббы,город Чебоксары.,"-бб, мн., топоним",NonNone,NonNone,#Топонимы ,NonNone,чебы
Чебуратор,композитный фольклорный персонаж — гибрид Чебурашки и Терминатора.,"-а, м.",NonNone,NonNone,#Общие ,NonNone,NonNone
чебурашка,вымышленный персонаж из мультфильма Чебурашка и крокодил Гена.,NonNone,(союзмульфильм),NonNone,#Общие ,NonNone,NonNone
Чебурек,"Не авторитетный человек, чье мнение не важно.",м.,NonNone,Тебе какой-то чебурек звонит! ,#Общие ,NonNone,NonNone
Чебурек,нерусский.,NonNone,NonNone,"
Чебурек
Чеббы
чебурашка
Чебы

Чебуратор 
Чебурек
черкаш
чекнуть

Черепа
чернильница
Чек
Чекни

Чел
Чепидрос
Чесать
чё как

",#Общие ,NonNone,чурка.
Чебы,город Чебоксары.,"-ов или чебб, мн. ",(топоним),NonNone,#Топонимы ,NonNone,"Чебики, 4ебы, чеббы"
чего приперлась,Зачем пришла?.,NonNone,NonNone,"Сидит сын за компьютером, вдруг заходит мама и он грубо отвечает ""Чего приперлась  в мою комнату? ",#Общие ,NonNone,Чего ты пришла.
Чезлый,"плохой,некачественный.","-ая, -ое, -ые",NonNone,"Ну ты чезлый вообще!  • В игре остались одни чезлые?!  • В этом доме был продуктовый магазин, такой чезлый, теперь открыли пиццерию, где готовят чезлую пиццу.  • Не стоит регистрироваться во всяких чезлых конторах.  •  А какого хера ты публикуешь анонс этого чезлого мероприятия на форуме?!  • Ты чезлой такой вапще? ",#Общие ,NonNone,чезлой
Чейзер,"«Chaser Mode» — один из режимов игры «S4 League» (MMoTPS, Massive Multiplayer Online Third Person Shooter, многопользовательский онлайн шутер от третьего лица).","-а, м. ","(геймеры, шутеры)",(2) Кто теперь чейзер? ,#Геймеры #Шутеры ,"от англ. chaser — охотник, преследователь.",чайзер
Чейнджер,"автомобильный проигрыватель музыкальных дисков, который заряжается несколькими дисками и сам их меняет.","-а, м. ",(автолюбители),"6-ти дисковый чейнджер DVD/VCD/CD, CD-R/RW для автомобиля.  • 12-дисковый чейнджер Alpine — по этой части преподнес сюрприз...  • Цифровой MP3-чейнджер YATOUR полностью замещает собой штатный CD-чейнджер.  • У меня такая же проблема с чейнджером, жужжит, питание есть, но диски уже не достает. Все. Заклинило его. ",#Автолюбители ,NonNone,NonNone
Чейнджить,"менять, изменять.",NonNone,(айтишники),"По-моему, тут айпишник только чейнджить и остается.  • Ковыряться в компе, переустанавливать клиент, чейнджить настройки, просматиривать конфиги и патчи.  • Чейнджить инфо на валид и ждать?  • В реальном мире невозможно зайти в корневую директорию и чейнджить программные кодировки на свое усмотрение. ",#Айтишники ,NonNone,NonNone
чейнч,обмен.,NonNone,"(армейская, уличная)",Удачный чейнч. ,#Общие ,от англ. change - менять.,NonNone
Чек,проверить.,"-а, м. ",(геймеры),Чекнул лес - проверил лес (на наличие засады или др).  • Указал на яму и написал чек - надо проверить яму. ,#Геймеры ,Англ check — проверять.,NonNone
Чек,всякий живой человек.,NonNone,NonNone,"А я то думал, где я видел этого чека... слушай, а может это другой чек? Ну вот она подростила сыночка, потом встретила хорошего чека, вышла замуж, еще двоих родила. Были у меня друзья, поехавшие крышей на кроссвордах, но команда сильная была, 3 чека, щелкали тупые кроссворды в пять минут. ",#Общие ,Сокращенно от «человек».,NonNone
Чекай,Проверяй.,"Глагол, м.р ",(Геймеры),"Чекай в секторе ""В"". ",#Геймеры #РПГ ,NonNone,NonNone
чекайте,Проверить что-либо.,NonNone,(Геймер),Чекни туннель.Чекни балкон.Чекай окно. ,#Геймеры ,"От Англ.check(inspection)	проверка, инспекция,
 	 	контроль.",NonNone
Чеканутый,"слегка сумасшедший, не совсем в своем уме, неадекватный.","-ая, -ые",NonNone,"(1) Ну какой же у нас народ чеканутый, кашпиры с чумаками не добили так на других тварей ведутся. • Почему именно со мной в автобусе заговорил этот чеканутый идеологически промытый первый каналом дед?  • Вы о себе можете сказать, что вы юродивый и чеканутый?  • Да он просто чеканутый шизик! (2) Собачник чеканутый, повернутый на своей псине.  • Я вообще чеканутый на музыке человек, слушаю днями и ночами. ",#Общие ,NonNone,чокнутый.
чекать,пробивать информацию.,гл. ,(интернет),"-ко мне какой-то чел в друзья добавляется
-кинь ссылку, чекну. ",#Общие #Интернет ,NonNone,проверять.
чекать,"проверять, смотреть, убеждаться в наличии чего-либо.",глаг. ,(геймеры),я уже прочекал этот сундук;. ,#Общие ,NonNone,NonNone
Чекать,"смотреть, посмотретью.",NonNone,NonNone,Чекай лс. Чекни видосик. ,#Общие ,NonNone,NonNone
Чекиниться,"отмечать в социальной сети свое текущее географическое местоположение, локейшен.",гл. ,"(интернет, социальные сети)",NonNone,#Общие #Интернет ,NonNone,NonNone
Чекиниться,Восстанавливать жизни.,гл ,(геймера),NonNone,#Геймеры ,NonNone,Восстанавливаться.
Чекист,сигнал «check engine»  —  неисправность —  на приборной доске автомобиля.,"-а, м. ",(автолюбители),"Загорается чекист с периодичностью раз в два дня.  • Чекист, у мене тоже горит ну и че?  • Я запустил двигатель. О счастье - ESP погасла! «Чекист» горит, как заговоренный. ",#Автолюбители ,NonNone,NonNone
Чекни,"проверь, посмотри.","глагол, повелит наклонение ",(Английские поцыки),Чекни лс(проверь личные сообщения). ,#Общие ,NonNone,NonNone
чекни,"Употребляется геймерами (в большинстве случаев) для отдачи команды убедиться в чем - либо, проверить.",Глагол ,"(Геймеры, молодежь)","""Вован, чекни B, там один бомбу пасёт, если заберешь, раунд наш"". ",#Геймеры ,От англ. Check - проверить.,"Посмотреть, убедиться, проверить."
чекнуть,"Зафиксировать, обозначить на карте(радаре) точное место расположения юнита противника.",глаг. ,(геймеры),NonNone,#Геймеры #Общие ,NonNone,NonNone
Чекнуть лицом,"Проверить наличие противника выйдя из укрытия, подвергнув себя опасности.",Глагол ,(Геймеры),Никого не видно? Придётся чекать лицом. ,#Геймеры ,NonNone,Высунуться.
Чеколдушка,голова.,ж.,NonNone,Дать по чеколдушке. ,#Общие ,NonNone,"репа, башка."
чекпоинт,"Сохранение игры, запись прогресса.","сущ., м. р. ",(геймеры),NonNone,#Общие ,"От англ. checkpoint - контрольный пункт, контрольная точка.",NonNone
Чексуй,"иди, беги.",несов. неперех.,NonNone,Чексуй отсюда быстрей! ,#Общие ,NonNone,NonNone
Чекуха,клеймо или штамп производителя на товаре.,"-и, ж.",NonNone,"На одном из советских топоров, поднятых на местах боев РККА и финнов при чистке вылезла чекуха с клеймом ОТК.  • Подклад целый, чекух нет.  • Вот такая на нем чекуха.  • Взял растворитель и оторвал нафиг надписи, оставил только саму чекуху Кия посередине…не осмелился и её срывать.  • Из-под ржавчины показались чекухи.  •  На ложечке - руссская пробная чекуха — женская голова и 84 перед головой.  • Зацепил за фирменный знак, по-современному выражаясь, за «чекуху» и выдрал ее с корнем! ",#Общие ,NonNone,NonNone
Чекушка,мотоцикл с объемом двигателя 250 куб см  — четверть литра.,"-и, ж. ",(автолюбители),"Новая Yamaha — «чекушка». Yamaha планирует выпуск новой модели «спортбайка» с двигателем объёмом в четверть литра.  • У мотоциклистов «чекушка» ассоциировалась с мотоциклом «Jawa 250».  • Вообще, чекушки-эндурики большой четверки очень несильно отличаются друг от друга, (даже Кава с водянкой и перевертышем) поэтому, я думаю, нужно выбирать по техническому состоянию конкретный мотоцикл.  • Скажите, можно ли на эндуре-чекушке проехать за световой день 700 км?  • Ставили несколько раз на разные чекушки более «продвинутые» карбы и бОльшего диаметра - прирост не более 1-2 сил. ",#Автолюбители ,NonNone,NonNone
Чекушка,"бутылка ёмкостью четверть литра, чаще всего водки.",NonNone,NonNone,"Возвращаясь домой поздно ночью после хорошей пьянки с чекушкой водки в заднем кармане.  • Что ж, посмотрим, насколько успешно пойдут продажи «чекушек» водки от ЛВЗ «Дистар».  • Бутылочка водки вместимостью 0,1 литра украсится оранжевой спецмаркой, а емкостью в четверть литра (в простонародье – чекушка) – голубой.  • Яблоко и чекушка молока.  • Чекушка водки... лишь чекушка водки...  •   Он достал из кармана чекушку «Столичной», дал отхлебнуть. ",#Общие ,NonNone,чикушка
Чел,"реальный пацан, достойный уважения.","-а, м. ",(гопники),"Ну ты ваще чел!  • Все мы дети улицы и с такими челами общаться приходилось не раз.  • Ты падший чел!  • Если ты четкий чел не дай соврать.  • Сява ты внатуре реальный чел, приезжай кнас с канцертом в Пиранью, у нас в городе все знакомые пацаны токо тебя слухают, красава одним словом.  • Пацанов наших судить будет чел, самый у них типа крутой считается. ",#Гопники ,NonNone,мэн.
Чел,"индивидуум, человек.","-а, м",NonNone,NonNone,#Общие ,сокращенние от «человек».,чувак.
Чел,парень...,"-а, м.",NonNone,NonNone,#Общие ,NonNone,чувак.
Челдон,лёгкое дружеское ругательство.,"-а, м, ударение на «о»",NonNone,"Видишь,там челдон какой-то идёт? Симпатичный,как думаешь? ",#Общие ,NonNone,"чайник,чувак."
челдрон,"Отличный человек, единомышленник.","сущ., м. р. ",(Молодежь),"Ну ты мой челдрончик! Васян, да ты же челдронище! ",#Общие ,NonNone,NonNone
ЧЕЛЕНДЖ,то же что и челлендж.,"сущ., м.р",NonNone,NonNone,#Общие ,NonNone,NonNone
ЧЕЛЕНДЖ,вызов.,NonNone,"(геймеры, иностранный язык)",NonNone,#Геймеры ,NonNone,NonNone
челенж,"испытание, экспиремент.",сущ.м.р. ,(челенжок),мы сегодня будем делать челенж вскрытия просроченой еды. ,#Общие ,NonNone,NonNone
Челенюга,Неприятный человек.,м.,NonNone,"Ах, ты, челенюга! ",#Общие ,NonNone,"Сволочь, сктотина."
Челик,город Челябинск.,"-а, м. ",(топоним),"Если сегодня заказать, то когда прибудет в Челик/Южноуральск?  • Вы в Челик давайте перебирайтесь.  • Езжу в Челик, в екб, там такое каждый день вижу и не по разу.  • Ехал в октябре с Кольцово по приезду в Челик задолбался - каждый уазик ментовский тормозил.  • Просьба к коркинским друзьям - кто завтра поедет в Челик, заберите плиз у жены цифровик.  • В Челике купил этим летом Калину новую хетч. ",#Топонимы ,NonNone,NonNone
челики,люди.,"сущ., м.р ",(молодёжь),позже еще челики подъедут. ,#Общие ,чел.,челик.
Челкари,"Челкари(челкастые и не в коем случае не челкастики)Любят рок,кеды.Носят они рубашки в клетку,узкие джинсы(узкачи) и кеды.Иногда красят волосы и делают пирсинг.Бывают две разновидности челкарей.Первая разновидность: ухоженные.Ухоженные челкастые стараются выглядеть опрятней,ухоженней.А вторые неопрятные и чаще красят волосы и делают пирсинг.","сущ., мн. ч. ",(Субкультура),"
чель
челленж
Челкач
Челобук

Человечек
Челкастая
Челкари
челлендж

челдрон
челобятина
Челкастые
челлендж

челлендж
Челик
челодлань
Челенюга

", ,NonNone,Человек с чёлкой(длинной).
Челкарь,парень с прической типа чёлка — вид неформального прикида молодежной субкультуры.,"-я, м. ",(неформалы),"Ну я обычный безбашенный челкарь.  • Челкари, как китайцы, все на одно лицо.  •  Нужна прическа как у челкарей.  •  Многим девушкам нравятся челкари.  • Кто тут челкарь или нефор?  • Бритый, патлатый или челкарь? ",#Общие ,NonNone,челкач
Челкастая,Челкастая- это девочка с чёлкой не выше носа и не ниже носа.Чаще всего челкастая особа ходит со скошеной чёлкой.,"сущ.,ж.р. ","(Челкастая,Челкастый,Челкастые,Челкастое)","Ну я обычная безбашенная челкастая. • Челкастые, как китайцы, все на одно лицо. • Нужна прическа как у челкарей. • Многим девушкам нравятся челкари. • Кто тут челкарь или нефор? • Вообще мне надоело что про мальчишек пишут, а про девчёнок нет... ПЕЧАЛЬНЕНЬКО... ",#Общие #Интернет ,NonNone,NonNone
челкастик,человек с челкой.,NonNone,(все  люди),у этого челкастика норм джинсы. ,#Общие ,NonNone,"челкастый, челкарь."
Челкастые,молодежная субкультура.,"-ых, мн. ",(субкультуры),"Челкастые парочки  •  Сходка челкастых в Красноярске  •  Челкастые парни  •  Челкастые со скейтом.  •  Челкастые такие няшки!  • Да ладно,это челкастые в школе.  • Можно ли стать челкастой с длинными, тонкими, прямыми волосами?  • Почему девушкам нравятся челкастые мальчики? ",#Общие ,"Такое название субкультура получила по причёскам  людей, приобщённых к ней.","челкари, челкастики."
Челкастый,"человек, носящий чёлку, как элемент прикида молодежной субкультуры типо эмо.","-ая, -ые. ",(неформалы),"Эмо — челкастые лошары.  • Челкастые - это молодая субкультура, основанная на музыке жанра хардкор.  • Можно ли назвать человека челкастым, если он не имеет пирсинга, чёлки и т.п, но так же ненавидит людей, слушает рок и жить не может без животных?  • Почему эмо такие челкастые?  • Чем челкастые от эмо отличаются? Ведь они от эмо произошли,и я теперь путаю эмо с челкастыми, просто они оч похожи.  • Я просто челкастый мальчик. ",#Общие ,NonNone,NonNone
Челкастый,Вид неформалов.,"-ая, -ые ",(неформалы),"Как сделать челку как у челкастых.  • Челкастые - дурацкие челки, черные волосы.  • Челкастые девчонки фото и картинки.  • Если ты треш и хентайный и челкастый парень то пиши не стесняйся. ",#Общие ,NonNone,челкарь.
Челкастый,"Челкастые - это не субкультура, не стиль.","сущ., м.р",NonNone,NonNone,#Общие ,NonNone,NonNone
Челкач,"парень с прической типа чёлка  — длинные волосы, закрывающие лоб, иногда и глаза.","-а, м.",NonNone,"Только челкач  —  подстригаю голову.  • Тупо длинная челка, которая глаза закрывает. Челкач - не человек.  • А че если челкач значит не человек что-ли??? Мне что нельзя с челкай походить??  • Герман тоже челкач и тоже ничего. ",#Общие ,NonNone,NonNone
Челкаш,Рассказ Горького.,сущ ,(Литература),"После ""ходки"" Челкаш отдал Гавриле гораздо больше, чем обещал. ",#Общие ,NonNone,NonNone
челлендж,предложение совершить какое-то действие на-спор.,"сущ., м.р ","(интернет, социальные сети)",NonNone,#Общие ,NonNone,NonNone
челлендж,Автоквест.,NonNone,NonNone,NonNone,#Геймеры ,NonNone,NonNone
челлендж,это игра которая играют по очереди и 2 человека.,сущ ,(геймеры),1 человек выберает и другой ждет. ,#Геймеры ,от француского.,игрок.
челленж,"вызов, сложная задача, некая вещь, которая делается на спор.","сущ., м.р",NonNone,"- Ты уверен, что сможешь не пить месяц?
- Challenge accepted. ",#Общие #Геймеры ,challenge (англ) - вызов.,NonNone
челнок,пися.,прост ,(студенты),NonNone,#Общие ,чел. Половой орг.,NonNone
Челобук,человек.,"-а, м.",NonNone,"Куда уходит душа челобука после смерти?  • Я весёлый челобук!  • Челобук, построивший этот храм.  • Я видео видел там изображается андроид челобук вместо лапы usb шнур.  • Очень даже поучительно...для нас челобуков!  • Здрасьте всем челобукам!  • Уже видны первые проявления влияния американских игр на мозг челобука. ",#Общие ,NonNone,NonNone
челобятина,"Человек потерявший все , человек помойка .",сущ. м.р ,(геймеры),Смотри челобятина воляется. ,#Общие #Геймеры ,Chelobyatina -  челобятина.,неудачник.
человек,"пояснение за человека: не ниже гавна, не выше бога.",NonNone,(разборки),"ты лох.
поясни за лоха
а ты кто такой чтобы я тебе пояснял
я человек. 
поясни за человека.
я не ниже гавна, не выше бога. ",#Гопники ,Бутырка.,NonNone
человек не в теме,"человек не понимающий,не знающий, не ознакомленый с чем либо.",NonNone,(лексикон подростка),"Санька не в теме. Не в теме сегодня Андрей.
- Не, Люд, ты не в теме. ",#Общие ,NonNone,NonNone
Человечег,просто человек.,"-а, м. ",(каменты),"ПоЗеТиФнЫй ЧеЛоВеЧеГ с днем рождения.  • Ты чудо человечеГГ!  • Пащяди бедного ЧелоВечеГа.  • Зелёный человечег балансирует на велосипедике.  • Про моего любимого человечега.  • Обо мне: весёлый, жизнерадостный человечег! ",#Интернет #Падонки ,NonNone,"человечеГ, человечеГГ"
Человечек,Уменьшительно-ласкательная форма слова 'человек'.,NonNone,(Речь),NonNone,#Общие ,NonNone,NonNone
челодлань,"является проявлением разочарования, стыда, уныния, раздражения или смущения.",NonNone,NonNone,NonNone,#Интернет ,"(с др.русск.) чело - лоб, длань - ладонь.",facepalm.
Чёлочник,одно из названий эмо среди цивилов и нефоров других течений.,"-а,м. ",(нефоры),"(1) Это неформалы, челочники и прочие товарищи возраста 13-20. (2) Те, кого вы знаете — чёлочники-модники, а не эмо. • Среди моих друзей нету педовок и жалких чёлочников, я дружу и гуляю только с истинными эмо или бруталами. ",#Общие ,NonNone,NonNone
челси,Девушка.,"сущ., ж.р ",(треп),"Твоя челси, мы с ней финесим. ",#Общие ,NonNone,NonNone
чель,Сокращено человек (ну тавтология).,Сущ. м.р. ,"(Геймеры, подростки)","Чель приколист вообщем, он крутой). ",#Общие ,Чель от русского слова человек.,NonNone
Челяба,город Челябинск.,"-ы, ж. ",(топоним),"Почему в Челябе та-а-а-к много гопов? • А у нас в Челябе пока всё нормуль. • Я собираюсь максимально быстро свалить в Челябу. • Который, кстати, не жил в Маскве, Челябе и Омске. ",#Топонимы ,NonNone,NonNone
челядь,"В древней Руси - зависимое население, рабы-пленники.","сущ., ж.р. ",(история),Вся челядь встречала приехавшего из Москвы барина. ,#Общие ,NonNone,"холопы, дворня."
чемардос,Неконкретный человек.,NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Чемер,"так называют фраера, который много на себя берет.","-а, м.",NonNone,"Ты че на... чемер, иди сюда! ",#Общие ,NonNone,"мудила, фраер."
Чемергес,самогон.,"-а, м.",NonNone,"Петрович, с тебя чемергес, по-любому!  

 Чемергес тутошний – «ракия» называется.  

Рассказывают, хоть шнапсу, хоть чемергесу - кружку опрокинет и никакой закуски. 
Поднял высоко так руку со стаканом «чемергеса». 
Самогон (чемергес, сивуха, горилка, косорыловка) — продукт, полученный из браги путём перегонки ее на самогонном аппарате.  

 Чемергес не трескать (примечание: т.е. «самогон не пить»). ",#Общие ,NonNone,NonNone
Чеминака,синтетический каннабиноид.,"Сущ., м.р. ",(Наркоманы),"Чеминака убила меня, я вижу себя с высоты и я - труп. ",#Наркоманы ,Англ. AB-CHMINACA.,NonNone
Чемодан,Снаряд от арты.,сущ ,(геймеры),опять чемодан прилетел. ,#Геймеры ,NonNone,NonNone
Чемпионат высшей лиги,эта словарная статья требует созидания.,NonNone,(ИИ),NonNone,#ЧГКшники ,NonNone,NonNone
чемы,"сокращенное название группы mcr, которым пользуются тру фонатки.","сущ., мн.ч ",(аутисты),слушаю чемов и пускаю слезки. ,#СлэнгФанатов ,my chemical romance (май ч(к)емикал романс.,кемы.
Чепёха,девушка лёгкого поведения (оскорбительное).,"-и, ж. ",(улица),"Эй, чепёха иди к нам! ",#Общие ,NonNone,шлюха.
Чепидрос,"не означает ничего конкретного кроме, собственно обзывательства.","-а, м. ",(обзывательство),"Капец, ты чепидрос! • Просто гламурный чепидрос, который наверняка общается с пафосными девочками из класса, и поэтому должен хоть какие-то темы для разговоров найти.  • При их власти такой чепидрос может пургу реальную гнать бесстрашно.  • Когда все лошьё набъется в пробку, распугивать встречный поток, а потом с мелодичным кряканьем разогнать толпу чепидросов. ",#Общие ,NonNone,чипидрос
Чепубеля,Хейтер стримерши Карины - sharishaxd.,"сущ., м. р. ",(Твич),"Я не поведусь больше, ты - чепубеля. ",#Общие ,От Карины (sharishaxd) - стримерша на твиче.,"Ненавистник, агрессор."
чепух,человек дибил.,глагол ,(дибилы),NonNone,#Общие ,древне чепухианский язык 2 тысячелетии до нашей эры эпохи азазина.,чепушило.
чепуха,"мелкий, некчемный человек.",Чепуха ,(тюремное),"Он знатный мельник, две мельницы у него на море, на окияне. Одна мелет вздор, другая чепуху. ",#Тюремныйслэнг ,Происходит от неустановленной формы; обычно связывают с *чепа «щепа».,обиженный и тд.
Чепуш,"не уважаемый человек, глупый, неудачник.","-а, м. ",(обзывательство),"Ну, фантик, ты и чепуш.  • Это ведь потный чепуш, чемпион в супер тйжелом весе среди умaлишенных.  • Вот урод московский, чепуш местный.  • Бездарный унылый чепуш с кучей претензий на гениальность.  • Иди сюда, чепуш пакоцаная!  • Сдрисни отсюда раз и навсегда, чепуш огородный. ",#Общие ,NonNone,"чепушила, чепушило"
Чепуша,Это тоже самое что и чепуха.,наречие,NonNone,"
Чепуша
чепуха
Чепушило
чепух

Чепушный
Чепубеля
Чепуш
Чепёха

Чепушь
чепушка
чепьювин
Чепидрос

Чехнарь
Черлидер
чекать
Чепушило

",#Общие ,NonNone,NonNone
Чепушило,"неуважаемый человек, глупый.","-ы, ж. ",(обзывательство),"Я б этому вафелу сходу тарец разбил,если б этот чепушила при мне мурчать начал.  • Ты, чепушила недоделанная. • Чепушила , че уши распушила? • Чепушила, нафиг ты туда полез?  • Эх ты, чепушила!  • Бездарный, унылый чепушила с кучей претензий на гениальность.  • Посмотрел я все твои посты,такой ты чипушила, ппц. • Чипушила грёбаный, кому ты по жбану хочеш дать?  • Я-то знаю что ты малолетнее чепушило.  • Да я думал что он шарит! А он, оказывается, натуральный чипушила! ",#Общие ,"Возможно происходит от «человек, который говорит чепуху».","чепушила, чипушила, чипушило"
чепушка,Маленькое недоразумение средних лет.,NonNone,(Шараги),NonNone,#Общие ,NonNone,NonNone
Чепушный,(употр.,"-ая, -ое, -ы�.",NonNone,"Надо писюк  прикупить. Хыть самый чепушный, лавандоса  все равно мало... ",#Общие ,От чепуха.,ерундовый.
Чепушь,"чепуха, чушь.","-и, ж.",NonNone,"(1) Мда, шак какую-то чепушь несет. • И так симпатишная, на хер надо такую чепушь рисовать! • Про вас же всякую чепушь говорит.  • Чепушня какая-то, фантазия у _афтара скудная.(2) Надеюсь такой чепушь как я не не очень вас будет напрягать? •  Ты чепушь кто даун?  • Потому что ты чепушь!!!  • Добавляй в друзья я ж не чепушь.  •   Дибильный чепушь, додик.  • Ну ты, тля, и чепушня!  • Пусть эта чеховская чепушня поймёт кто в доме хозяин!!! ",#Общие ,NonNone,чепушня
чепьювин,"Человек, пьющий вино.","сущ., м.р",NonNone,NonNone,#Общие ,NonNone,NonNone
черви в сортире,Просто черви в сортире.,сортирик ,(колхоз),NonNone,#Общие ,В переводе с давнегреческого и от lat (sor-черви tir-фекалии).,лишь бы отложить личинку.
Червонец,"10  рублей, десятка.",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Червь,"разновидность компьютерного вируса распространяющиеся, в основном, через локальную или глобальную компьютерную сеть.","-вя, м. ",(айтишники),NonNone,#Айтишники ,NonNone,ворм.
Чердак,голова.,"-а, м.",NonNone,"Так вчера по чердаку съездили!!!  • Она слегка рехнулась, у неё «чердак съехал», «крыша потекла» на почве секса.  •  Счас дам по чердаку и ставни захлопнутся! — без особой злости пообещал сержант.  • Ещё будешь отвечать мне так — дам в чердак.  • Найду, чердак сверну!  • Отпили себе чердак тупой бензопилой!  • Можете засадить ему пулю в чердак, либо задушить - как хотите. ",#Общие ,NonNone,"кумпол, башка."
Череп,город Череповец Вологодской области.,"-а, м. ",(топоним),"Жалею, что не приехал в Череп, зато я встретил вас в Вологде. • А дорогу СПб-Череп знаю хорошо, часто мотаюсь.  • Ты был в Черепе и даже не позвонил, бу на тебя!  • Маршрут: Череп - Рыбинск - Ярославль - Сергиев Посад - Орехово-Зуево - Воскресенск. ",#Топонимы ,NonNone,NonNone
Череп,"отец, папа.","-а, м.",NonNone,NonNone,#Общие ,NonNone,NonNone
Черепа,родители.,NonNone,NonNone,"Мои черепа были за развод, пришлось их развернуть и крепко послать чтоб поняли что жить и выбирать как мне, а не им. •  Мои черепа — железнодорожники.  • А мои черепа щаз на море. ",#Общие ,NonNone,"предки, родаки."
Череповка,"мать, мама.","-и, ж.",NonNone,"Моя череповка разок сунулась ко мне в стол, и увидела тетку глухую. ",#Общие ,NonNone,NonNone
Черепушка,голова.,ж.,NonNone,У меня черепушка болит! ,#Общие ,NonNone,NonNone
черкаш,это когда ты сходил по большому в  туалет и у тебя осталась на унитазе полоска от говна.,сущ ,(ванная комната),"У тебя на трусах черкаш.
Скажи мне ты-черкаш? ",#Общие ,NonNone,NonNone
черкашь,часть коробка спичек покрытая серой по которой надо чиркнуть чтобы зажечь спичку.,"сущ., м.р",NonNone,NonNone,#Общие ,NonNone,NonNone
Черкни,"загляни в личное сообщение , проверьте, посмотри.",Глагол ,(Черкни в лс),NonNone,#Общие ,NonNone,NonNone
Черлидер,"участник (чаще всего участница) группы поддержки спортивной команды, которая выступает на стадионе перед матчем и в его перерывах.","-а, м.",NonNone,"Выступления черлидеров из Украины.  • Индивидуальный черлидер — сольный номер главного заводилы команды.  • Свердловские черлидеры — в десятке сильнейших.  • Мэрайя – капитан команды черлидеров.  • Танцуем танец чирлидера.  • Чирлидеры – группа поддержки, создающая своим выступлением благоприятный морально-психологический климат и обстановку «позитивного фанатизма» на стадионе. ",#Общие ,"Амер. cheerleader, означающее ровно то же самое, буквально — лидер болельщиков.",чирлидер
Чёрная шкатулка,"игра на основе ЧГК  или брейна , использующая вопросы пикантной тематики и намеки на нецензурную лексику.",NonNone,"(ИИ, термин)",NonNone,#Термины ,NonNone,кубок Ржевского.
Чёрная шкатулка,игра на основе ЧГК  или брэйна .,NonNone,(ИИ),NonNone,#ЧГКшники ,NonNone,NonNone
Чернила,дешёвые суррогатные креплённые плодово-ягодные вина.,"-ил, мн.",NonNone,"Эй, Семёныч, беги за чернилом, у меня рубль есть.  • Не, на водку не хватит, берём чернила.  • Купить чернил и выпить.  • В левой руке – бокал марочных чернил.  • По официальной информации, 42 процента доходов было получено от продажи водки, еще 30,9 процента — от реализации плодово-ягодных вин, которые в народе называют «чернилами». ",#Общие ,"Подразумевается краситель, которым придают цвет этому напитку.","(белорусск): чарнила чарла, чарлик"
