name,definition,type,group,examples,hashtags,story,synonims
Твербул,Тверской бульвар в Москве.,"-я, м. ",(топоним),"Ничевоки, выйдя на сцену, предложили, чтобы Маяковский отправился к Пампушке на Твербул (то есть к памятнику Пушкину на Тверском бульваре) и там чистил сапоги всем желающим.  • На Твербуле у Пампуша ждет меня миленок Груша.  • О фонарях на Твербуле и переносе памятника Пушкину.  • Чего только на Твербуле не встретишь...  • Вот теперь стою я на Твербуле. ",#Топонимы ,NonNone,NonNone
тверкать,танцевать под популярную музыку в сексуально - провокативной манере.,гл. ,"(интернет, социальные сети)",NonNone,#Общие ,NonNone,NonNone
твик,"Твики — удобные .reg-файлы, позволяющие делать изменения реестра, в зависимости от внутреннего кода.","сущ., м.р. ","(IT, технологии)","to give smbs nose a * ущипнуть кого-либо за нос подергивание;
to tweak one's strategy / plan / diet — скорректировать свою стратегию, план, диету   
tweak off — выкручивать. ",#Айтишники #Интернет ,"от англ. TWEAK гл. дергать, ущипнуть, щипать Syn : pinch.",NonNone
Твикс,"двойка, низкий баллл по пятибальной системе.",NonNone,(школа),NonNone,#Общие ,NonNone,NonNone
Твиксанутый,влюблённый.,"-ая, -ые",NonNone,"Саша, давным-давно и безнадежно твиксанутый в Аню.  • Эта парочка резко отличалась друг от друга и вместе они составляли твиксанутый микс.  • Песня о разногласии твиксанутых.  • Юноша, твиксанутый в мраморную статую.  • А я с апреля бьюсь, над тем что б развести двух твиксанутых.  • Дивная твиксанутая парочка. ",#Общие ,NonNone,втресканный.
Твин,"Второй аккаунт в онлайн игре, чаще всего неосновной и существует для передачи первому вещей или помощи.",NonNone,"(геймеры, интернет)",Надо бы перезайти на твина. ,#Геймеры #РПГ ,"twin - двойник, похожий.",NonNone
Твинк,"сильный, хорошо вооружённый, прокачанный персонаж компьютерной игры.","-а, м. ",(геймеры),"Как правило, основная цель твинков — побеждать в ПВП.  • Твинк – персонаж, созданный, как правило, специально для игр на полях боя на низкий уровнях.  • Твинк — это перс, экипированный наилучшим возможным для своего уровня образом и созданный только для игр на БГ.  • Есть люди, которые делают твинков, чтобы расслабиться и поиграть в свое удовольствие. ",#Геймеры ,NonNone,NonNone
Твинк,Дополнительный персонаж/аккаунт.,"сущ., м.р. ",(геймеры),У кого есть свободный твинк? ,#Геймеры ,NonNone,NonNone
Твинс,"Пушка в компьютерной игре: ""Танки онлайн"" , пушка с двумя стволами и без перезарядки.","Сущ. м.,р ",(Танках),"Я играл на пушке ""Твинс"" С корпусом ""Хорнет"". ",#Геймеры ,NonNone,NonNone
твинцест,романтические или сескуальные отношения между близнецами.,"сущ., м.р.",NonNone,NonNone,#Общие ,от англ. twins- близнецы.,NonNone
Твитнуть,запостить новость в твиттер.,сов. неперех. ,(интернет),"Он твитнул, что собирается ехать в Питер, надо бы к нему подмазаться.  • Где взять кнопку «твитнуть» для сайта?  • Уго Чавес твитнул о самочувствии.  • Ты только что твитнул свою мысль.  • Я ещё со второго своего аккаунта пару раз твитнул.  • Подписался на твитер и твитнул статью. ",#Интернет ,NonNone,ретвитнуть.
Твиттер,социальная сеть коротких сообщений в интернете (микроблог) twitter.com.,"-а, м. ",(интернет),"Когда вы указываете в твите своё местоположение, Твиттер сохраняет его.  • Твиттер в последнее время серьезно вошел в жизнь обитателей Интернета.  • Чем является Твиттер (статус-сервисом, сервисом микроблогов), и чем он не является (чатом, форумом, гостевой книгой, свалкой ссылок). ",#Интернет ,NonNone,NonNone
Твиттерский,"человек, активно пользующийся Твиттером.","прил., м.р. ",(Интернет),Мой друг - типичный твиттерский. ,#Интернет ,tweet(англ.) - щебетать.,NonNone
Твиттерянин,пользователь твиттера  — микроблога twitter.com.,"-а, м. ",(интернет),"На сегодняшний день в мире насчитывается 190 млн твиттерян, которые каждый день создают 65 млн твитов.  • В рамках интернет-проекта минской милиции «Перехват» твиттерянин прислал фото, на котором запечатлены личные авто сотрудников городского отдела милиции № 2.  • В среднем «твиттерянин» читает 102 пользователей, лишь один из десяти не читает никого.  • На данный момент существует несколько каталогов русскоязычных твиттерян. ",#Интернет ,NonNone,NonNone
твич,Сайт для трансляции видео игр в прямом эфире.,"сущ., м. р. ","(интернет, видеоигры)",Геймплей новой игры всегда можно заценить на твиче. ,#Общие #Социальныесети #Геймеры ,"Oт англ. twitch – дёргаться, подёргивать.",NonNone
Твои родители ...,Некая шутка (см. Фрагменты текста с этим словом).,словосочетание ,(Издевающиеся люди),"-Твои родители охотники?
-Нет
-Тогда откуда у них такая красивая шкура. ",#Общие ,NonNone,NonNone
Твои родители случайно не кондитеры,Один из вариантов тупого подката в социальных сетях.,вопрос ,(Пикап Мастери),"-Твои родители случайно не кондитеры.
-Нет. А что?
-Тогда от куда у них такая крошка. ",#Общие ,http://vk.com/tvoi_roditeli.,"твои родители случайно не пиротехники, твои родители случайно не пираты, твои родители случайно не аптекари."
Твой учитель русского Т9,"так говорят о человеке пишущем неграмотно, с ошибками.",NonNone,NonNone,"— Памаги мне сделать дамашнюю роботу.  — Твой учитель русского т9?  • Раньше грамотно писать учили учителя русского языка, а сейчас т9.  • Т9 мой учитель русского языка.  • За все учебные годы учителя не могли научить меня нормально русскому языку, а т9 научил за полгода. ",#Общие ,NonNone,NonNone
Творкаешь,- что делаешь?.,Глагол ,(Повсеместно),NonNone,#Общие ,NonNone,NonNone
Творобушек,сочетание творога и воробья-воробушек.,"сущ., м.р.",NonNone,NonNone,#Общие ,NonNone,NonNone
Твоя мама,Очень хороший человек.,словосочетание ,(Общая),Вчера ходил в кино с таоей мамой. ,#Тюремныйслэнг ,NonNone,"Шлюха, шкура, проституткп."
Твп,Сокращение от twenty one pilots.,"Сущ., м. р. ",(Фанаты группы),А ты слушаешь твп? ,#СлэнгФанатов ,NonNone,NonNone
ТГП,теория государства и права —  предмет изучения в вузах.,аббрев ,(студенты),"Я думал - все, жизнь удалась, я сдал ТГП, да не просто сдал, а сдал на 5.  • Шпоры по ТГП.  •  В системе подготовки студента по направлению юриспруденция ТГП занимает базовое положение.  • Вопросы к экзамену ТГП.  •  2-3 последних года студенты стабильно «заваливают» ТГП (причем: чем дальше – тем хуже).  • Сдала госэкзамен по ТГП (на 3 с предупреждением), что не есть хорошо. ",#Студенты ,NonNone,NonNone
Тгц,"в тгц измеряеца сила вброса, исчисляемая количеством комментов.",сокр. нескл. ,(каменты),"Тут мог быть камент, который добавит рейтинга этому вбросу по набранным тГц. • Даже если мы вин тгц и омфг 5-0 все равно будем вторыми.  • На этом сервере существуют ТГЦ карты, которые игроки приобретают за нал, баксы либо рубли. ",#Интернет ,Сокр. от трахтенгерц - единица измерения силы вброса.,трахтенгерц.
"Те же яйца, только в профиль",Повторяющаяся ситуация.,NonNone,(разг.),NonNone,#Общие ,NonNone,"Те же яйца, только сбоку"
Театрал,"игрок, который занимается проведением красивых театральных действий в игре.","-а, м. ",(ролевики),NonNone,#Ролевики ,NonNone,NonNone
Театралка,"Ролевая игра, где основное внимание игроков и мастеров уделяется антуражу и красоте действия.","-и, ж. ",(ролевики),NonNone,#Ролевики ,NonNone,NonNone
тегнуть,"добавить тэг - ассоциировать что-то с меткой, коротким заголовком, отметкой - тэгом.",гл.,NonNone,NonNone,#Социальныесети ,NonNone,NonNone
Тегула,кровельная черепица.,"-ы, ж. ",(строительн.),"Тогда тегулой и не пахло, и вообще мягкая кровля была экзотикой и относились к ней с опасением.  • Тегула (плоская черепица с загнутыми наверх краями) и имбрекс (пустотелая черепица с впадиной в верней стороне для отвода дождевой воды). ",#Общие ,"Лат. tegula, означающее примерно то же самое.",NonNone
Тегула,"нечто типа чешуйки, элемент конструкции тела некоторых насекомых.","-ы, ж. ",(биолог.),"Тело черное; ротовые щупики красно-желтые; жгутики усиков, тегулы и птеростигмы темно-бурые.  • Среднегрудь с подвижными пластинчатыми выростами — тегулами. ",#Общие ,NonNone,NonNone
Текать,"уходить, покидать определенное место.",несов. неперех.,NonNone,"Ну чё, текаем с последних двух уроков? ",#Общие ,От укр. тікати — бежать.,"тикать, драпать, сматываться, делать ноги."
Текстиля,район Москвы близ станции метро «Текстильщики».,NonNone,(топоним),"Поздним вечером на кухне московской коммуналки на текстилях.  • Для внутреннего пользования обитателей корпуса Вышки на текстилях и тех, на кого это место производит неизгладимое впечатление.  • Полагаю, предсказуемее будет на метро до Текстилей и там электричкой до Царицыно. •  Я молод, весел красив, я живу в Текстилях.  • Уверен, что многие водят своих детей в бассейн в Текстилях.  • Кафе-бар «Встреча» в Текстилях, на ул. Саратовской. ",#Топонимы ,NonNone,текстили
Текстовать,писать текстовые сообщения с мобильного устройства.,несов. неперех. и перех. ,(интернет),"(1) Люди стали ленивы, они смотрят на все через зрачок своих iPhone, щелкают, текстуют и идут дальше.  • Ужин с подругой и она текстует все время.  • Пенсионер на лавочке в принципе равен любому текстующему без умолку айфонщику.  • Текстуйте или звоните на номер...  • Дети у меня текстуют направо и налево. А мне потребовалось очень много времени, чтобы набрать короткий текст.(2) Чет мне кажется, Вы вообще не о том текстуете.  • Всем лень текстовать, отжимают слова до минимальных символов.  • Люди, я думаю о многом, о многом текстую.  • Текстуйте стихами тогда.  • Не хочешь, чтобы тебя понимали – так не текстуй. ",#Интернет #Общие ,NonNone,NonNone
теку,"Человек, испытывающий возбуждение.",гл.,NonNone,NonNone,#Общие ,NonNone,NonNone
телагейцы,Фанаты пары певицы Пелагеи и хоккеиста Ивана Телегина.,NonNone,NonNone,"
Телега
Тёлка
телки
Телефонка

телебен
Телоид
Тело
телеглаз

Тело
телеш
Тележить
Телик 

телепорт
телик
Телега
Телебрейн

",#СлэнгФанатов ,NonNone,NonNone
телебен,"Алкогольный напиток-коктейль, который содержит в себе любой алкоголь и все возможные безалкогольные напитки.",существительное ,(алкогольная),Сделай мне пожалуйста телебен. ,#Общие ,Однажды в компании было придумано.,"""ответртка""-водка с сокой."
Телебрейн,телевизионная версия «Брейн-ринга ».,NonNone,(ИИ),NonNone,#ЧГКшники ,NonNone,NonNone
Телега,текст песни (композиции) или читки.,"-и, ж. ","(музыка, рэперы)","Минуса хорошие подобрать что бы не облажаться так давайте же телегу составлять.  •  Вместо многословных «телег» Вис стремительно читал лишь одну фразу.  • Поместили свои телеги, да и телеги других поволжских групп, в рап сборники. • Чтобы забацать неплохую телегу нужен именно хриплый голос? •  Первая наша телега «Держись» понравилась всем нашим друзьям.  • Рэп-телеги «Кирпичей» - одни из самых корочных в российском рэпе. ",#Рэперы ,NonNone,NonNone
Телега,"донос, докладная.","-и, ж.",NonNone,Эта стерва на меня телегу в деканат катает. ,#Общие ,NonNone,NonNone
Телега,легковой автомобиль.,"-и, ж",NonNone,Телегу новую собираюсь купить. ,#Общие ,NonNone,"тачка, бричка."
телеглаз,телевизор.,сущ. м.род ,(домашнее),"ну-ка, включи телеглаз, помотрим, что там творится. ",#Общие ,отец когда-то так говорил.,NonNone
Тележить,"беседовать, обсуждать; распространять информацию.",несов. неперех. ,(гопники),"(1) Аллё, Вася, подъедь, пацаны тележить хотят!  • Мне с тобой не  по понятиям тележить,  ты чмо опущеное.  • Давай об вопросах спасения мироздания тележить у костра, а не у монитора.  •  Объяснять дальше и «тележить» не вижу смысла.  • Тема для этого и создана,чтоб тележить в ней с утра до ночи о чём никто не знает.  • Если ты неадекват и не можешь вникнуть в суть, то о чем с тобой тележить можно!?(2) Если он мне начнёт тележить или наезжать, посажу на перо без всяких раздумий.  •  Девушки, хватит тележить какие вы несчастные!  • Сразу можно говорить что я этого не делал и не тележить!  • Только не надо тележить, что это нормально.  • Начали мне тележить что я злостный нарушитель. ",#Гопники ,NonNone,"базарить, ботать, бакланить."
телепорт,центр телепортации - перемещения из одного места в другое.,"сущ., м.р ",(игры),NonNone,#Общие #Геймеры ,NonNone,NonNone
Телефонка,"синхронная игра, проводящяся дистанционно, в режиме реального времени с зачтением вопросов и приёмом ответов по телефону.","-и, ж. ",(ИИ),NonNone,#ЧГКшники ,NonNone,NonNone
Телефонка,"то же, что турнир ЧГК телефонный.","--и, ж. ","(ИИ, сленг)",NonNone,#Сленг ,NonNone,NonNone
телеш,обрезок дерева.,NonNone,(интернет),лежи дальше как телеш. ,#Общие ,метафора.,тупой.
Телик,телевизор.,"-а, м.",NonNone,"Включи телик!  • Как же давно я не смотрел телик.  • То, что не показывают по телику.  •  Просмотр телека — первый признак неисправности компа. ",#Общие ,NonNone,телек
телик,"Телефон, телефончик, мобильный телефон.","сущ., м. р. ",(почти все),Сейчас буду звонить по телику. ,#Общие ,NonNone,звонилка.
Тёлка,девушка.,"-и, ж. ",(гопники),"Я сегодня такууую тёлку подцепил!..  • Вот это тёлка!!!  • Моя тёлка круче, твоя тёлка шняга  • Бухая, не умеющая водить тёлка поехала за добавкой.  • Подцепил телку на улице: мужик ехал на мажорной машине ну и кончено на него повелась девка.  • Сегодня тёлка красивая, молодая, завтра она старая и никому не нужная. ",#Общие ,NonNone,"чувиха, чика, коза, чикса."
телка,"Девченка, девушка - подросток, девушка с которой можно весело провести время.","сущ., ж. р. ",(гопники),NonNone,#Общие ,NonNone,NonNone
телки,Девушки.,Сущ. ,(не культурные люди),Клёвые тёлки. ,#Общие ,NonNone,баба.
Тело,"человек, игрок, персонаж.","-а, ср ",(геймеры),В подземелье нид тело фул А7. ,#Геймеры ,NonNone,NonNone
Тело,"отзыв о человеке, который не представляет из себя личность.","-а, ср.",NonNone,NonNone,#Общие ,NonNone,мясо.
Тело,мобильный телефон.,"-а, ср.",NonNone,"Дай тело позвонить.  • Со временем акум в теле начинает садится быстрее. • Нет бы чтоб спросить у кого нить тело позвонить.  • Купил тело нокиа 5230 навигатор едишн с картами.  • Продам тело ETEN G500, на запчасти или в ремонт.  • Если на это тело позвонить, то вместо ответа тоже шум.  • Шел я по улице достал тело позвонить, а на дисплее крякозябры. ",#Общие ,NonNone,"мобила, мабила."
Тело,"пренебрежительное обращение к незнакомому человеку, или упоминание его.",NonNone,(гопники),"Слышь ты Тело! К тебе обращаюсь! • Вон тело пошло, мяса кусок. ",#Гопники ,NonNone,"туловище, кусок мяса."
Телоид,"объемное тело, имеющие форму тела.","-а, м. ",(упячка),Телоид Чаке негодуе!!!11 Медведев — шмель!!!! •  ЖЖЖЖЖадинадинадин  Телоид гландэ!!!!111!!  • Телоид голактеко опасносте 1адинадин1111111  • Телоид он кагбе говори нам - свобода равенство упячка! • Гелий телоИд рАзупЛотНенный Гелий.  • Телоид попячтся!  • Пепяка телоид жепь ебрило адин11111адинадин.  •  Телоид какой-то и что с того.  • жИВОТнЕ теЛОид Чо чО УПячка.  • Телоид мжвячни. ,#Упячка ,NonNone,NonNone
Тёлочка,эффектная девочка.,"-и, ж.",NonNone,Какая тёлочка прошла!.. ,#Общие ,NonNone,чика.
тельчик,Телефон.,NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Тем паче,"тем более, тем не менее.",нареч.,NonNone,"Завтра на море не получится поехать - я работаю, тем паче дождь обещают. ",#Общие ,NonNone,NonNone
Тема,основная единица представления задания в «Своей игре ».,"-ы, ж. ","(ИИ, термин)",NonNone,#Термины ,NonNone,NonNone
Тёма,культовый русский веб-дизайнер Артемий Лебедев.,имя собств. ,(инет),"Ну если уж сам ТЁМА говорит, что у нас хороший сайт, тогда ничего менять не будем! •  С одной стороны Тёма говорит правильные вещи... С другой он их часто никак не аргументирует... С третьей, как можно наример аргументированно доказать параграф «о простоте дизайна»?  • То, что Тема пишет в своих параграфах зачастую является бледным подобием того, что можно почерпнуть в оригиналах. •  Ёртёмёй Лёбёдёв (Артэмий Лэбэдэв) писал о том, что зря соединены точка и запятая на одной клавише. • Тёма говорит об употреблении мата и русском языке в целом. ",#Интернет ,NonNone,"Ёртёмёй Лёбёдёв, Артэмий Лэбэдэв, Татьяныч"
Тема,"что-то класное, то, что цепляет.","-ы, ж.",NonNone,NonNone,#Общие ,NonNone,NonNone
Тема буквенная,"то же, что тема матричная.",NonNone,"(ИИ, термин)",NonNone,#Термины ,NonNone,NonNone
Тема матричная,"тема «Своей игры», в которой все ответы обязательно содержат набор букв, указанный в названии темы.",NonNone,"(ИИ, термин)",NonNone,#Термины ,NonNone,тема буквенная.
Тематичный,используется для описания предмета высокого качества.,NonNone,"(-ое, -ая)","Мы тут недавно с пацанами такую тематичную вещь купили! Слышь, братан, зацени тему. ",#Общие ,NonNone,"качественный, супер, классный."
Тёмная,назначенная драка в назначенном месте из-за какого-либо конфликта.,NonNone,(подростки),Мы на этой тёмной все глаза друг другу повыцарапываем! ,#Общие ,NonNone,"стрелка, разборка."
Тёмный романтик,"молодёжная субкультура, романтика которой заключается в любви к ночи, тематике кладбищ, черепов, вампирам, фэнтезийным существам, одним словом ко всему тёмному, что у обычного человека может нередко вызвать мурашки или же отвращение.",NonNone,(неформалы),"Тёмные романтики — это не херки, ни в коем случае не путать/смешивать эти субкультуры нельзя.  • Ты гот или темный романтик?  • По своей натуре - я темный романтик, меня привлекают мистические тайны Бытия.  • Гот, Темный Романтик, тафофил, немного криптофил и танатофил.  • В конце концов, он — поэт, а я —  пессимист и неуклюжий темный романтик. ",#Общие ,NonNone,NonNone
Темовский,"хороший, великолепный.","-ая, -ое, -ые",NonNone,"Это темовская игруха!  • Это темовский фильм!!!  • Темовские картинки!  • Есть темовский способ зарабатывать деньги.  • Спасибо огромное, очень темовские экшены! • Темовская песня, надеюсь, она понравится не только мне!  • Послушайте самые темовские бассы целыми альбомами и по одной песне.  •  Joomla движок самый темовский, всё что хочешь сделать можно под него.  • И чо там, он темовский, красивый? ",#Общие ,NonNone,"клевый, классный, гламурный, кошерный."
Тен тен,героиня культового аниме Наруто.,имя собств. ,(аниме),Её кумир Цунаде и Тен Тен мечтает стать такой же великой ниндзя как и она.  • Прическа Тентен в стиле оданго также напоминает ушки панды. • Когда у Тен Тен кончалась последняя чакра Канкуро и Темари нанесли атаки вместе. ,#Аниме ,NonNone,NonNone
тенге,национальная валюта Казахстана.,NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Тендер,"Коммерческий конкурс, объявляемый заказчиком между потенциальными исполнителями конкретного заказа.","сущ., м.р ","(продажа, маркетинг)",NonNone,#Общие #маркетинг ,NonNone,NonNone
тенито,Очень худой человек.,NonNone,(Жизненрое),Ты худой как тенито. ,#Общие ,Диалект Чувашии.,NonNone
Тентель,телевизор.,"-я, м.",NonNone,"Пойду тентель смотреть, может чего интересного покажут.  • Не смотрю тентель, вот реально не смотрю его.  • Можно-ли к этому тентелю подключить внешний жесткий диск? • У меня антенны китайческие, обычные усы-по-два-на-сторону, но приём вполне приличный — тентель адзест японский.  • Тентель мне природу заменил.  • По тентелю показывали что к 2014 году токо цифровое будет. ",#Общие ,NonNone,"ящик, долбоящик, зомбоящик, дебилизатор."
Тёпанша,женщина зрелых лет.,"-и, ж.",NonNone,"Эта та тепанша, которой ты делал евроремонт?  • Подожди, сейчас эта тепанша пройдет.   • Разводила их в загсе тёпанша в больших квадратных очках с глазами навыкате.  • Эта тёпанша будет презиком? Тогда всё - уезжаю в Гондурас.  • Проходите же вперед, там столько места, – горлопанит тёпанша.  • Жила одна тепанша, мирно жила, наркатой торгавала.  • Ты усё-таки очянь очянь клёвая тёпанша. ",#Общие ,NonNone,"тётка, тётя."
Тера,ММоРПГ «TERA» — «The Exiled Realm of Arborea» (прибл.,сущ. ж.р. ,"(геймеры, РПГ)","«Тера» планируется к выходу в начале 2011 года, а пока проходит стадию закрытого бета-тестирования. ",#Геймеры #РПГ ,от англ. аббрев. «TERA».,NonNone
Тервер,теория вероятности —  раздел математики.,"-а, м. ",(студенты),"Мы решим Вашу контрольную работу по высшей математике, терверу и бесплатно проконсультируем по готовому решению по ICQ или e-mail. • Если ты собираешься играть по уже готовой стратегии то тервер не нужен.  • Тервер у меня был давно и неправда, ни одного учебника с тех пор не сохранилось. ",#Студенты ,NonNone,теорвер
теребить,самоудовлетворение.,глаг.,NonNone,NonNone,#Общие ,NonNone,NonNone
теребонить,"Теребонить, теребонькать - это дрочить.",гл. ,(интернет),NonNone,#Общие #Гопники ,NonNone,NonNone
теребонька,"так говорят про человека, который любит порезвится с самим собой, или типа того.",сущ. ,(школьники в интернете),"""ну ты и теребонька, хз""
""ты что, теребонькаешь?"". ",#Общие ,"мем с улыбающимся человечком, нарисованным в пеинте в 2014-ом. автор картинки говорит, что человечка звать ""диб"".",NonNone
теребонькает,"см Тереть шкуру, теребонить.",гл.,NonNone,NonNone,#Общие ,NonNone,NonNone
теребонькай,"Теребонькать (от слова ""теребить"") - значит мастурбировать.",гл. ,"(интернет, социальные сети)",иди фасольку теребонькай. ,#Общие #Интернет ,"Термин ""ТЕРЕБОНЬКАТЬ"" появился с сайта pikabu.ru в данный момент можно перевести как мастурбация или онанизм,в зависимости от пола человека.","рукоблудить, мастурбировать."
теребонькать,слово теребонькать также произошло от всем известного слова «теребить».,NonNone,NonNone,NonNone,#Общие ,По некоторым не проверенным источникам слово теребонькать впервые появилось от пользователей на сайте Пикабу.ру.,"дёргать, теребить, щипать и т.п."
Тереть шкуру,"присутствовать, появляться, часто бывать.",NonNone,NonNone,Он частенько в этом клубе шкуру трет. ,#Общие ,NonNone,засвечиваться.
тереш,"что-то необычное, не нормальное.",NonNone,(подростки),NonNone,#Общие ,NonNone,NonNone
Териантропы,"субкультура, считающая себя «разумными зверями в человеческих телах».",NonNone,(субкультура),NonNone,#Общие ,Греч. therion (θηρίον) - зверь.,"терианы, террики"
Тёрка,разговор.,"-и, ж. ",(гопники),"К 5 часам утра, путем долгих тёрок, переговоров и рассуждений уважаемые люди пришли к общему мнению: в условиях суровой реальности необходимо выработать единую цель, вокруг которой можно сплотить «четких» и «ровных» пацанов во всей России.  • Пошли перетрём! •  Предлагаю завязывать беспонтовые тёрки и искать другие темы.  • Ровный пацан тёрки двигать умеет и как чё не по панятиям сразу стрелу забивает. ",#Общие #Гопники ,NonNone,базар.
Тёрка,разговор.,"-и, ж. ",(гопники),(1) Давай перетрём (Давай обсудим). (2) Что у вас за тёрки (Что у вас за проблемы?). ,#Гопники ,NonNone,NonNone
Тёрка,Разговор.,"-и, ж.",NonNone,Пойду потру с ним. ,#Общие ,NonNone,NonNone
Терка,"Мобильная игра ""Террария"", созданная компанией 505 Games.","сущ., ж.р. ",(мобильные геймеры.),Пошли после пары в терку долбанём? ,#Геймеры ,NonNone,NonNone
Тёрки,напряженное общение с предполагаемыми проблемами.,"-ок, ж. мн.",NonNone,NonNone,#Общие ,от русск. тёрка.,проблемы.
Термех,теоретическая механика — предмет изучения в вузах.,"-а, м. ",(студенты),"Завтра экзамен по термеху, надо бы конспект полистать.  • В отличии от Яблонского и Тарга, в Мещерском задачи по термеху разделены по параграфам.  • Как решить задачу по термеху?  • Решение задач, курсовых работ по термеху.  • Преподаватель великолепный. У него теормех становится понятным. ",#Студенты ,NonNone,теормех
Терминатор,"человек, выглядящий угрожающе, опасно, грозно.","-а, м.",NonNone,"Ну ты прям терминатор.  • Выходит такой терминатор... • несколько братков наехали на нового русского, а у него был охранник-терминатор дядя Гена. •. ",#Общие ,От названия культового фильма «Терминатор».,NonNone
Терпач,"жертва, человек, над которым можно поиздеваться, то же, что и терпила.","-а, м. ",(гопники),"А поцан на терпача похож.  • Этому терпачу светит тока стать легче на айфон, коли занесет его нелёгкая в пацанские районы.  • Подогрели вчера с Диманом терпачка того. ",#Гопники ,NonNone,"терпачок, терпачила"
Терпила,"жертва, человек, над которым можно поиздеваться, ограбить; слабый, не способный постоять за себя.","-ы, ж. ",(гопники),"Круглый, говорит, терпила ты, тереш, сейчас в натуре тобой поляну накрою. • Поведутся на эту лажу только такие же терпилы, как и он сам. • Терпила, к которому они заявились, встретил гостей картечью из охотничьего ружья. • Какой ты русский, ты, терпила? / О жалобах своих забудь, / Пока не рихтанули рыло./ Ты — лох позорный, тихо будь.  • Все кто чоткие и ровные могут заходить сюда, если ты терпила или лох, проходи дальше.  • Ну а если к тибе терпиле подканали с ножикам или узрозами и гаварят, дай тилифон а то зарежу тута да перед тобой полный отмарозак. ",#Гопники ,NonNone,терпило
Терпила,"потерпевший, признанный жертвой уголовного преступления во время следствия или суда.","-ы, ж. ",(менты),"Терпила перекатилась через капот, и нее всего лишь перелом пальца?  • Написав следователю расписку о принятии имущества на хранение, терпила будет уверен, что его имущество надёжно гарантировано от посягательств?  • Окрыленный высоким доверием «терпила» с большой степенью вероятности начнет давать дополнительные показания.  • Очная ставка необходима для выяснения возможных противоречий в показаниях подозреваемого (обвиняемого) и терпилы.  • Следствие  же ведь держицца только на показаниях терпилы. ",#Общие ,NonNone,терпило
Терпило,"жертва, человек, над которым можно поиздеваться; слабый, не способный постоять за себя.","-ы, м.",NonNone,"Реальный пацан  —  тогда заходи, а если терпило  —  на Х.. иди!  • Хуле - терпило раённое нинавидит гопов.  • Ты не пацан, ты терпило!  • В инете смелый,а по жизни  — терпило.  • Побили слегка по печени для профилактике и в результате воспитательной работы выяснилось, шо терпило сам виноват. ",#Гопники ,NonNone,терпила
терра,Определённая местность в игре.,сущ. ж.р. ,(геймеры),"Мы терру захватили.
На этой терре уже были персонажи противника. ",#Геймеры ,"сокращённая форма от слова ""территория"".",NonNone
Теры,Команда и члены команды «террористов» в игре «Counter-Strike».,сущ. м.р. мн.ч. ,"(геймеры, шутеры, Контр-Страйк)","Заложники находятся в той комнате, где их посадят теры, и эта комната считается не игровой. • За одним ящиком два тера не сидят. (поговорка). ",#Геймеры #Шутеры #Контр-Страйк ,сокр. «террористы».,"терроры, терики, T."
Тесак,"Максим Марцинкевич - русский нацист, ловец педофилов, обладатель двух ходок в места, не столь отдалённые.","сущ., м. р. ",(интернет),Тесак. ,#Общие ,NonNone,NonNone
теска,"Если двух людей зовут одинаковыми именами, например: Оля и Оля.
Это значит что они тёски.",NonNone,NonNone,"-Меня зовут Оля!)
-Я тоже Оля!)
-Мы с тобой тёски!
-Прикольно!). ",#Общие ,NonNone,тезка
Тестер,"эксперт, проверяющий пакет вопросов  до отыгрыша его на турнире.","-а, м. ","(ИИ, термин)",NonNone,#Термины ,NonNone,NonNone
