name,definition,type,group,examples,hashtags,story,synonims
Барыжничество,мелкая частная торговля.,"-а, ср.",NonNone,"(1) На тюрьме, в отличии от зоны, барыжничество (то есть, купля-продажа) не приветствуется. Что касается доменного барыжничества, то хороший домен просто сокращает путь к успеху. (2) Мог-бы  без проблем задвинуть пачку дисков по двойной цене, — вот это было-бы  барыжничество. Извините, товарищи, но барыжничество не нужно поощрять. Фу.. это барыжничество — продавать своим. (3) Ты не заметил что эта конфа не для барыжничества и не для рекламы? В дальнейшем предлагаю за барыжничество банить. ",#Общие ,NonNone,"см. также. барыга, барыжить."
Бас,"автобус, чаще всего имеется в виду специально нанятый для поездки на матч в другой город.","-а, м. ",(футбольные фанаты),"После матча. загрузились в басы и уехали. • Т.к на этой остановки остановились все басы, то представьте себе не одна сотня пьяных Фанов в придорожном кафе!  • Где-то в лесу полисы перегрузили казанцев уже в родные басы и отправили домой. ",#Общие ,NonNone,бус
Бас,"лидер, вожак.",NonNone,(Школьники),"Пример: Ты думаешь будто Бас с будуна
Отличная идея Бас! ",#Общие ,От казахского - голова.,"Главный, лидер, депутат."
басаня,"Выдуманный человек, сидящий в тюрьме, по словам других, силен и опасен.","сущ., м.р ",(общество),"-Ну ты и опасный, прям как Басаня
Щя Басане позвоню, тебе хана. ",#Тюремныйслэнг ,NonNone,заключенный.
Басик,бассейн.,"-а, м.",NonNone,"А потом все пошли в басик купаться.  • мы сегодня были в басике, мелкая наплавалааась...  • Недавно пришла из басика и солярия, отлично поплавала и позагорала.  • У нас просто новый построили басик такой хороший и водичка теплая.  •  Rто же летом в басиках купается, а реки и озера?! ",#Общие ,NonNone,NonNone
Басист,Тупой чел.,м. употр. в л. р.,NonNone,"Я не знаю, сколько будет дважды три, я басист! ",#Общие ,NonNone,"блондинка, тормоз."
Баскет,баскетбол — спортивная игра.,"-а, м.",NonNone,"Я ушел играть в баскет.  • Советы по игре в баскет. • Я в баскет играю давно, обычно по вечерам собираемся с друзьями.  • На улицах или паркетах мы играем в баскет / Стирая об асфальты кеды, мы играем в баскет / Ради одной победы, мы играем в баскет Зимою или летом, мы играем в баскет.  • Живу в магнитогорске играю в баскет 3 года ща 4-ый пошел.  • А в баскете мяч должен быть либо черным, либо коричневым, и обязательно кожаным. ",#Общие ,NonNone,NonNone
Баско,"значит все на данный момент очень хорошо и приятно, либо что-то только что удалось на славу.",нареч.,NonNone,Вот ведь баско отдохнули! ,#Общие ,NonNone,"круто, клево, зашибись."
Басня,"Вранье, неправда.",ж.,NonNone,Что ты мне басни рассказываешь! ,#Общие ,NonNone,NonNone
Басорама,"Рекламная панель с подсветкой, устанавливаемая на крыше транспортных средств (автобусы, такси).","сущ., ж. р. ",(продажа),NonNone,#Общие #маркетинг ,NonNone,NonNone
Басота,"команда гопников; группа людей, объединенных общими целями и интересами; друзья.","-ы, ж. ",(гопники),"Сейчас у парня другая компания достойных людей, а та самая «басота» потом пролила немало слез.  • Ближе к вечеру, когда вся наша басота уже разошлась, а нас осталось только трое...  • Например собралась басота Дредов пошли вместе и всех отрезкилели.  • А на какие скажите шиши наша басота с администрации и с мэрии должны летать в Штаты и Канны?  • Пришла басота в школу и отобрала у всех все деньги. ",#Гопники ,NonNone,NonNone
Баста,"хватит, довольно, достаточно; окончание, остановка чего-либо.",междометие и предикатив,NonNone,"Ещё чуток поработаем и баста.  • Всё, баста, пора и о выходных подумать.  • Баста, начинаю нормально питаться. ",#Общие ,"от слова basta, которое в итальянском, немецком и французском языках имеет то же значение.","шабаш, стоп, финиш."
Басче,"лучше, качественней.",нареч.,NonNone,"Что то типа диспетчера задач виндоса но проще и басче.  • Басче рубашки - свитерка не придумали ничего!  • Какая видюха басче?  • Поддерживаю тех людей которые считают что 2.Х версии басче.... 5.Х красивее, не спорю.  • Да и электроника кажись при пониженной температуре басче работает.  • Он басче всех!  • Говорил что бензин 98 и этот керосин очень похожи, только керосин еще басче.  • Второй вариант басче. ",#Общие ,NonNone,круче.
Басява,"отличный, замечательный.",нареч.,NonNone,"Этот парень такой басявый.  Заправлялся вроде как на самой басявой заправке в городе, а.эффекта ноль. ",#Общие ,NonNone,классный.
Басяво,"круто, хорошо.",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Басявый,"хороший, отличный от чего либо.","-ая, -ое, -ые",NonNone,"Басявый музон!!! • Басявый голос - откуда они такой достали?  •  Ты реално басявую идею подкинул.  • Да, первый самый басявый, понравилось. ",#Общие ,NonNone,NonNone
Бат,почтовая программа The Bat!.,"-а, м. ",(айтишники),"(1) Жаль конечно, что в бате нельзя проверять прочитано письмо, или нет. Но на аутглюк я переходить не собираюсь! (2) Сначала бат качает через фтп ещё один бат, а потом call commands.bat. ",#Айтишники ,NonNone,NonNone
Батан,"чел, который слишком хорошо учит задания, зубрит всё подряд.","-а, м. ",(студенты),"Я батан! Всё учу, зубрю.  • 5 по языкознанию!!!! Хиххи я батан! У меня все пятерки!!! Во всех 2ух сессиях!!! • Мой одногруппник являющийся батаном и прекрасно разбирающимся в дискретной математике успешно завалил зачет.  • Я батан из 4 экзаменов в сессии 9,9,8,9, а завтра гос самый последний.   • Батан не тот, кто учится на 5, а тот, кто кроме учебы ниче не могет, в общем зацикленный на науке человек.  • У нас много батанов, которые сдали на 3!!! Вот училка втык получила!!! ",#Студенты ,NonNone,"ботан, ботаник"
Батанить,"зубрить, учить, чрезмерно увлекаться учебой.",несов. неперех. и перех. ,(студенты),"Буду батанить весь семестр! хочу стипендию, оооочень!!!  • Во забатанил чел, и не скажешь, что еще вчера бухал компашкой.  • Как так я двойку получил, надо исправлятся... и домой батанить быстрей, быстрей!  • И еще 6 лет батанить перед сессией!  • Батанить и соображать разные вещи.  • Надо ходить, батанить, грызть гранит науки! ",#Студенты ,NonNone,ботанить
Батва,Любая вещь.,"-ы, ж. ",(гопники),Че за батва??? ,#Гопники   #,NonNone,фигня.
батич,"слово происходит от другого слова ""папич"".",батич ,(геймеры),NonNone,#Геймеры ,NonNone,NonNone
батка,"Батарейка, источник электричества для автономного питания разнообразных устройств.",сущ. жен.род ,(общие),"Если ты идёшь в магаз, то купи заодно батки. Фонарик сдох, так как батки сели. ",#Общие #Интернет ,"Сокращение от ""батарейка"".",NonNone
Батл,"соревнование, участники батла доказывают кто из них лучше двигается, рисует граффити, читает рэп и т.д.","-а, м. ","(рэперы, хип-хоп)","Батл будет приблизительно по такой схеме: 1. Презентация по одному треку на сцене. 2. Батл фри.  • Батл с нормальными судьями и призами.  • Но, по сути батл будет между 2-3 участниками группы ГР. • Я просто хочу батл между БЦ реперами!  • Ты идёшь завтра на танцевальный батл?  • Я забиваю тебе батл. • И было решено провести рэп-батл. Называться он будет «Первый официальный межсетевой батл». • Кто идёт на рэп батл Black&amp;White? ",#Музыка #Рэперы ,Англ. battle — битва.,баттл
Батл,бутылка.,"-а, м. ",(хиппи),"Я потопал наверх и сгреб два батла (один они уже испузырили) их поганого бадусана.  • Купила два батла водки, вернулась, влезла в окно, а утром показала нашим.  • Дозняк в водке распредиляется очень простой формулой: на два человека — три батла. ",#Хиппи ,"Англ. bottle, означающее ровно то же самое.",NonNone
Батл,"соревнование, матч.","-а, м.",NonNone,"(1) Состоялся дружеский батл между школами.  • Street Masters устраивает батл между своими учениками.  • Объявляется батл между Орками и Таунянами.  • Батл между группами 2 на 2.(2) Вечный батл между боссом и секретаршей.  • Опять эпик батл между силами бобра и осла. Ну, у нас на Рождестве был тож типа батл между нашими девчушками.  • Хм... а батл между вами идет? ",#Общие ,Англ. battle — битва.,NonNone
Батла,игра «Battlefield».,NonNone,"(геймеры, шутеры)","
батый
Батла
Батон крошить
Баттхерт

баттхерд
батка
Батлить
Батник

Батхерт
батич
Батва
Батнига

Батоны
Батон
батрудинов
батонюсь

",#Геймеры #Шутеры ,NonNone,NonNone
Батла,"Сокращение названия 3D шутера ""Battlefield"".","сущ, ж. р. ",(геймеры),"Сегодня я купил одну игру, батла называется. ",#Геймеры ,NonNone,Батлфилд.
Батлить,"соревноваться, состязаться.",несов. неперех. ,"(рэперы, хип-хоп)","Вы сможете выполнять более сложные движения и батлить с другими брейкерами.  • Стихов понаписали интересных, здорово, даже батлить собрались.   • А кто хочет батлить со мной - прошу.  • Учатся батлить как они, танцевать многие танцы как они.  • Это моё право батлить, мы же на батле, а не в театре балета и оперы. ",#Рэперы ,Англ. battle — битва.,NonNone
Батлхантер,Собиратель стекляных бутылок на улице.,ср. ,(общ.),Опять батлхантеры не дадут спокойно пиво попить! ,#Общие ,"От англ. bottle — бутылка и hunter — охотник, дословно охотник за бутылками.",NonNone
батлы,Батлы - Битвы.,сущ. ж.р. ,(в жизни),NonNone,#Общие ,NonNone,NonNone
Батнига,Ботаник.,м. ,(студ.),NonNone,#Студенты ,NonNone,NonNone
Батник,пакетный командный файл (bat-файл) DOS/Windows.,"-а, м. ","(айтишники, прогеры)","Указав на батник мышкой, надо кликнуть нам два раза. Батник не умеет освобождать физическую память перед запуском во избежание свопа. ",#Айтишники #Прогеры ,NonNone,бат.
Батник,"вид одежды типа футболка, кофта.","-а, м.",NonNone,"А вообше серъезна нравится когда он одет на улице красовках, в батнике таком длиным черном, белом ил красном, и джинсы широкие. • Навыпуск фланелевая рубаха, а свыше батник акцентированно грубой вязки. • «Гуру блэка» был одет в простенький батник с длинными рукавами (конечно же, черный). ",#Общие ,NonNone,NonNone
Батник,"файл с расширением .bat, содержащий некоторую последовательность комманд, выполняемых операционной системой.","-а, м. ",(хакеры),"Он запускает компpоцессоp, котоpый уже выполняет батник. • Как выглядит файл типа батника в виндах то есть мне нужно чтобы файл с задачими выполнслся как батник?  • Нужно написать батник что бы он прописывал в виндовый шедулер определенные задания запускаемые в определенное время. ",#Общие ,"От расширения имени файла bat, от англ. batch —  пачка, пакет.",NonNone
Батон,отец.,"-а, м.",NonNone,Мой батон сегодня не в себе! ,#Общие ,Игра слов батя — батон.,папа.
Батон,"лентяй, отдыхающий.","сущ, м. р.",NonNone,"Хватит батонится, не батонься. ",#Общие ,NonNone,NonNone
Батон,отец.,"сущ., м. р.",NonNone,У нее батон — станок. ,#Общие ,"от грузинского «батоно» (уважительное обращение, типа «господин»).",родитель.
Батон,клавиша на клавиатуре компьютера.,"-а, м. ",(айтишники),Давлю батоны на белой клаве. ,#Айтишники ,"От англ. button, означающего ровно то же самое.",NonNone
Батон крошить,предъявлять претензии.,NonNone,(гопники),NonNone,#Общие   #,NonNone,наезжать.
Батониться,"валяться, лежать (про людей).",глаг.,NonNone,Лежит батоном (ничего не делая). Хватит батониться! Подъем! ,#Общие ,NonNone,лежать батоном (ничего не делая).
Батониться,отдыхать.,несов. неперех.,NonNone,На диване батонюсь. ,#Общие ,NonNone,NonNone
Батоны,кнопки компьютерной клавиатуры.,"-ов, мн ",(айтишники),"Чтоб сформулировть мысль мне нада много и долго хорошо стучать по батонам клавы. • Жать батоны помногу не могу - пальцы устают, блин!   • Наугад бить-стучать по клаве и давить батоны. ",#Айтишники ,"От англ. button  — кнопка, клавиша.",NonNone
Батоны,ноги.,"-ов, только мн. ч.",NonNone,Шевели батонами! (иди быстрее). ,#Общие ,NonNone,колготки.
Батоны,ягодицы.,NonNone,"(-ов, удар. на посл слог, только мн. ч.)",NonNone,#Общие ,NonNone,булки.
батонюсь,"Отдыхать, расслабляться.",Глагол. ,(Разговорная),"-Что делаешь?
-Батонюсь. ",#Общие ,NonNone,NonNone
батрудинов,"Батхёрт, взрыв пукана, и тд.",NonNone,"(Пранкеры, троли, и тд.)",Похоже у тебя Батрудинов. ,#Общие #СлэнгФанатов ,"От Пранкеров или картавых людей, или просто однокоренное слово.",батхёрт.
Баттон,"обозначение игрока,который сдаёт карты за игральным столом.",NonNone,(Азартные игры),"Баттон сдаёт карты,пока остальные игроки ожидают получение игральных карт. ",#Азартныеигры ,NonNone,Button
баттхерд,головная боль.,словосочетание ,"(интернет, социальные сети)",NonNone,#Общие ,NonNone,NonNone
Баттхерт,"состояние неудовольствия, дискомфорта, плохое настроение.","-а, м.",NonNone,"Не сиди долго за компом, баттхерт случится.  • У вас всех баттхерт!  • Баттхерт, ребята, именно у вас, причем вы из него не вылазите никогда.  • Все-таки у меня баттхерт нереальный.  • Я искренне люблю все виды баттхёрта, которые можно устроить человеку! ",#Общие ,Англ. butthurt —  боль в заднице.,геморрой
Батхед,глупый человек.,"-а, м. ",(обзывательство),"Хэй, батхед, опять какую-то ерунду написал?! • Ты канеш извени, но ты батхед жосткий!  • Я это вытерплю, потому что он батхед и его надо пожалеть. ",#Общие ,"Нарицательное от имени персонажа мультфильма «Beavis and Butthead», butthead буквально — голова-бочка.","бивис, баклан."
Батхерт,"дискомфорт, неприятные ощущение, нервирующее болезненное состояние.","-а, м",NonNone,"Тема вызывает батхерт, не так ли?  • А у тебя батхерт?  • А тебе и не с чего батхёрт чувствовать, всё по делу всегда.  • Любые действия доставляющего по отношению к доставляемому, способные вызвать у доставляемого батхерт или иные аналогичные процессы, либо вообще вывести доставляемого из состояния...  • До тех пор, пока у людей батхерт от таких новостей, у меня остается вера на то ,что все не так плохо. ",#Общие ,"Возможно от англ. buttocks hurt, буквально  — боль в заднице.",NonNone
Батхерт,Ярость геймера из-за пройграша в онлайн игре.,"Сущ., м.р ",(Во всех играх),"Блин, проиграли(.А у него Батхерт ахахахах. ",#Геймеры ,Не известно.,NonNone
БАТЧАТ,танк Batignolles-Chatillon 25t.,"сущ., м. р. ",(геймеры World of Tanks),Взвод из трёх скилловых батчатов - страшная сила. ,#Геймеры ,сокращение от Batignolles-Chatillon 25t.,NonNone
батый,"Крутой, хороший, классный, замечательный.",прилагательное ,"(молодежь, сибиряки)",NonNone,#Общие ,NonNone,"Крутой, хороший, классный, замечательный."
Батя,"Отец, Папа.",м.,NonNone,NonNone,#Общие ,NonNone,NonNone
батявка,"гуляющее, болтающаяся без смысла.","сущ., ж. р.",NonNone,NonNone,#Общие ,NonNone,NonNone
баунс,Резкий скачок в трэп бите подстроенный под 808 бочку.,Bounce ,(рэперы),NonNone,#Рэперы #Музыка ,NonNone,NonNone
Баунти,"«сливки» общества, выпендривающиеся.",NonNone,NonNone,NonNone,#Общие ,NonNone,мажоры.
Баф,"воздействие на персонажа, повышающее его защиту, боевые качества и\или лвл, чаще всего — временно.","-а, м. ","(геймеры, РПГ)","Клонирование бафов, которые находятся на персе, очень полезно. • Будет ли влиять уровень кастующего баф на его продолжительность? ",#Геймеры #РПГ ,"от англ. buff —  поглощать удары или buffing — обработка, отделка.","бафф, буфф, буф, буффинг, buffing"
Бафать,накладывать позитивные чары на перса.,NonNone,"(геймеры, РПГ)",Все перед боем дружно пробафались. ,#Геймеры #РПГ ,NonNone,чар.
бафер,"Бафер-персонаж, накладывающий усиления на героев.","сущ, м.р. ",(геймеры),"Блин, бафер где? ",#Геймеры #РПГ ,От слова buff.,NonNone
бафить,Перерисовывать чужие куски (граффити) тегами.,глагол ,"(Граффитисты, райтеры)","Этот говнюк забафил мой кусок! Найду, побью его. ",#Общие ,NonNone,NonNone
бафф,"заклинание, которое положительно влияет на героя.","сущ., м.р ","(игры, геймеры)",NonNone,#Геймеры #РПГ ,NonNone,NonNone
Бафф ?,"термин, используемый во многих ММоРПГ, означает усиление игрока на строго фиксированное время, как правило, под действием специального заклинания.",NonNone,"(геймеры, РПГ
сдуто из Википедии - ред.)",Но учтите — количество баффов (и селф-баффов) ограничено бафф-слотами. ,#Геймеры #РПГ ,"от англ. buff —  поглощать удары или buffing — обработка, отделка.","баф, буфф, буф, буффинг, buffing."
баффер,"Игрок, накладывающий бафф (временное усиление игрока) на союзников.","сущ., м.р. ",(геймеры),"Нам гг, баффер слился. ",#Геймеры ,NonNone,"Усиление, улучшение, повышение характеристик."
Бахать,"Пить, употреблять спиртное, неконтролируемо выпивать.",Глагол ,(Молодые алкоголики),"Они бахали ром с самого утра.
Бахнули на двоих 3 литра водки, поэтому одного и увезли в больницу. ",#Общие ,NonNone,"Вливать, заливать."
Бахер,"Глупый, тупой человек.",м.,NonNone,"Ну ты и бахер, капс убери! ",#Общие ,от ба ( междометие) + хер (сущ.).,лузер.
бахиани,какое-то крутое явление или поведение человека.,"сущ.,ср.р. ",(повседневная жизнь),тот новенький мальчик прям бахиани. ,#Общие ,NonNone,"лакшерный , классный , крутой."
Бахнуть,выпить спиртнога напитку.,сов. перех и неперех.,NonNone,Давайте бахнем! • Бахнуть сто грамм коньяку. ,#Общие ,NonNone,NonNone
бацать,Вытворять.,Творить ,(Молодеж),Что ты бацаешь? ,#Общие ,NonNone,"творить, вытворять."
Бацилла,"человек, заболевший гриппом.","-ы, ж.",NonNone,Петров у нас сегодня бациллой работает. ,#Общие ,NonNone,NonNone
Бациллы,убогого вида обувь.,"-лл, только мн. ч. ",(гопники),Сымай бациллы — проходи... ,#Гопники   #,Пароним от рус. бахилы.,"чоботы, говнодавы, черметы."
Баче,лучше.,сравнительная форма прилагательного,NonNone,"У него мобильник баче.  • Кто баче???  • По мне, так статейка так себе, про женский желудок намного баче было.  • По стилю ремень выпадает, портупея баче бы смотрелась. ",#Общие ,NonNone,"круче, мощнее."
Бачий,"хороший, отличный.",прил. ,(разг),Какой бачий Пончик. ,#Общие ,заебачий -->.,рулёзный.
Бачина,"препятствие, причина временного замешательства.","-ы, ж.",NonNone,Насидел геморрой — вот бачина. ,#Общие ,NonNone,NonNone
Бачинить,"(о механизме) работать с перебоями, с ошибками, (о человеке) плохо себя вести, поступать неправильно.",сов. неперех.,NonNone,"Коробка начала бачинить, разобрали — выжимной подшибник бэ.  • Я вот опасаюсь что контроллер дисков будет бачинить.  • Бачинит буквально все: сначала прожигает дырку в мониторе, палит видеокарту и потом всю материнку.  • Просят прощения за грехи и сил и мудрости не бачинить в будущем. ",#Общие ,NonNone,глючить.
бачинские,"Бачинские - от слова ""бакинские"".",прилагательное ,(общеупотребительное),"На расходы в бумажнике оставил ""деревянные"", а пачку ""бачинских"" убрал в чемодан, спрятав среди белья. ",#Общие ,"Бачинские от слова ""бакинские"", азербайджанцы и люди, пожившие в Азербайджане, произносят не ""Баку"", а ""Бачи"".","бакинские, зелень, портреты президентов."
Бачит,"говорит, иногда в смысле и понимает — напр.",несов. неперех. и перех.,NonNone,"(1) Клиенту рассказал про это, а он бачит: «И чего это я буду у машины стоять?..».  • А мент бачит, мол щас и протокол выпишу и в наркологию.  • А по-аглицки он бачит? Нет?.. А по-русски?  • Можно простить даже то, что он бачит на абсолютно специфичном «уличном» французском с постоянными вставками английского.  • На пляже откуда ни возьмись появляется человек и бачит, что мол заплати за лежаки.  • Тут народ местный бачит, что амортизаторы должны подойти, кто нибудь ставил?  • По нашенски он совсем плохо бачит, так что вряд ли кто сразу поймет, о чем он лопочет.(2) На ХХ турбина не бачит.  • На этом сайте поиск вообще не бачит.  • В коробке задняя передача не бачит.  • Бензинчик не классный попался, да все это засорилось и не бачит.  • На твой прайс выйти не могу одна ссылка не бачит, вторую антивирус блокирует.  •  Запустил игру, нихера не бачит!  • Кряк не бачит. ",#Общие ,"(1) В Словаре Даля: бачить ряз. новг. костр. вят. — (производное от баять) - болтать, говорить. (2) Возможно, производное от нем. arbeit —  труд, работа, см. арбачить.",NonNone
Баш,Плевок.,сущ. ,(Двор),У тебя на спине большой баш! ,#Общие ,NonNone,NonNone
Баш,популярнейший сайт «Цитатник рунета» bash.org.ru.,"-а, м.",NonNone,Вчера на баше был? ,#Интернет ,Cокращённое и переделанное на русский лад название домена bash.,"башик, башорг."
башик,"Пока, привет.","сущ.,м.р. ",(геймеры),башик лол. ,#Общие ,башик лол.,башик лол.
башка,"Башка - это синоним слова  ""голова"".",NonNone,NonNone,NonNone,#Общие ,NonNone,"Башка, голова."
Башка-ранетка,"тупоголовый, бестолковый человек.","-и, ж.",NonNone,NonNone,#Общие ,NonNone,NonNone
Башкастый,Сообразительный.,"1. -ая, -ые. 2. в знач. сущ. ",(гопники),"Врубился башкастый, хоть и ушастый! ",#Общие ,NonNone,NonNone
Башки,деньги.,NonNone,NonNone,есть башки? ,#Общие ,NonNone,бабки.
Башлёвый,Богатый (о человеке).,"-ая, -ое.",NonNone,NonNone,#Общие ,NonNone,NonNone
башли,"деньги, наличность.",NonNone,(блатные),"Рассчитиемся, я при башлях. ",#Тюремныйслэнг ,NonNone,NonNone
башли,"деньги, наличность.",NonNone,"(уличный, хулиганский жаргон)","Толик нынче при башлях, гудим по полной.
Башли в руки - будут звуки (заплати, и мы сыграем заказанную музыку). ",#Тюремныйслэнг ,NonNone,"капусиа, воздух, лавэ."
Башля,"деньги, деньга, денежка.","-и, ж",NonNone,"«За бочину нада башля» (за неправильное действие/поступок, поведение, кражу и т.д .и т.п. нужно платить деньги).  • Кончились башли. Печален.  • Вот уже почти 4 года как закончил и ни башля преподам не отнес.  • Вопрос, опять же, к ребятам-управленцам, а на них не повлияют ни мороз, ни жара, разве только башля от кого-нибудь. ",#Общие ,NonNone,"лаве, капуста, филки, мани, хрусты, бабло."
Башлять,"Давать деньги (например, на выпивку), быть спонсором.",несов. неперех.,NonNone,"Ну че, у кого бабки есть? Кто сегодня башляет? ",#Общие ,NonNone,выкатывать.
Башлять,"платить деньги (обычно за услугу или в качестве откупа) , дать взятку.",несов. перех. и неперех.,NonNone,"Пришлось башлять,  чтобы ксивы выправили. ",#Общие ,От башли — наличные деньги.,забашлять.
Башлять,"платить, оплачивать.",несов. неперех.,NonNone,NonNone,#Общие ,NonNone,шабашить.
башню сносить,сходить с ума.,словосочетание ,(молодежь),Он просто мне башню снес! ,#Общие ,NonNone,NonNone
Башня,голова.,ж.,NonNone,"» башню сорвало» , что значит «крайнее форма удивления или восхищения». ",#Общие ,NonNone,NonNone
Башня,голова.,"-и, ж.",NonNone,"В попытках найти аргументацию, впрямь башню снесет! ",#Общие ,NonNone,"котелок, башка."
Башня,голова.,"-и, ж.",NonNone,Срывает башню. ,#Общие ,NonNone,NonNone
Башорг,популярный русский сайт bash.org.ru — «Цитатник Рунета».,"-а, м. ",(каменты),NonNone,#Падонки ,NonNone,ифырющкп.
Баще,"побольше, лучше, превосходящее что-либо.",нареч.,NonNone,"Мы то баще чем вы. • Давай налей мне побаще. • И чем дальше, тем баще.  • На этот раз соло было побыстрее и баще! ",#Общие ,NonNone,побаще
Бащно,"Очень круто, мощно.",прил.,NonNone,Бащные наушники. ,#Общие ,NonNone,"Круто,мощно."
Баян,"устаревший вопрос, см. также свечка .","-а, м. ","(ИИ, сленг)",NonNone,#Сленг ,NonNone,NonNone
Баян,"заигранный вопрос, т.е.","-а, м ",(ИИ),NonNone,#ЧГКшники ,NonNone,свечка.
Баян,"Что-либо (картинка, флешка, видеозапись и др.), что уже видели на других сайтах.",м.,NonNone,Это уже было!!!! Везде эти одевалки!! Ставлю баян!!!!!! ,#Интернет ,"баян — старый музыкальный инструмент, следовательно БАЯН — старое, уже не интересное.",Это уже было.
Баян,старая шутка.,м.,NonNone,NonNone,#Общие #Интернет ,NonNone,борода.
Баян,"устаревший текст, подробнее см. боян.","-а, м. ",(каменты),NonNone,#Падонки ,NonNone,"боян, бойан, бaянчег, канаццкий баян, рваный канаццкий баян."
Баян,"история, подлинность которой сомнительна.",м.,NonNone,NonNone,#Общие ,"Боян (Баян), русский песнотворец 11 - 12 вв., слагавший песни-славы в честь подвигов князей.",байка.
Баян,"очень старая шутка, анекдот.",м. хотя речь о шутке — ж.р,NonNone,А может быть вот так пошутим?.. Да не. Это тож баян. ,#Общие ,NonNone,"бородатая шутка, старьё."
Баян,"Ложь, которую человек втирает всем подрят.","Баян- сущ.,м.р ",(6-8 классы),NonNone,#Общие #Социальныесети ,NonNone,"Дичь, ложь."
баяри,"баяри - это Газ-24, так же баярами называют любые седаны выпущенные Горьковским автозаводом (ГАЗ).",баяри ,(Автомобили),Смотри какие баяри поехали!- Смотри какой ГАЗ-24 поехал! ,#Автолюбители ,"Автомобильный клуб ""Бояре Москва"".","Двадцатьчетверка, баржа."
ББ,"пока, возглас при прощании.",аббрев ,(интернет),"Ну все ребят, мне пора. ББ. ",#Интернет ,"Англ. bye-bye, означающее ровно то же самое.",NonNone
ББ,"стационарный настольный персональный компьютер (сокращение от Большой Брат), его малым братом является карманный персональный компьютер (КПК), ноутбук или нетбук.",аббрев. ,(айтишники),"Сохрани данные на ББ и отформатируй флешку.  •  Почему то ББ не видит устройство  • Установи драйвера на ББ, потом подключайся.  • Синхронизация с ББ по Wi-Fi.  • Подключаем к интернету через ББ по USB.  • Подключение КПК к интернету через ноутбук/компьютер/ББ.  •  На ББ у мну стоит звуковуха  «Creative SB».  • Находим на днище ноута крошечное отверстие (присутствует не на всех моделях) - это кнопка сброса, аналог кнопки Reset на ББ.  • Ноут может обладать всеми функциями обычного стационарного компьютера (ББ).  • Пытаюсь использовать телефон в качестве модема для выхода в интернет с ББ. ",#Айтишники ,NonNone,"персональный компьютер, PC."
ББ,Бронебойный снаряд.,Существительное. ,"(Игры,шутеры,танки,World of Tanks.)",Ставь ББ будем стрелять по тяжёлым танкам! ,#Геймеры ,NonNone,NonNone
ББПЕ,призыв или одобрение к применению физической силы против женщин.,аббрев.,NonNone,"Мардук Михайлович уже практикует ББПЕ с Тиамат Васильевной. • Сегодня стал свидетелем самого что ни на есть настоящего ББПЕ в жестокой форме. • ББПЕ - это организация основанная на религии Великого Холостяка.  • Достают меня просто жеесть, в такие моменты хочется, чтобы в нашей стране легализовали ББПЕ.  • Для тех кто отрицает необходимость применения метода ББПЕ, демонстрирую ролик. ",#Интернет ,Аббрев. «бей бабу по е****».,NonNone
БГ,"в «World of Warcraft» означает поле боя, на котором бьется от 10 игроков и больше.",аббрев. ,"(геймеры, РПГ, Варкрафт)",— Что сегодня будем делать? — Го на бг хонор набивать. ,#Варкрафт ,С англ. Battle ground.,NonNone
БГ,Поле битвы.,сокр. ,"(геймеры, РПГ)",Cобираю примейд на бг. ,#Геймеры #РПГ ,"от англ. сокр. BG, battleground [бэтлграунд] — букв. «поле боя».",BG
Бгг,см. бугага.,междометие ,(каменты),NonNone,#Падонки ,NonNone,"ха-ха-ха, бру-га-га, бугога, бугогы, букаке, bwa-ha-ha."
бггг,"Смех, сарказм, удовлетворение сказанным.",междометье ,(разговорная),"Вот такая х%йня, малята, бггг))). ",#Общие ,NonNone,Хи-хи-хи.
бдд,Станция метро бульвар Дмитрия Донского.,"сущ., м. р. ",(общество),я подъезжаю к бдд. ,#Топонимы ,NonNone,NonNone
бебека,Я бебека я мемека я медведя забодал!.,сущ. жен. р. ,(бебеки),"""Настроение — бебека"", Это ""что за бебека такая?"", ""ну что ты бебекнулся?"". ",#Общие ,NonNone,"Плохо, ужасно, грустно, печалька и.т.д."
Бебехи,"утварь, домашние или личные вещи, атрибуты, аксессуары.","-ов, мн.",NonNone,"Чтобы подруга пока не сбежала, он прихватил с собой ее бебехи. • Он прибрал с сайта все свои бебехи.  • Уберегли танцевальные бебехи от сладкого чая.  • Закаешься готовить капризные кулинарные бебехи.  • Бебехи, не относящиеся к недвижимости, включительно бабло и ценные бумаги. ",#Общие ,NonNone,NonNone
